,Author,Title,Abstract,Journal,,,,,,,
2150,"Virkkala, Raimo and Alanko, Tapio and Laine, Timo and Tiainen, Juha",Population contraction of the white-backed woodpecker Dendrocopos leucotos in Finland as a consequence of habitat alteration,"The population decline of the white-backed woodpecker Dendrocopos leucotos in Finland is presented and factors affecting this decrease are analysed The woodpecker favours mature, deciduous forests which include many dead trees. These forests have been clearcut and thinned heavily from the 1950s. Winter bird counts from the late 1950s to the 1980s show declines of over 90\%. The size of the present population is estimated at 30-50 breeding pairs. Fledging success and adult survival rate are not exceptionally low compared to the results of other studies but juvenile mortality appears to be very high as the recruitment rate is low. The breeding population is also very sparse: the mean distance between nearest nests was 15 km. In order to preserve the white-backed woodpecker from extinction in Finland a network of deciduous forests favoured by the woodpecker has been proposed.",Biological Conservation,,,,,,,
2151,"Schwartz, Frank J and Maddock, Michael B",Marine Freshwater,,Marine And Freshwater Research,,,,,,,
2152,"Vivier, L and Cyrus, D P and Owen, R K and Jerling, H L","Fish assemblages in the Mfolozi–Msunduzi estuarine system, KwaZulu-Natal, South Africa, when not linked to the St Lucia mouth","The fish community of the Mfolozi-Msunduzi estuarine system was investigated with particular emphasis on its role as a nursery area for marine fish when the adjacent St Lucia mouth is closed. The mouth was open during March 2007 and 2008 with high-turbidity river water flowing into the sea, and was closed during August 2007 and 2008. Fish were sampled biannually with seine-nets during March and August in 2007 and 2008 at five sites throughout the system. A total of 5 886 fish from 59 species were recorded, with a higher number of species and CPUE in the Mfolozi Estuary than in the Msunduzi Estuary. Seine-net catches were dominated by Ambassis gymcocephalus, Ambassis natalensis, Leiognathus equula and Valamugil cunnesius. Juveniles of marine spawning species were present throughout the study period, even when the mouth was closed. The sampled fish assemblage structure was influenced by significant temporal differences between the four biannual sampling seasons, with relatively small spatial differences between the sampling areas. Temperature, salinity and sediment characteristics were most responsible for the structure of the fish assemblage as sampled by seine-nets. The results emphasise the importance of the Mfolozi-Msunduzi estuarine system as an alternate nursery area.",African Journal of Aquatic Science,,,,,,,
2153,"Gertseva, Vladlena V.","The population dynamics of the longnose skate, Raja rhina, in the northeast Pacific Ocean","The longnose skate, Raja rhina, is the most commonly landed skate species in the northeast Pacific Ocean. It also dominates survey catches in the area. Existing knowledge on skate biology and fisheries suggests that large skate species with late sexual maturation, like the longnose skate, are extremely vulnerable to overfishing, and if overfished they are slow to recover. Historically, in the US Pacific Coast skates have not supported directed fisheries, but have been taken as bycatch in other commercially important fisheries. For the past 13 years, landed catches of skates in waters off Washington, Oregon and California have significantly increased. Using the Stock Synthesis 2 modeling framework, a population model for the longnose skate was developed to assess the current state of the stock and reconstruct its past dynamics. Model results indicate that the longnose skate spawning biomass has slowly declined since 1915; the current stock biomass is estimated as 66\% of its unexploited level. Uncertainty in regards to fishery-dependent data and female maturity parameters was explored through sensitivity analyses. The model results indicate that it is important to conduct species-specific identification in the fishery and monitor discard of longnose skate to improve the accuracy of fishery catch data and make assessment conclusions more robust. ?? 2008 Elsevier B.V. All rights reserved.",Fisheries Research,,,,,,,
2154,,"Artweise Bestands-Indices der regelm\""{a}ssigen Brutv\""{o}gel der Schweiz",,,,,,,,,
2155,"Vollestad, Author L a and Jonsson, B","A 13-Year Study of the Population Dynamics and Growth of the European Eel Anguilla anguilla in a Norwegian River : Evidence for Density-Dependent Mortality , and Development of a Model for Predicting Yield A 13-YEAR STUDY OF THE POPULATION DYNAMICS AND GR",,,,,,,,,
2156,"Asbj\o rn V\o llestad}, Leif and {Moland Olsen}, Esben",Non-additive effects of density-dependent and density-independent factors on brown trout vital rates,"Interactions between density-dependent and density-independent processes can lead to variation in both growth and survival rates. Detecting such effects, however, will often require sampling on an individual level and at the appropriate spatial and temporal scale. This study documents substantial variation in survival and growth of stream-dwelling brown trout Salmo trutta from a small Norwegian stream. The data is based on seasonal capture2013recaptures of individually marked trout on fixed stations during eight years. The fish were small-sized, rarely reaching sizes larger than 20 cm and ages older than seven years. Density varied between 0.220130.8 fish m22122. Variation in survival and recapture probabilities was analysed using program MARK. Apparent survival (the probability of being alive and present within the study area) generally decreased with increasing trout density and increasing drought level (measured as lowest observed water flow) during both winter and summer. Further, there was a significant interaction effect between density and water flow, indicating that density-dependent effects on survival predominated when environmental conditions were benign (no drought), while density-independent processes were most important under harsh environmental conditions (drought). Observed length-at-age during autumn indicated a more or less linear growth trajectory throughout life, and no effect of density, water flow or temperature was found. However, using the individual-based capture2013recapture data to estimated specific growth rate, significant positive effects of water flow and temperature and a negative effect of density were identified. Thus, the capture2013recapture data suggest a strong potential for population regulation at the rather low densities found in this stream, and regulation may occur both through effects on survival and growth.",Oikos,,,,,,,
2157,"Voris, H. K. and Inger, R. F.",Frog abundance along streams in Bornean forests,Changes in estimated abundance over time....factors extr and intr,Conservation Biology,,,,,,,
2158,"Wahl, Johannes and Sudfeldt, Christoph","Ph\""{a}nologie und Rastbestandsentwicklung der Gründelentenarten (Anas spec.) im Winterhalbjahr in Deutschland","Since 1966/67 waterbirds have been counted in Germany as part of the International Waterbird Census. These data, collected by mostly volunteer observers, were analysed for seven species of dabbling ducks using data from 35 years up to 2002. As site coverage is best during the midwinter census trend analyses focused on January data. Trends were calculated for three periods: 35, 25 and 10 years. Eurasian Wigeon increased strongly for all three periods except for the North Sea coast in the last ten years, which were influenced by two consecutive cold winters. The increase was greatest during a period of extremely mild winters between the end of the 1980s and the mid 1990s. Changes at the North Sea and the Baltic Sea coast occurred almost in parallel. Gadwall numbers went up as well during all periods considered, with a very pronounced increase in NW Germany since the end of the 1980s. Eurasian Teal numbers increased in the S, fluctuated (with an overall slight increase) in the NW, but decreased in the NE due to a pronounced and ongoing decline since the early 1990s. This may be related to improvement in water quality of rivers in E Germany, where most of wintering Eurasian Teals are found, but more detailed analyses are necessary. The most common dabbling duck, Mallard, declined in most regions and periods. This negative trend is confirmed for S Germany since the early 1980s, while in the NW and NE parts the decline was most pronounced during the last decade. Northern Pintail, which winters only in low numbers and few sites, increased, but especially in the N fluctuated according to winter severity. Garganey, for which only data from W Germany were available, decreased strongly until the mid 1980s, but stabilised or moderately increased afterwards (analysed month: April). Northern Shoveler, which is present during winter only in low numbers, showed an overall positive trend due to an increase during the first decade, but remained stable or fluctuated since. In all species present in winter, especially in the NW and NE parts, a moderate to strong relationship was found between yearly indices and winter severity.",Vogelwelt,,,,,,,
2159,"Wader, Australasian and Group, Studies",The Journal for the East Asian-Australasian Flyway,,,,,,,,,
2160,"Wakid, Abdul and Braulik, Gill","Protection of endangered Gangetic dolphin in Brahmaputra River, Assam, India. Final report to IUCN-SIR Peter Scott Fund",,,,,,,,,
2161,"Walpole, Matthew J.","Factors affecting black rhino monitoring in Masai Mara National Reserve, Kenya","The black rhino in Africa is slowly recovering from poaching. This has been achieved in part by maintaining ongoing monitoring as part of intensive protection and biological management. However, the efficacy of population monitoring methods has not been assessed. Rhino surveillance records and rainfall data were used to determine which ecological and operational factors affected monthly rhino sightings by vehicle patrols in Masai Mara, Kenya. Comparisons of sightings capture rates using different ground-based and aerial methods were also conducted. Stepwise multiple regression revealed a model (adjusted R-2 = 0.66) predicting monthly rhino sightings with four significant factors; number of patrols, rhino population size, rainfall over the previous 2 months and a dummy variable for the month of August. The latter two variables represent the negative effects of long grass growth and the annual wildebeest migration on rhino sightings, and result in seasonal deficiencies in monitoring. During vehicle patrols, 51\% of sightings were made whilst moving, and 49\% were made whilst stationary and scanning with binoculars, although sightings capture rate was an order of magnitude higher when stationary. Equally, sightings capture rate from hot air balloons was twice that during vehicle-based patrols, although with less accuracy of identification. The introduction of foot patrols would increase patrol cost-effectiveness and fill seasonal troughs, thereby providing better all-round surveillance.",African Journal of Ecology,,,,,,,
2162,"Walsh, William and Cotton, Stephen and Barnett, Camille and Couch, Courtney and Preskitt, Linda and Tissot, Brian and Avella, Kara Osada-d",Long-Term Monitoring of Coral Reefs of the Main Hawaiian Islands Final Report Hawai ʹ i Island Monitoring Report,,,,,,,,,
2163,"Walsh, William and Cotton, Stephen and Barnett, Camille and Couch, Courtney and Preskitt, Linda and Tissot, Brian and Avella, Kara Osada-d",Long-Term Monitoring of Coral Reefs of the Main Hawaiian Islands Final Report Hawai ʹ i Island Monitoring Report,,,,,,,,,
2164,"Waltert, Matthias and Heber, Sol and Riedelbauch, Simone and Lien, L and Mu, Michael",Notes and records,,East,,,,,,,
2165,"Wang, S. B. and Houde, E. D.","Distribution, relative abundance, biomass and production of bay anchovy Anchoa mitchilli in the Chesapeake Bay","Seasonal distribution, relative abundance, biomass production, population consumption, and energy storage in bay anchovy Anchoa mitchilli were estimated from midwater trawl surveys in the upper and mid Chesapeake Bay from April 1990 to October 1991. Abundance and biomass both peaked in late summer and fall before declining significantly in winter, a result of southward migration to lower Bay areas that were not sampled. Production also peaked between summer and fall, a consequence of rapid growth and recruitment of larval and juvenile anchovies. Annual production of young-of-the-year (YOY) anchovy was 856.69 g/100 m super(3), 87.9\% of which was produced in the first 3 mo of life. Production by YOY anchovy accounted for nearly all annual production (92.6\%) in this short-lived species. Total annual production was estimated to be 233 014 t wet wt in upper to mid-Bay regions. The production/biomass (P/B) ratio for YOY anchovy was 8.07 when larval and early juvenile stages were included but only 0.97 without those stages. The estimated translocation of nitrogen biomass from the upper and mid Bay to the lower Bay via anchovy migration was 1027 t N during fall 1990, which is approximately 0.8\% of the annual N input to Chesapeake Bay. Estimated population consumption (primarily zooplankton) by bay anchovy ranged from 5.29 to 12.81 g dry wt/100 m super(3)/d in August and from 5.35 to 6.78 g dry wt/100 m super(3)/d in October, suggesting that consumption by larvae and juveniles of this species could significantly impact populations of its plankton prey",Marine Ecology Progress Series,,,,,,,
2166,"Reeves, Randall R and Smith, Brian D and Kasuya, Toshio",Biology and Conservation of Freshwater Cetaceans in Asia,,Iucn,,,,,,,
2167,"Waples, R S and {Jones Jr}, R P and Beckman, B R and Swan, G a",Status review for Snake River fall chinook salmon,,"NOAA Technical Memorandum NMFS N/NWC-201, Seattle, Washington",,,,,,,
2168,"Ward-Paige, Christine a. and Pattengill-Semmens, Christy and Myers, Ransom a. and Lotze, Heike K.",Spatial and temporal trends in yellow stingray abundance: Evidence from diver surveys,"Recent concerns about changing elasmobranch populations have prompted the need to understand their patterns of distribution and abundance through non-destructive sampling methods. Since scientific divers represent a small portion of the total number of divers worldwide, the use of non-scientific divers could drastically increase the number of observations needed to monitor broad-scale, long-term trends. Here, we use 83,940 surveys collected by trained volunteer divers to examine spatial and temporal trends of the most frequently sighted elasmobranch species in the greater-Caribbean, the yellow stingray (Urobatis jamaicensis). Despite being relatively common and listed as Least Concern on the IUCN Red List, little is known about the status of this species. In total, yellow stingrays were observed on 5,658 surveys (6.7\% sighting frequency) with the highest occurrence in the regions surrounding Cuba. Overall, sighting frequency declined from 20.5\% in 1994 to 4.7\% in 2007—a standardized decline rate of −0.11. However, these trends were not consistent in all regions. The strongest decline occurred in the Florida Keys, the most sampled region, where trends were similar among all areas, habitats and depths. In contrast, sighting frequency significantly increased in Jamaica where large fishes are severely depleted. We discuss possible explanations for these changes including habitat degradation, exploitation and changes in trophic interactions. Our results suggest large-scale changes in yellow stingray abundance that have been unnoticed by the scientific community. Thus, our study highlights the value of non-scientific divers for collecting data that can be used to understand population trends of otherwise poorly studied species.",Environmental Biology of Fishes,,,,,,,
2169,,"\{Watanabe, 1991 \#3161\}.pdf",,,,,,,,,
2170,"Waters, Si\^{a}n S. and Aksissou, Mustapha and Harrad, Ahmed El and Hobbelink, Maria-Elisa and Fa, John E.",Holding on in the Djebela: Barbary macaque Macaca sylvanus in northern Morocco,"A survey of Vulnerable Barbary macaque Macaca sylvanus populations in the Djebela region of northern Morocco was conducted in October-November 2004 and the species' presence verified in four areas. This macaque occurs in habitat types ranging from matorral (shrub vegetation) to higher altitude fir forest. A total of 89 individuals were observed in nine groups. Comparisons of our survey with the previous one undertaken in the same area in 1980 indicate that group sizes are similar but the total population size may have decreased. We estimate there is a population of 200-300 Barbary macaques in the Djebela. Although some areas where the species is found are now protected, further work will be crucial to safeguarding this species in northern Morocco",Oryx,,,,,,,
2171,"Wauters, L A and Dhondt, A A",The use of red squirrel,,,,,,,,,
2172,Cosewic,"COSEWIC assessment and status report on the red-legged frog Rana aurora. Committee on the Status of Endangered Wildlife in Canada. Ottawa, ON.",,,,,,,,,
2173,"Wegge, Per and Odden, Morten and Pokharel, Chiranjibi Pd and Storaas, Torstein","Predator-prey relationships and responses of ungulates and their predators to the establishment of protected areas: A case study of tigers, leopards and their prey in Bardia National Park, Nepal","Interactions among sympatric large predators and their prey and how they respond to conservation measures are poorly known. This study examines predictions concerning the effects of establishing a protected area in Nepal on tigers (Panthera tigris), leopards (Panthera pardus), and their ungulate prey. Within a part of the park, after 22 years the total density of wild ungulates had increased fourfold, to ca. 200 animals/km2, almost exclusively due to a remarkable increase in chital deer (Axis axis). Tiger density also increased markedly to nearly 20 animals/100 km2, whereas leopard density did not and was ca. 5 animals/100 km2. The prediction that grazers should increase more than browsers was only partially supported. The prediction of positive density dependence in prey selection was not supported. Instead, the most abundant species (chital and hog deer, Axis porcinus) were killed less frequently than expected, whereas the lower-density wild boar (Sus scrofa) was preferred. Predictions that (i) initially rare species suffer highest predation was partially supported, that (ii) predation is highest among the most abundant prey was not supported, and that (iii) predation is highest among the most preferred prey independently of their densities was supported. Clearly, the conservation efforts adopted in Bardia were successful, as both tigers and their natural prey base increased. However, the positive numerical response of tigers limited and depressed the abundance of some prey species. Thus, conservation activities aimed at restoring large predators are likely to change in the composition of the overall mammal community, potentially eliminating rare but preferred prey species. ?? 2008 Elsevier Ltd. All rights reserved.",Biological Conservation,,,,,,,
2174,"Wei  Fuen; ; Zhang, Jueming; ; Zhuang, Ping; ; Luo, Junde; ; Zhou, Rueqiong; ; Yang, Wenhua}, Qiwei; ; Ke","Biology, fisheries, and conservation of sturgeons and paddlefish in China","This paper reviews five of the eight species of acipenseriforms that occur in China, chiefly those of the Amur; ; and Yangtze rivers. Kaluga Huso dauricusand Amur sturgeon Acipenser schrenckiiare endemic to the Amur; ; River. Both species still support fisheries, but stocks are declining due to overfishing. Acipenseriformes of the; ; Yangtze River are primarily threatened by hydroelectric dams that block free passage to spawning and feeding areas. The Chinese paddlefish Psephurus gladiusnow is rare in the Yangtze River system, and its spawning; ; activities were severely limited by completion of the Gezhouba Dam in 1981. Since 1988, only 3–10 adult; ; paddlefishes per year have been found below the dam. Limited spawning still exists above the dam, but when; ; the new Three Gorges Dam is complete, it will further threaten the paddlefish. Artificial propagation appears; ; to be the only hope for preventing extinction of P. gladius, but it has yet to be successfully bred in captivity.; ; Dabry’s sturgeon A. dabryanusis a small, exclusively freshwater sturgeon found only in the Yangtze River; ; system. It is concentrated today in reaches of the main stream above Gezhouba Dam. The fishery has been; ; closed since 1983, but populations continue to decline. Acipenser dabryanushas been cultured since the 1970s,; ; and holds promise for commercial aquaculture; availability of aquacultural methods offers hope for enhancing natural populations. The Chinese sturgeon A. sinensisoccurs in the Yangtze and Pearl rivers and seas of; ; east Asia. There is still disagreement about the taxonomy of the Pearl and Yangtze River populations. The; ; Yangtze River population is anadromous. Adults begin spawning at about age 14 years (males) and 21 years; ; (females), and adults spend over 15 months in the river for reproduction. Spawning sites of A. sinensiswere; ; found every year since 1982 below the Gezhouba Dam, but it seems that insufficient suitable ground is available for spawning. Since 1983, commercial fishing has been prohibited but more measures need to be taken; ; such as establishing protected areas and characterizing critical spawning, summering and wintering habitats.",Environmental Biology of Fishes,,,,,,,
2175,"Li, David and Wei, Zuo and Bloem, Andrea and Delany, Simon",Status of waterbirds in Asia Status of Waterbirds in Asia,"Background    The Asian Waterbird Census (AWC) was initiated in 1987 and runs in parallel with other waterbird censuses carried out in Africa, Europe, Central and West Asia and Latin America under the umbrella of the International Waterbird Census (IWC), which is organised by Wetlands International. The IWC is the largest and longest-running internationally coordinated faunal monitoring programme in the world.   The AWC started on the Indian subcontinent in January 1987 and has grown rapidly to cover the rest of Asia, Australasia and eastern Russia. During 1987-2007, a total of over 6,700 sites in 27 countries were counted at least once.   The AWC takes place annually, during the second and third weeks of January, and is carried out by volunteers interested in collecting information on waterbirds and wetlands as a basis for contributing to their conservation.   The data collected by the AWC have been used in various reports and contribute to a range of conservation activities at levels from local to global, including:   •  species and site conservation and research programmes and campaigns to raise awareness of the importance of wetlands in many countries;  •  the development of national wetland and waterbird conservation Action Plans and Strategies;  •  the Ramsar Convention on Wetlands, by identifying Wetlands of International Importance through regular monitoring of waterbirds at  Ramsar List sites and other wetlands;  •  the Convention on Migratory Species, by monitoring the status of migratory waterbirds and their habitats;  •  the Convention on Biological Diversity’s goal of conservation and sustainable use of biodiversity;  •  the implementation of the Asia-Pacific Migratory Waterbird Conservation Strategy (1996-2006), through monitoring of waterbirds and their sites, including sites listed under the three East Asian – Australasian Migratory Waterbird Site Networks (for shorebirds, cranes and Anatidae);  •  the West/Central Asian Site Network for the Siberian Crane and other waterbirds (WCASN);  •  BirdLife International’s Important Bird Area (IBA) programme;   •  IUCN/BirdLife’s globally threatened birds programme; and  •  Wetlands International’s Waterbird Population Estimates (WPE) programme.    In addition to the wide range of applications outlined above, the AWC has been extremely successful in achieving its primary objectives of:   •  providing the basis for estimates of waterbird populations;  •  monitoring changes in waterbird numbers and distribution by regular, standardised counts of representative wetlands;  •  improving knowledge of little-known waterbird species and wetland sites;  •  increasing awareness of the importance of waterbirds and their wetland habitats at local, national and international levels.    The AWC has also built and strengthened national networks of enthusiastic and dedicated volunteers and facilitated their training as an integral part of achieving its objectives.    As a result of their increased awareness, local people and governments are now setting about the conservation of important sites in most of the countries covered by the census. However, coverage and conservation efforts vary considerably, and the increasing pressure on wetlands and their biodiversity highlights the need to strengthen the programme to tackle ever-growing challenges. These include global climate change and its far-reaching impacts on changes in distribution and types of wetlands, as well as seasonal variations linked to probable changes in the carrying capacities of the wetlands used by the waterbirds for feeding, nesting and roosting.    Highlights of the 1987–2007 censuses  Twenty-seven countries participated in the censuses, and 6,705 sites were covered at least once between 1987 and 2007. Of the sites covered, 116 were Ramsar sites, nine were World Heritage sites, eight were Association of South East Asian Nations (ASEAN) heritage sites, nine were Man And Biosphere (MAB) reserves, 502 were IBAs, 55 were East Asian-Australasian Flyway Network sites and 417 were nationally protected areas.     A total of 1,387 sites met at least one of two criteria of internationally important sites according to the Ramsar Convention. Of these, 312 sites were reported to support more than 20,000 waterbirds, and 1,382 sites recorded more than 1\% of the biogeographic population of at least one species of waterbird. In the most recent five years (from 2003-2007), a total of 2,963 sites was counted, including 906 of the 1,387 internationally important sites identified by earlier counts. During this latter five-year period, only 673 of these sites met at least one of two criteria of internationally important sites. A total of 671 sites recorded more than 1\% of the biogeographic population of at least one species of waterbird, and 137 supported more than 20,000 waterbirds. The remaining 233 sites no longer met either of the international importance criteria.   Totals of 349 species of waterbirds and 74 species of wetland-dependent species (covering 18 species of sea birds, 44 birds of prey and 12 kingfishers) were recorded. The 28 most numerous species for which more than 100,000 individuals were reported were, in order of decreasing abundance,  Common Coot, Baikal Teal, Northern Pintail, Mallard, Common Teal, Common Pochard, Northern Shoveler, Greater White-fronted Goose, Greater Scaup, Lesser Whistling Duck, Gadwall, Tufted Duck, Asian Openbill, Dunlin, Eurasian Wigeon, Bar-tailed Godwit, Bean Goose, Great Knot, Garganey, Spot-billed Duck, Common Black-headed Gull, Black-tailed Godwit, Ruff,  Red-necked Stint, Demoiselle Crane, Cattle Egret, Little Stint and Greater Flamingo.  Fifty-two of the species recorded are recognised as globally threatened, according to BirdLife International (2008a). They include nine Critically Endangered, 16 Endangered and 27 Vulnerable species. In addition, 25 Near Threatened species were recorded. One hundred and seventy-four of the species covered by the census are listed in the Appendices of the Convention on Migratory Species. Of these, 28 are listed in Appendix I while 146 species are listed in Appendix II. Additionally, 66 species are listed by the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES); 15 and 51 species are listed in Appendices I and II respectively.  Fishing, agricultural development, hunting, excessive cattle grazing, pollution of wetlands through domestic sewage, pesticides and fertilisers, and overgrowth of vegetation were reported as the main on-site uses and threats. Wetland reclamation is believed to be the most destructive cumulative threat to the wetlands and their use by waterbirds.   The collection of data was coordinated and carried out by a dedicated volunteer network of National/Sub-national Coordinators and over 1,000 volunteers in 22 countries.   The AWC covers the following four main regions: South Asia, Southeast Asia, East Asia and Australasia.   South Asia (Bangladesh, Bhutan, India, Maldives, Nepal, Pakistan and Sri Lanka)   A total of 4,236 sites in South Asia were counted at least once. Totals of 193 species of  waterbirds and 41 species of wetland-dependent birds were counted, 24 of which are Globally Threatened and 16 of which are Near Threatened.     Southeast Asia (Brunei Darussalam, Cambodia, Indonesia, Lao PDR, Malaysia, Myanmar, the Philippines, Singapore, Thailand, Timor Leste and Vietnam)  A total of 1,248 sites in Southeast Asia were counted at least once. Totals of 211 waterbird and 34 wetland-dependent species were counted, 25 of which are Globally Threatened and 16 of which are Near Threatened.    East Asia (mainland China, Hong Kong, Macau, Taiwan, Japan, Republic of Korea, Democratic People’s Republic of Korea, Mongolia and eastern Russia)  A total of 864 sites in East Asia were counted at least once. Totals of 198 species of waterbirds and 37 species of wetland-dependent birds were counted, 28 of which are Globally Threatened and eight of which are Near Threatened.    Australasia (Australia, New Zealand and Papua New Guinea)   A total of 357 sites were counted at least once. Totals of 160 waterbird and 19 species of wetland-dependent birds were counted, seven of which are Globally Threatened and eight of which are Near Threatened.    Status and distribution of species   Individual status reports are presented for a selection of 339 waterbird species (292 maps), including 44 Globally Threatened and 20 Near Threatened species for which relatively significant data are available. Internationally important sites for each species were identified according to the 1\% criterion provided in Waterbird Population Estimates – Fourth Edition (Wetlands International 2006).    Statistical Analysis  Statistical analysis of population trends using the data in the AWC database was undertaken using TRIM software. The software requires a high proportion of sites to have been counted in a majority of years, and in most countries, site coverage in space and time is only now attaining this level. The data quality is highest in the East Asia and Australasia regions, and trend analyses were successful for a small selection of species in these two regions. Although a very impressive number of sites have been included in the census in the other regions, coverage of the same sites from year to year was often too inconsistent to attempt population trend analyses using TRIM. Example trend graphs for eight duck species in the East Asia region suggests that four of them decreased between 1998 and 2007, while three are stable, and only one, Baikal Teal, increased in  this period.  The species which appears to be in strongest decline in this region is the Mallard, but caution is necessary when interpreting this finding because trends in adjoining regions are not yet sufficiently well known. The trend analyses also confirmed the pattern of increase for the Globally Threatened Black-faced Spoonbill.  ",Population (English Edition),,,,,,,
2176,"Weimerskirch, Henri and Brothers, Nigel and Jouventin, P.",Population dynamics of wandering albatross Diomedea exulans and Amsterdam albatross D. amsterdamensis in the Indian Ocean and their relationships with long-line fisheries: Conservation implications,"Studies carried out over the past three decades at Crozet and Kerguelen Islands in the Indian Ocean indicate that wandering albatross. Diomedea exulans populations declined markedly, but since 1986 have shown slow recovery. The population of the endangered Amsterdam albatross Diomedea amsterdamensis appears to have similarly recovered since 1985, but remains close to extinction. A demographic study of the Crozet population indicates that the earlier decline was mainly the result of increased adult mortality, and secondarily of low recruitment. Satellite tracking studies of breeding birds and band recoveries of non-breeding birds indicate that during and outside the breeding season these population are in contact with long-term fisheries, mainly the pelagic Japanese southern blue-fin tuna Thunnus maccoyii fishery and to a lesser extent the Patagonian tooth-fish Dissostichus eleginoides fishery operating on the Kerguelen shelf. Decreased fishing effort and a concentration outside the central Indian Ocean by the Japanese fishery during recent years has probably resulted in the slow recovery of these albatross populations as a result of improved adult survival and recruitment. Long-line fisheries still represent a major threat to great albatross populations, most of which are still declining in the Southern Ocean. Possible conservation measures to reduce mortality in the fishery and to reduce contacts between units and foraging albatrosses are examined.",Biological Conservation,,,,,,,
2177,"Weir, Caroline R. and Ron, Tamar and Morais, Miguel and Duarte, Agostinho Domingos C.",,"The status of marine turtles in Angola, West Africa, is poorly known, and therefore during 2000-2006 a combination of both dedicated and opportunistic beach and at-sea turtle surveys were carried out, and interviews conducted with fishing communities and at markets. Green Chelonia mydas, olive ridley Lepidochelys olivacea, leatherback Dermochelys coriacea and loggerhead turtles Caretta caretta were recorded, and nesting of the first three species confirmed during September-March (peaking November-December). Green turtles nested mainly in the south, leatherback turtles in north and central Angola, and olive ridley turtle nesting was widespread. Olive ridley turtle nest density at Palmeirinhas averaged 32 nests km(-1). At-sea surveys produced 298 turtle records, with peak occurrence during August. Significant anthropogenic-related mortality (including exploitation of meat and eggs and fishing bycatch) was recorded, in addition to natural predation and other threats. Maintenance of the long-term sustainability of these turtle populations should focus on the involvement of fishing communities and increasing awareness throughout Angola.",Oryx,,,,,,,
2178,,TERM fluctuations OF AN ISOLATED population OF THE PACIFIC CHORUS FROG pseudacris REGILLA,,,,,,,,,
2179,,from 1974,,,,,,,,,
2180,,for 12,,,,,,,,,
2181,,naturalist discussion,,,,,,,,,
2182,,No Title,,,,,,,,,
2183,,Volume 5.3,,Teach Primary,,,,,,,
2184,"Double-crested, The",The rise of the Double-crested Cormorant on the Great Lakes : Devastated by toxic chemicals during the cormorants are now commonly found throughout the Great Lakes .,,,,,,,,,
2185,"West, I F and Goode, R H","Aerial counts of spawning chinook salmon (Oncorhynchus tshawytscha) on the Rakaia River system, Canterbury, New Zealand, 1973-76",,New Zealand Journal of Marine and Freshwater Research,,,,,,,
2186,"Palearctic, Western and Asia, Southwest",www.wetlands.org,,,,,,,,,
2187,"Stelzenm\""{u}ller, Vanessa; Maynou and Mart\`{\i}n, Paloma",Patterns of species and functional diversity around a coastal marine reserve : a fisheries perspective,"1. Marine protected areas (MPAs) are expected to function simultaneously as biological conservation and fisheries management tools, but empirical evidence linking biodiversity conservation with fisheries benefits is scarce. Around the Medes Islands marine reserve (Spain, NW Mediterranean) patterns of fish catch diversity, catch (CPUE) and income (IPUE) were assessed and the economic value of diversity for local fisheries was explored by combining a Geographic Information System (GIS) analysis with geostatistics. 2. Catch data were derived from the trammel net fleet operating around the MPA to gain information on species diversity, functional diversity, functional redundancy, CPUE and IPUE. 3. Results revealed significant impact of both the fishing prohibition in the MPA and the presence of seagrass beds on diversity metrics, catch and income. Clear differences in functional redundancy in fish assemblages were found within the study area, indicating greater resilience of the fish assemblage against fishing pressure or human impact close to the MPA (p2 km). In contrast, fish assemblages beyond 2km of the MPA border are more vulnerable to disturbance. High values of diversity, CPUE and IPUE overlapped close to the MPA border and close to seagrass beds. 4. The spatial approach developed suggests that, in addition to the more commonly studied effect of density- dependent spillover of adult fish, increased levels of ecological diversity and economic diversity can also result in fisheries benefits of an MPA. Hence, the fishing regulations in and around the Medes Islands marine reserve have shown that biological conservation and fisheries benefits can be complementary in the long-term, which should be considered in future policies for MPAs or MPA networks. Copyright",Aquatic Conservation: Marine and Freshwater Ecosystems,,,,,,,
2188,"White, G and Purps, J and Alsbury, S",The bittern in Europe: a guide to species and habitat management,,,,,,,,,
