Abstract,Authors,Date_downloaded,Journal,PMID,Title,Year
"Understanding and mitigating the impact of an ever-increasing population and global economic activity on tropical forests is one of the great challenges currently facing biologists, conservationists and policy makers. Tropical forests currently face obvious regional changes, both negative and positive, and uncertain global changes. Although deforestation rates have increased to unprecedented levels, natural secondary succession has reclaimed approximately 15% of the area deforested during the 1990s. Governments have also protected 18% of the remaining tropical moist forest; however, unsustainable hunting continues to threaten many keystone mammal and bird species. The structure and dynamics of old-growth forests appear to be rapidly changing, suggesting that there is a pantropical response to global anthropogenic forcing, although the evidence comes almost exclusively from censuses of tree plots and is controversial. Here, I address ongoing anthropogenic change in tropical forests and suggest how these forests might respond to increasing anthropogenic pressure.",SJ Wright,2018-09-03,Trends in ecology & evolution,16701434,Tropical forests in a changing environment.,2005
"Urbanization can exert a profound influence on land covers and landscape characteristics. In this study, we characterize the impact of urbanization on land cover and lacustrine landscape and their consequences in a large urban lake watershed, Donghu Lake watershed (the largest urban lake in China), Central China, by using Landsat TM satellite images of three periods of 1987, 1993 and 1999 and ground-based information. We grouped the land covers into six categories: water body, vegetable land, forested land, shrub-grass land, open area and urban land, and calculated patch-related landscape indices to analyze the effects of urbanization on landscape features. We overlaid the land cover maps of the three periods to track the land cover change processes. The results indicated that urban land continuously expanded from 9.1% of the total watershed area in 1987, to 19.4% in 1993, and to 29.6% in 1999. The vegetable land increased from 7.0% in 1987, 11.9% in 1993, to 13.9% in 1999 to sustain the demands of vegetable for increased urban population. Concurrently, continuous reduction of other land cover types occurred between 1987 and 1999: water body decreased from 30.4% to 23.8%, and forested land from 33.6% to 24.3%. We found that the expansion of urban land has at least in part caused a decrease in relatively wild habitats, such as urban forest and lake water area. These alterations had resulted in significant negative environmental consequences, including decline of lakes, deterioration of water and air quality, and loss of biodiversity.","Y Li, S Zhao, K Zhao, P Xie, J Fang",2018-09-03,Environmental monitoring and assessment,16614783,"Land-cover changes in an urban lake watershed in a mega-city, Central China.",2006
"To determine the trap-catch index (an estimate of abundance) of brushtail possum (Trichosurus vulpecula) populations infected with bovine tuberculosis (Tb; Mycobacterium bovis) that must be achieved, and the length of time such an index must be maintained, for Tb to be eliminated from possum populations and adjacent livestock.","JD Coleman, MC Coleman, B Warburton",2018-09-03,New Zealand veterinary journal,16596155,"Trends in the incidence of tuberculosis in possums and livestock, associated with differing control intensities applied to possum populations.",2006
"We used the Normalized Difference Vegetation Index (NDVI) in the rapidly growing Puget Sound region over three 5-year time blocks between 1986-1999 at three spatial scales in 42 Watershed Administrative Units (WAUs) to assess changes in the amounts and patterns of green vegetation. On average, approximately 20% of the area in each WAU experienced significant NDVI change over each 5-year time block. Cumulative NDVI change over 15 years (summing change over each 5-year time block) was an average of approximately 60% of each WAU, but was as high as 100% in some. At the regional scale, seasonal weather patterns and green-up from logging were the primary drivers of observed increases in NDVI values. At the WAU scale, anthropogenic factors were important drivers of both positive and negative NDVI change. For example, population density was highly correlated with negative NDVI change over 15 years (r = 0.66, P < 0.01), as was road density (r = 0.71, P < 0.01). At the smallest scale (within 3 case study WAUs) land use differences such as preserving versus harvesting forest lands drove vegetation change. We conclude that large areas within most watersheds are continually and heavily impacted by the high levels of human use and development over short time periods. Our results indicate that varying patterns and processes can be detected at multiple scales using changes in NDVIa values.","DF Morawitz, TM Blewett, A Cohen, M Alberti",2018-09-03,Environmental monitoring and assessment,16565808,Using NDVI to assess vegetative land cover change in central Puget Sound.,2006
"Unprecedented rates of human-induced changes in land use and land cover (LULC) at local and regional scales lead to alterations of global biogeochemical cycles. Driving forces behind LULC changes mainly include rapid growth rates of population and consumption, lack of valuation of ecological services, poverty, ignorance of biophysical limitations, and use of ecologically incompatible technologies. One of the major ecological tragedies of the commons in a Mediterranean region of Turkey is the loss of Lake Amik at the expense of increasing the area of croplands, which used to provide vital ecosystem goods and services for the region. In this study, we aimed at quantifying the effects of past land-use transitions on soil organic carbon (SOC) pools (0-20 cm) in a Mediterranean region of 3930 km(2), between 1972 and 2000. LULC changes were quantified from a time series of satellite images of Landsat-MSS in 1972, Landsat-5 TM in 1987, and Landsat-7 ETM+ in 2000 using geographic information systems. The study showed that the increase in croplands between 1972 and 1987 took place at the expense of the irreversible losses of Lake Amik and its related wetlands of over 53 km(2). In the period of 1972 to 2000, croplands, settlements, and evergreen forests increased by 174%, 106%, and 14%, respectively. The increase in settlements occurred mostly to the detriment of croplands. Given the average rates of all the land-use transitions, and associated changes in SOC density for the study region of 3930 km(2), total SOC pool was estimated to decrease by 14.1% from 130.1 Mt in 1972 to 111.7 Mt in 2000.","S Kilic, F Evrendilek, S Berberoglu, AC Demirkesen",2018-09-03,Environmental monitoring and assessment,16565806,Environmental monitoring of land-use and land-cover changes in a Mediterranean region of Turkey.,2006
"This paper investigates firearms accidents from the last two decades (1980-2000), with information received from the three North Indian states, Chandigarh, Delhi and Himachal Pradesh and from the military and paramilitary organisations working in the region. In this study 139 cases were analysed for evaluation of various parameters such as type of accident, type of firearm used, age, sex, occupation and caste of victim, day of the week and the season in which the accident occurred, place of incident and location of wound. Information was extracted from the case histories and First Information Reports (FIR), and also from autopsy and injury reports. The accidents were self-inflicted in nine cases while another person fired the weapon in 130 cases. Most accidents occurred during hunting or from mishandling the firearm. Gun cleaning accidents rarely occurred and few cases were due to technical defects of the firearm. Shotguns and rifles caused most of the accidents. Shotgun accidents occurred mostly in rural areas whereas the cases involving rifles and handguns were from urban areas. Victims were predominantly male with a mean age of 26 and 30 years for males and females respectively. Victims' occupations were principally agricultural followed by service class and housewives. The most aggressive community was the Kshatriya caste. Most of the accidents occurred during the winter season and on days between Sunday and Tuesday. Accident locations were most commonly the forest, the fields or the home. The chest and head were the most common anatomical sites of injury. All accidental cases were the result of only one firing. It is important to mention that, based on these findings, firearm accidents could be reduced significantly if firearm holders were better trained regarding the handling and safety aspects of their guns, particularly farmers to whom firearm licences are granted specifically for the protection of crops.",BP Singh,2018-09-03,"Medicine, science, and the law",16454464,Firearms accidents in Northern India (1980-2000).,2006
"Livestock production systems, production objectives, the cultural values of livestock keepers, and the close relationship between keepers and their livestock have evolved over the years and have influenced the quality of animal welfare in Africa. An equivalent level and quality of care is not evident for companion animals, especially dogs and donkeys, who are often mistreated and physically abused. In the densely populated highland and humid coastal belts of Africa, profit-driven commercial large-scale intensive livestock production systems predominate. As the main production objective of these operations is to maximise profit, the operators of these production systems do not exhibit the same kind of attachment to their livestock as traditional farmers. In some large-scale commercial systems animals and birds are kept in sub-standard poorly constructed structures that greatly restrict the animals' movements. In Africa, conservation of wildlife habitats is part of animal welfare, but due to an increasing human population and a greater demand for land for grazing, cultivation, and housing, wildlife reserves are quickly diminishing. This essentially means that the land that was previously set aside for wildlife and forests is being encroached upon and previously unsettled plains and marginal lands are being used for agriculture and mining. In most places there is significant conflict between humans and wildlife, such that wildlife are considered to be pests that need to be destroyed. This is a particular problem in areas where wildlife have destroyed crops, attacked man and/or livestock, or there has been disease transmission between animals and humans. In situations and/or areas that do not have official animal control services, crude weapons, poisons, and traps are used to kill the wildlife. Animal welfare issues, domestic and wildlife related, need to be urgently addressed through policy and legal frameworks and supported by community awareness of, education about, and participation in, animal welfare issues.","WN Masiga, SJ Munyua",2018-09-03,Revue scientifique et technique (International Office of Epizootics),16358509,Global perspectives on animal welfare: Africa.,2005
"Global change will alter the supply of ecosystem services that are vital for human well-being. To investigate ecosystem service supply during the 21st century, we used a range of ecosystem models and scenarios of climate and land-use change to conduct a Europe-wide assessment. Large changes in climate and land use typically resulted in large changes in ecosystem service supply. Some of these trends may be positive (for example, increases in forest area and productivity) or offer opportunities (for example, ""surplus land"" for agricultural extensification and bioenergy production). However, many changes increase vulnerability as a result of a decreasing supply of ecosystem services (for example, declining soil fertility, declining water availability, increasing risk of forest fires), especially in the Mediterranean and mountain regions.","D Schröter, W Cramer, R Leemans, IC Prentice, MB Araújo, NW Arnell, A Bondeau, H Bugmann, TR Carter, CA Gracia, AC de la Vega-Leinert, M Erhard, F Ewert, M Glendining, JI House, S Kankaanpää, RJ Klein, S Lavorel, M Lindner, MJ Metzger, J Meyer, TD Mitchell, I Reginster, M Rounsevell, S Sabaté, S Sitch, B Smith, J Smith, P Smith, MT Sykes, K Thonicke, W Thuiller, G Tuck, S Zaehle, B Zierl",2018-09-03,"Science (New York, N.Y.)",16254151,Ecosystem service supply and vulnerability to global change in Europe.,2005
"Despite the typically low population densities and animal-mediated pollination of tropical forest trees, outcrossing and long-distance pollen dispersal are the norm. We reviewed the genetic literature on mating systems and pollen dispersal for neotropical trees to identify the ecological and phylogenetic correlates. The 36 studies surveyed found >90% outcrossed mating for 45 hermaphroditic or monoecious species. Self-fertilization rates varied inversely with population density and showed phylogenetic and geographic trends. The few direct measures of pollen flow (N=11 studies) suggest that pollen dispersal is widespread among low-density tropical trees, ranging from a mean of 200 m to over 19 km for species pollinated by small insects or bats. Future research needs to examine (1) the effect of inbreeding depression on observed outcrossing rates, (2) pollen dispersal in a wide range of pollination syndromes and ecological classes, (3) and the range of variation of mating system expression at different hierarchical levels, including individual, seasonal, population, ecological, landscape and range wide.","M Ward, CW Dick, R Gribel, AJ Lowe",2018-09-03,Heredity,16094304,"To self, or not to self... a review of outcrossing and pollen-mediated gene flow in neotropical trees.",2005
"Organ damage or loss can occur from congenital disorders, cancer, trauma, infection, inflammation, iatrogenic injuries or other conditions and often necessitates reconstruction or replacement. Replacement may take the form of organ transplant. At present, there is a severe shortage of donor organs that is worsening with the aging of the population. Tissue engineering follows the principles of cell transplantation, materials science and engineering towards the development of biological substitutes that can restore and maintain normal tissue function. Therapeutic cloning involves the introduction of a nucleus from a donor cell into an enucleated oocyte to generate embryonic stem cell lines whose genetic material is identical to that of its source. These autologous stem cells have the potential to become almost any type of cell in the adult body, and thus would be useful in tissue and organ replacement applications. This paper reviews recent advances in stem cell research and regenerative medicine, and describes the clinical applications of these technologies as novel therapies for tissue or organ loss.",A Atala,2018-09-03,Expert opinion on biological therapy,16018735,"Tissue engineering, stem cells and cloning: current concepts and changing trends.",2005
Increasing convergence in the management of acute myocardial infarction (AMI) and unstable angina (UA) has led some to consider whether these 2 diagnoses should be consolidated into acute coronary syndrome (ACS) for the purpose of coronary heart disease surveillance.,"AG Bertoni, DE Bonds, T Thom, GJ Chen, DC Goff",2018-09-03,American heart journal,15976788,Acute coronary syndrome national statistics: challenges in definitions.,2005
"Typically, forests have rotations of 10-200 years. On that time scale, anthropogenic increases in atmospheric carbon dioxide concentration ([CO2]) and the associated changes in climate are expected to be substantial. These changes will, therefore, almost certainly affect the growth of presently established forest stands. Most studies on the effects of increasing [CO2] on tree growth have been made with young plants. However, the growth of trees within a forest stand varies with age. As a consequence, it is difficult to infer from the available experimental data how rising [CO2] will affect forest productivity over a full rotation. In this study, various mechanisms that may account for the slowing of forest growth with age were introduced into the forest growth model CenW, to assess how these processes affect the modeled growth response to increasing [CO2]. Inclusion of allocation shifts with tree height, individual tree mortality, changing respiration load and nutrient dynamics or age-based reductions in photosynthetic capacity had only small effects on the response to increasing [CO2]. However, when photosynthesis of mature trees was decreased as a function of size, then the growth response to increasing [CO2] was reduced because, at the same age, trees were larger in elevated than in ambient [CO2]. No simple and generally valid interactions between increasing [CO2] and forest age were identified because of the large number of interacting processes, all of which are incompletely understood. Important age x climate change interactions on productivity must occur in real forests and need to be considered to understand likely future trends. However, these interactions are complex and difficult to test. It is therefore not yet possible to predict with confidence the modification of the CO2 response by forest age.",MU Kirschbaum,2018-09-03,Tree physiology,15870061,A modeling analysis of the interaction between forest age and forest responsiveness to increasing CO2 concentration.,2005
"Human activities have severely affected the condition of freshwater ecosystems worldwide. Physical alteration, habitat loss, water withdrawal, pollution, overexploitation and the introduction of non-native species all contribute to the decline in freshwater species. Today, freshwater species are, in general, at higher risk of extinction than those in forests, grasslands and coastal ecosystems. For North America alone, the projected extinction rate for freshwater fauna is five times greater than that for terrestrial fauna--a rate comparable to the species loss in tropical rainforest. Because many of these extinctions go unseen, the level of assessment and knowledge of the status and trends of freshwater species are still very poor, with species going extinct before they are even taxonomically classified. Increasing human population growth and achieving the sustainable development targets set forth in 2002 will place even higher demands on the already stressed freshwater ecosystems, unless an integrated approach to managing water for people and ecosystems is implemented by a broad constituency. To inform and implement policies that support an integrated approach to water management, as well as to measure progress in halting the rapid decline in freshwater species, basin-level indicators describing the condition and threats to freshwater ecosystems and species are required. This paper discusses the extent and quality of data available on the number and size of populations of freshwater species, as well as the change in the extent and condition of natural freshwater habitats. The paper presents indicators that can be applied at multiple scales, highlighting the usefulness of using remote sensing and geographical information systems technologies to fill some of the existing information gaps. Finally, the paper includes an analysis of major data gaps and information needs with respect to freshwater species to measure progress towards the 2010 biodiversity targets.","C Revenga, I Campbell, R Abell, P de Villiers, M Bryer",2018-09-03,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",15814353,Prospects for monitoring freshwater ecosystems towards the 2010 targets.,2005
"Despite the importance of the world's humid tropical forests, our knowledge concerning their rates of change remains limited. Two recent programmes (FAO 2000 Forest Resources Assessment and TREES II), exploiting the global imaging capabilities of Earth observing satellites, have recently been completed to provide information on the dynamics of tropical forest cover. The results from these independent studies show a high degree of conformity and provide a good understanding of trends at the pan-tropical level. In 1990 there were some 1150 million ha of tropical rain forest with the area of the humid tropics deforested annually estimated at 5.8 million ha (approximately twice the size of Belgium). A further 2.3 million ha of humid forest is apparently degraded annually through fragmentation, logging and/or fires. In the sub-humid and dry tropics, annual deforestation of tropical moist deciduous and tropical dry forests comes to 2.2 and 0.7 million ha, respectively. Southeast Asia is the region where forests are under the highest pressure with an annual change rate of -0.8 to -0.9%. The annual area deforested in Latin America is large, but the relative rate (-0.4 to -0.5%) is lower, owing to the vast area covered by the remaining Amazonian forests. The humid forests of Africa are being converted at a similar rate to those of Latin America (-0.4 to -0.5% per year). During this period, secondary forests have also been established, through re-growth on abandoned land and forest plantations, but with different ecological, biophysical and economic characteristics compared with primary forests. These trends are significant in all regions, but the extent of new forest cover has proven difficult to establish. These results, as well as the lack of more detailed knowledge, clearly demonstrate the need to improve sound scientific evidence to support policy. The two projects provide useful guidance for future monitoring efforts in the context of multilateral environmental agreements and of international aid, trade and development partnerships. Methodologically, the use of high-resolution remote sensing in representative samples has been shown to be cost-effective. Close collaboration between tropical institutions and inter-governmental organizations proved to be a fruitful arrangement in the different projects. To properly assist decision-making, monitoring and assessments should primarily be addressed at the national level, which also corresponds to the ratification level of the multilateral environmental agreements. The Forest Resources Assessment 2000 deforestation statistics from countries are consistent with the satellite-based estimates in Asia and America, but are significantly different in Africa, highlighting the particular need for long-term capacity-building activities in this continent.","P Mayaux, P Holmgren, F Achard, H Eva, HJ Stibig, A Branthomme",2018-09-03,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",15814351,Tropical forest cover change in the 1990s and options for future monitoring.,2005
"Using electrophoretic analysis of 22 isozyme loci controlling ten enzyme systems, we studied intrapopulation and interpopulation variation of Scots pine Pinus sylvestris L. in the main forest regions of Ukraine. In 15 of the populations examined, 76.5% of genes were polymorphic, and an average plant was shown to be heterozygous at 23.4% of the genes. The lowest and highest values of major polymorphism parameters were characteristic of respectively the relic populations of Ukrainian Carpathians and the populations from the steppe and forest-steppe zones. Nei's genetic distances between the populations varied from 0.006 to 0.031 (on average 0.016). Cluster analysis failed to show clear trends in the population distribution relative to their geographical position.","II Korshikov, LA Kalafat, IaV Pirko, TI Velikorid'ko",2018-09-03,Genetika,15810611,[Population-genetic variation in Scots pine Pinus sylvestris L. from the main forest regions of Ukraine].,2005
"The Canadian Migration Monitoring Network consists of several fixed migration monitoring stations (MMS) that apply constant-effort protocols to track changes in the abundance of migratory birds. Such monitoring will be important for tracking long-term population trends of songbirds, especially for species breeding in remote areas such as the North American boreal forest. The geographical catchment sampled by individual MMS, however, remains largely unknown. Here, we used hydrogen isotope measurements (deltaD) of feathers of white-throated sparrows (Zonotrichia albicollis) moving through Delta Marsh MMS in Manitoba, Canada, to determine both wintering and breeding ground catchment areas monitored by this station. The deltaD of tail feathers, collected from spring and fall migrants delineated previous breeding or natal latitudes, ranging from the northern to the southern extremes of the western boreal forest. The deltaD values of head feathers grown on the wintering grounds and collected during spring migration revealed that individuals wintered in a broad region of the southeastern United States. The isotope data showed no relationship between estimated breeding/natal and wintering latitudes of white-throated sparrow populations. Stable isotope data provided little information on longitude. Band-encounter analyses, however, indicated a clear east-west segregation of these sparrows across Canada, supporting connectivity among breeding/natal and wintering longitudes over the entire scale of this species' range. Isotope analyses of multiple feather types representing different periods and geographic regions of the annual cycle can provide key information on migratory connectivity for species moving through dedicated MMS.","DF Mazerolle, KA Hobson, LI Wassenaar",2018-09-03,Oecologia,15800746,Stable isotope and band-encounter analyses delineate migratory patterns and catchment areas of white-throated sparrows at a migration monitoring station.,2005
"To examine recent trends in racial and ethnic disparities in cardiac catheterization for acute myocardial infarction (AMI) to determine whether disparities documented from the 1980s through mid-1990s persist, and evaluate whether patient and hospital characteristics are associated with any observed disparities","AG Bertoni, KL Goonan, DE Bonds, MC Whitt, DC Goff, FL Brancati",2018-09-03,Journal of the National Medical Association,15779495,"Racial and ethnic disparities in cardiac catheterization for acute myocardial infarction in the United States, 1995--2001.",2005
"Barren-ground caribou (Rangifer tarandus) herds in North America may reach considerable size and undertake large-scale seasonal migrations from the Arctic tundra to the boreal forest. To test the caribou decline hypothesis associated with native harvesting and fire, we have documented the long-term trends of caribou activity based on a novel approach which uses tree-ring dated trampling scars produced by caribou hooves in the extensive trails distributed over the summer and winter ranges of the Rivièreaux-Feuilles herd (RAF herd, east of Hudson Bay in northern Quebec). The age structure data of trampling scars from lichen woodlands distributed over the entire RAF range confirmed the overall trends of caribou activity from the late 1700s to present time. Over the last 200 years, the RAF herd has undergone two highs in the late 1700s and 1900s separated by a moderate activity pattern in the late 1800s. Native harvesting was possibly involved in the early 1900s decline, although at a moderate level. The reduced magnitude of caribou activity during this period has not modified the natural cycle of highs and lows, which suggests that other demographic factors were controlling the changing caribou abundance. Our data also show that only exceptionally large fires may have a minor, short-lived impact on caribou migrations but not on caribou numbers.","S Payette, S Boudreau, C Morneau, N Pitre",2018-09-03,Ambio,15666677,"Long-term interactions between migratory caribou, wildfires and Nunavik hunters inferred from tree rings.",2004
"The changing epidemiology of malaria since 1975 was studied in a tribal forested belt of central India, Chhattisgarh state, which is the second most highly malarious state in India. Chhattisgarh, which accounts for 2% of the total population of the country, contributed >16% of the total malaria cases, 23% of Plasmodium falciparum, and 7% of deaths due to malaria in the country. Retrospective analysis further revealed that, in 1975--76, P. vivax was the predominant species (58%); however, since 1979, P. falciparum showed a steady upward trend (50%), and in 2002. P. vivax reduced to 28%. Between 1986 and 2000, P. falciparum cases reported by the National Anti Malaria Programme have increased 500%, and the number of deaths also showed a similar alarming increase. From 2000 to 2002, though the number of malaria infections and number of deaths declined sharply as a result of intensive intervention measures (30% and 95%, respectively), which included new drugs like Sulfadoxine Pyrimethamine and Arteether under Enhanced Malaria Control Programme, the proportion of P. falciparum has held steady without any decline. Moreover, along with Anopheles fluviatilis, the traditional vector in the forest, An. culicifacies has also established itself in the forest. The comeback of malaria and establishment of new vectors was largely due to the deterioration of health services along with emergence of resistance in P. falciparum to Chloroquine and in An. culicifacies to DDT. Therefore, a more diversified malaria control program might be needed for sustainable malaria control.","N Singh, O Kataria, MP Singh",2018-09-03,"Vector borne and zoonotic diseases (Larchmont, N.Y.)",15631069,The changing dynamics of Plasmodium vivax and P. falciparum in central India: trends over a 27-year period (1975--2002).,2004
"The volcanic island of Tenerife (Canary archipelago) was formerly covered at 600-1200 m above sea level on most of its northern side by a cloud forest holding much of the endemic insect fauna. In the most significant surviving patches of this laurel forest at the eastern and western tips of the island occur two forest-specialist, closely related species of Eutrichopus (Coleoptera, Carabidae); here we present data on mitochondrial DNA variation among populations of these species. In total, 116 individuals from 16 localities were sampled and a 638 bp fragment of the cytochrome oxidase subunit II gene was sequenced, obtaining evidence for two distinct evolutionary lineages, in accordance with morphological and biogeographical data. Volcanic events at approximately 0.7 Ma might be responsible for vicariance and the fragmentation of the geographical range of an ancestral species, causing the establishment of two matrilineal lineages. Using nested clade and historical demography analyses we infer past cycles of demographic bottlenecks followed by population expansion, mostly in agreement with the geological time scale of volcanic events. Recent trends, however, refer to fragmentation of the cloud forest due to human intervention.","O Moya, HG Contreras-Díaz, P Oromí, C Juan",2018-09-03,Molecular ecology,15367128,"Genetic structure, phylogeography and demography of two ground-beetle species endemic to the Tenerife laurel forest (Canary Islands).",2004
"Masting, the intermittent production of large crops of flowers by a plant population, is a common feature among trees in boreal and temperate forests. The pollen of many broadleaved trees causes allergic diseases, which are major causes of increasing health-care costs in industrialised countries. As the prevalence and severity of allergic diseases are connected with the concentrations of airborne pollen, an universal model predicting the intensity of the coming flowering would be a valuable tool for pollen information services, and ultimately for allergic people and allergologists. We investigated whether a resource budget model created in Japan explains the fluctuations in the annual pollen sums of Betula-species in north European data sets (10-12 years at 4 sites, 20 years at 10 sites). Using the shorter data sets, the model explained 76-92% of the annual fluctuations at five study sites. Using the 20-year data set, the percentage for southern Finland was much lower, only 48%, compared with the 85% of the 12-year data set. The annual pollen sums have been higher during the 1990s than in the 1980s, which may explain the ineffectiveness of the model, while applied to the 20-year data set. Our results support the resource budget model: the masting of birch species is regulated by weather factors together with the system of resource allocation among years. The model can serve pollen information service. However, only the 10 most recent years should be used to avoid interference from trends in changing vegetation and/or climate.","H Ranta, A Oksanen, T Hokkanen, K Bondestam, S Heino",2018-09-03,International journal of biometeorology,15340828,Masting by Betula-species; applying the resource budget model to north European data sets.,2005
"An agricultural net primary productivity model considering both climatic and fertilizer factors was presented, with referencing over 40 years (1959-1998) climatic and agricultural data from Yijinhuoluo County. Based on the scenarios of climate, population and human activities (mainly fertilization) in the next 30 years as well as the demand of local people for food, the changes of the crop area were evaluated. As a result, 622-5948 hm2 could be converted into grassland and forest land from now to the year of 2010, amounting to 3%-31% of the average area between 1990 and 1998; from 2010 to 2020, the converted area should be 3263-8164 hm2, amounting to 17%-42%. In the next 10 years, the area of cropland would rise slightly because of the limitation of increasing yield and population.","B Jia, G Zhou",2018-09-03,Ying yong sheng tai xue bao = The journal of applied ecology,15334950,"[Evaluation of agricultural net primary productivity in Yijinhuoluo County, Inner Mongolia].",2004
"A neem-based insecticide, Neemix 4.5, was applied to forest pond enclosures at environmentally realistic concentrations (i.e., below the worst-case expected environmental concentration of 35 microg L(-1)). Crustacean zooplankton communities were examined by multivariate ordination (nonmetric multidimensional scaling) and time-course analyses of population trends among indicator taxa over two field seasons to determine application effects on community structure and recovery patterns. Significant effects on zooplankton community structure were detected at all main test concentrations (n = 5) of 28, 17, and 10 microg L(-1) azadirachtin. There was also evidence of adverse effects on zooplankton communities at an auxiliary test concentration (n = 2) of 5 microg L(-1) azadirachtin. Community-level effects resulted primarily from reductions in adult copepods with short-term, reciprocal increases in cladocerans. Copepod nauplii were not significantly affected. Response patterns suggested that the reductions in adult copepods resulted from growth-regulating effects of the active ingredient azadirachtin, or other neem compounds, and not from formulation ingredients. There was no evidence of recovery among adult copepods within the season of application. At the beginning of the second sampling season, there were apparent carryover effects similar to the community responses in the previous year. By the end of the second season, there was evidence indicating recovery of community structure at the two lower test concentrations of 10 and 17 microg L(-1), but not at 28 microg L(-1). The selective toxicity to adult copepods is problematic in that this group has a relatively long life cycle (1 year), contributes a major component of zooplankton biomass and respiration, and occupies critical functional guilds within zooplankton food web structures. Mitigation measures such as reductions in application rates and efforts to avoid deposition of sprayed materials on water bodies will be required to reduce the risk of harmful effects on zooplankton communities of forest ponds and other shallow, standing-water bodies.","DP Kreutzweiser, RC Back, TM Sutton, KL Pangle, DG Thompson",2018-09-03,Ecotoxicology and environmental safety,15327875,Aquatic mesocosm assessments of a neem (azadirachtin) insecticide at environmentally realistic concentrations--2: zooplankton community responses and recovery.,2004
To determine whether the prevalence of gout and/or clinically significant hyperuricemia increased in a managed care population over 10 years.,"KL Wallace, AA Riedel, N Joseph-Ridge, R Wortmann",2018-09-03,The Journal of rheumatology,15290739,Increasing prevalence of gout and hyperuricemia over 10 years among older adults in a managed care population.,2004
"Western redcedar (Thuja plicata, Cupressaceae) is a self-fertile conifer with a mixed mating system and significant variation for outcrossing among populations. In this paper, we conducted a fine-scale study of mating system variation to identify correlates of outcrossing in natural populations. We examined variation for outcrossing within and among individual trees, and describe a new method to estimate outcrossing using bulked DNA samples. Bulking (assaying DNA tissues from several individuals simultaneously) increases the experimental power without increasing the experimental effort. We sampled 80 trees from four natural populations in southwestern British Columbia. From each tree, we sampled from up to six crown positions (three heights and inner vs outer branches). From each position, two samples of three seedlings each were bulked before DNA extractions. Using four microsatellite loci, we obtained outcrossing rates for each tree and for each of the six crown positions. We found individual tree selfing rates to increase with tree height in all four populations, but selfing rates did not differ among crown positions. The higher selfing rate of larger trees is probably due to their greater proportional contribution to local pollen clouds. Individual tree outcrossing rates ranged from 22 to 100% and the population outcrossing rates from 66 to 78%. Missed alleles due to bulking and the estimation method used both cause a downward bias in outcrossing rates, so that these estimates are probably lower than the actual outcrossing rates. Nevertheless, the trends we observed are not affected by systematic biases of estimation.","LM O'Connell, J Russell, K Ritland",2018-09-03,Heredity,15266296,Fine-scale estimation of outcrossing in western redcedar with microsatellite assay of bulked DNA.,2004
"Patients suffering from diseased and injured organs may be treated with transplanted organs. However, there is a severe shortage of donor organs that is worsening yearly given the aging population. Scientists in the field of regenerative medicine and tissue engineering apply the principles of cell transplantation, material science, and bioengineering to construct biological substitutes that will restore and maintain normal function in diseased and injured tissues. Therapeutic cloning, where the nucleus from a donor cell is transferred into an enucleated oocyte in order to extract pluripotent embryonic stem cells, offers a potentially limitless source of cells for tissue engineering applications. The stem cell field is also advancing rapidly, opening new options for therapy. This paper reviews recent advances that have occurred in regenerative medicine and describes applications of these new technologies that may offer novel therapies for patients with end-stage organ failure.",A Atala,2018-09-03,Rejuvenation research,15256042,Tissue engineering and regenerative medicine: concepts for clinical application.,2004
