,Abstract,Date_downloaded,Journal,PMID,Title
19358,"A new solid-phase extraction mode was developed for separation some flavones from the complex interference system. In the experiment, rhein anchored on magnetic chitosan microparticles, prepared facilely without removal of the template molecule, was used as sorbents for the extraction of target analytes; after completion of the extraction process, Fe3O4 particles acted as carrier to retrieve rhein functionalized magnetic chitosan microparticles (RMCMPs) from the sample solution. RMCMPs showed excellent selective adsorption capacity of isoflavones. The result suggested that the method was useful for fast determination and quantification of isoflavones in soymilk. The RMCMPs were characterized by scanning electron microscope (SEM), X-ray diffraction (XRD) and Fourier transforms infrared spectrometer (FTIR).",2018-07-20,Carbohydrate polymers,28363580.0,Rhein functionalized magnetic chitosan as a selective solid phase extraction for determination isoflavones in soymilk.
46377,"Poplar and willow plantations have become widespread in China, in order to meet national economic and environmental needs. The emergence of several pathogens is enhanced by climatic change and associated human factors. Species of Cytospora are well-known pathogens on poplar and willow, and cause stem cankers and diebacks. In the present study, we conducted a survey of Cytospora species occurring on Populus spp. and Salix spp. in China. We used morphological examination and phylogenetic inferences, based on the DNA sequence data from the internal transcribed spacer regions (ITS1, 5.8S rDNA, and ITS2) and partial β-tubulin gene, to identify six Cytospora species occurring on poplar and willow. Five of these species belonged to known taxa, viz. Cytospora chrysosperma (asexual state of Valsa sordida), Cytospora translucens (asexual state of Leucostoma translucens), Cytospora fugax (asexual state of Valsa salicina), Cytospora atrocirrhata, and Cytospora kantschavelii. Our study yielded a new species, Cytospora davidiana sp. nov., on poplar. The new species is characterized by typical torsellioid conidiomata. An additional Cytospora sp. 1, which formed a distinct clade in the phylogenetic inferences, remains unnamed; the paucity of available materials prevented phenotypical characterization. ",2018-07-20,Fungal biology,25937068.0,Cytospora species from Populus and Salix in China with C. davidiana sp. nov.
103551,"Microarray technology has the unparalleled potential to simultaneously determine the dynamics and/or activities of most, if not all, of the microbial populations in complex environments such as soils and sediments. Researchers have developed several types of arrays that characterize the microbial populations in these samples based on their phylogenetic relatedness or functional genomic content. Several recent studies have used these microarrays to investigate ecological issues; however, most have only analyzed a limited number of samples with relatively few experiments utilizing the full high-throughput potential of microarray analysis. This is due in part to the unique analytical challenges that these samples present with regard to sensitivity, specificity, quantitation, and data analysis. This review discusses specific applications of microarrays to microbial ecology research along with some of the latest studies addressing the difficulties encountered during analysis of complex microbial communities within environmental samples. With continued development, microarray technology may ultimately achieve its potential for comprehensive, high-throughput characterization of microbial populations in near real time.",2018-07-20,Microbial ecology,16897303.0,Microarray applications in microbial ecology research.
23434,"A list of the endemic earthworms of the Balkan Peninsula is presented. Comprehensive information on the ecology, distribution on the Balkan Peninsula and zoogeographical type of all endemics is given. The list comprises 90 species and subspecies, belonging to 11 genera of the family Lumbricidae. The largest number of the Balkan endemic earthworms belongs to a narrow range group (63.3%). Broad range endemic species take part with 36.7%. Our study shows that the degree of endemism on the Balkan Peninsula is extremely high (about 40%) suggesting an important process of autochthonous speciation on the Balkan Peninsula. This appearance is attributable to relative isolation of the mountains compared to the lowlands within the context of paleoenvironmental changes.",2018-07-20,Zootaxa,27988732.0,Endemic earthworms (Oligochaeta: Lumbricidae) of the Balkan Peninsula: a review.
44627,"The field of phylodynamics focuses on the problem of reconstructing population size dynamics over time using current genetic samples taken from the population of interest. This technique has been extensively used in many areas of biology but is particularly useful for studying the spread of quickly evolving infectious diseases agents, e.g. influenza virus. Phylodynamic inference uses a coalescent model that defines a probability density for the genealogy of randomly sampled individuals from the population. When we assume that such a genealogy is known, the coalescent model, equipped with a Gaussian process prior on population size trajectory, allows for nonparametric Bayesian estimation of population size dynamics. Although this approach is quite powerful, large datasets collected during infectious disease surveillance challenge the state-of-the-art of Bayesian phylodynamics and demand inferential methods with relatively low computational cost.",2018-07-20,"Bioinformatics (Oxford, England)",26093147.0,An efficient Bayesian inference framework for coalescent-based nonparametric phylodynamics.
89083,"Although several studies have demonstrated that frequency-dependent effects can promote the maintenance of cooperative behavior in microbes, experimental evidence of frequency-dependent effects in cooperative animal societies is rare. We staged mixed phenotype feeding bouts in the spider Anelosimus studiosus, which shows a within-population social polymorphism, to determine how phenotype frequency affects the foraging success of the social (cooperative) and asocial (cheater) phenotypes. Foraging performance was inferred from average change in percent mass for the respective phenotypes after staged group foraging events. We then performed a field census of multifemale colonies of A. studiosus to determine the phenotypic composition of naturally occurring colonies. Our data indicate that asocial (i.e., cheater) individuals experience negative frequency-dependent foraging success in staged foraging contests. Asocial individuals outperform social individuals when their representation is low, but lose this competitive advantage as their relative numbers increase. Naturally occurring colonies, on average, contained 58.33% social and 41.67% asocial individuals.",2018-07-20,Evolution; international journal of organic evolution,19619222.0,Frequency-dependent success of cheaters during foraging bouts might limit their spread within colonies of a socially polymorphic spider.
68487,"Mating with more than one pollen donor, or polyandry, is common in land plants. In flowering plants, polyandry occurs when the pollen from different potential sires is distributed among the fruits of a single individual, or when pollen from more than one donor is deposited on the same stigma. Because polyandry typically leads to multiple paternity among or within fruits, it can be indirectly inferred on the basis of paternity analysis using molecular markers. A review of the literature indicates that polyandry is probably ubiquitous in plants except those that habitually self-fertilize, or that disperse their pollen in pollen packages, such as polyads or pollinia. Multiple mating may increase plants' female component by alleviating pollen limitation or by promoting competition among pollen grains from different potential sires. Accordingly, a number of traits have evolved that should promote polyandry at the flower level from the female's point of view, e.g. the prolongation of stigma receptivity or increases in stigma size. However, many floral traits, such as attractiveness, the physical manipulation of pollinators and pollen-dispensing mechanisms that lead to polyandrous pollination, have probably evolved in response to selection to promote male siring success in general, so that polyandry might often best be seen as a by-product of selection to enhance outcross siring success. In this sense, polyandry in plants is similar to geitonogamy (selfing caused by pollen transfer among flowers of the same plant), because both polyandry and geitonogamy probably result from selection to promote outcross siring success, although geitonogamy is almost always deleterious while polyandry in plants will seldom be so.",2018-07-20,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",23339242.0,The incidence and selection of multiple mating in plants.
42278,"Why some organisms become invasive when introduced into novel regions while others fail to even establish is a fundamental question in ecology. Barriers to success are expected to filter species at each stage along the invasion pathway. No study to date, however, has investigated how species traits associate with success from introduction to spread at a large spatial scale in any group. Using the largest data set of mammalian introductions at the global scale and recently developed phylogenetic comparative methods, we show that human-mediated introductions considerably bias which species have the opportunity to become invasive, as highly productive mammals with longer reproductive lifespans are far more likely to be introduced. Subsequently, greater reproductive output and higher introduction effort are associated with success at both the establishment and spread stages. High productivity thus supports population growth and invasion success, with barriers at each invasion stage filtering species with progressively greater fecundity. ",2018-07-20,Ecology letters,26293900.0,The role of life history traits in mammalian invasion success.
23353,"Application of compound-specific stable isotope approaches often involves comparisons of isotope enrichment factors (ε). Experimental determination of ε-values is based on the Rayleigh equation, which relates the change in measured isotope ratios to the decreasing substrate fractions and is valid for closed systems. Even in well-controlled batch experiments, however, this requirement is not necessarily fulfilled, since repetitive sampling can remove a significant fraction of the analyte. For volatile compounds the need for appropriate corrections is most evident, and various methods have been proposed to account for mass removal and for volatilization into the headspace. In this study we use both synthetic and experimental data to demonstrate that the determination of ε-values according to current correction methods is prone to considerable systematic errors even in well-designed experimental setups. Application of inappropriate methods may lead to incorrect and inconsistent ε-values entailing misinterpretations regarding the processes underlying isotope fractionation. In fact, our results suggest that artifacts arising from inappropriate data evaluation might contribute to the variability of published ε-values. In response, we present novel, adequate methods to eliminate systematic errors in data evaluation. A model-based sensitivity analysis serves to reveal the most crucial experimental parameters and can be used for future experimental design to obtain correct ε-values allowing mechanistic interpretations.",2018-07-20,Environmental science & technology,27995793.0,Experimental Determination of Isotope Enrichment Factors - Bias from Mass Removal by Repetitive Sampling.
107667,"The World Health Organization's (WHO's) International Program for Chemical Safety has developed a framework for performing risk assessments that integrate the assessment of risks to human health and risks to nonhuman organisms and ecosystems. The WHO's framework recognizes that stakeholders and risk managers have their own processes that are parallel to the scientific process of risk assessment and may interact with the risk assessment at various points, depending on the context. Integration of health and ecology provides consistent expressions of assessment results, incorporates the interdependence of humans and the environment, uses sentinel organisms, and improves the efficiency and quality of assessments relative to independent human health and ecological risk assessments. The advantage of the framework to toxicologists lies in the opportunity to use understanding of toxicokinetics and toxicodynamics to inform the integrated assessment of all exposed species.",2018-07-20,Toxicology and applied pharmacology,15993452.0,An integrated framework for health and ecological risk assessment.
6199,"Muscle work and power are important determinants of movement performance in animals. How these muscle properties scale determines, in part, the scaling of performance during movements, such as jump height or distance. Muscle-mass-specific work is predicted to remain constant across a range of scales, assuming geometric similarity, while muscle-mass-specific power is expected to decrease with increasing scale. We tested these predictions by examining muscle morphology and contractile properties of plantaris muscles from frogs ranging in mass from 1.28 to 20.60 g. Scaling of muscle work and power was examined using both linear regression on log10-transformed data (LR) and non-linear regressions on untransformed data (NLR). Results depended on the method of regression not because of large changes in scaling slopes, but because of changing levels of statistical significance using corrections for multiple tests, demonstrating the importance of careful consideration of statistical methods when analyzing patterns of scaling. In LR, muscle-mass-specific work decreased with increasing scale, but an accompanying positive allometry of muscle mass predicts constant movement performance at all scales. These relationships were non-significant in NLR, though scaling with geometric similarity also predicts constant jump performance across scales, because of proportional increases in available muscle energy and body mass. Both intrinsic shortening velocity and muscle-mass-specific power were positively allometric in both types of analysis. Nonetheless, scale accounts for little variation in contractile properties overall over the range examined, indicating that other sources of intraspecific variation may be more important in determining muscle performance and its effects on movement.",2018-07-20,"Journal of comparative physiology. B, Biochemical, systemic, and environmental physiology",29480359.0,Scaling of work and power in a locomotor muscle of a frog.
37193,"Plants in multiple symbioses are exploited by symbionts that consume their resources without providing services. Discriminating hosts are thought to stabilize mutualism by preferentially allocating resources into anatomical structures (modules) where services are generated, with examples of modules including the entire inflorescences of figs and the root nodules of legumes. Modules are often colonized by multiple symbiotic partners, such that exploiters that co-occur with mutualists within mixed modules can share rewards generated by their mutualist competitors. We developed a meta-population model to answer how the population dynamics of mutualists and exploiters change when they interact with hosts with different module occupancies (number of colonists per module) and functionally different patterns of allocation into mixed modules. We find that as module occupancy increases, hosts must increase the magnitude of preferentially allocated resources in order to sustain comparable populations of mutualists. Further, we find that mixed colonization can result in the coexistence of mutualist and exploiter partners, but only when preferential allocation follows a saturating function of the number of mutualists in a module. Finally, using published data from the fig-wasp mutualism as an illustrative example, we derive model predictions that approximate the proportion of exploiter, non-pollinating wasps observed in the field. ",2018-07-20,Proceedings. Biological sciences,26740613.0,Host discrimination in modular mutualisms: a theoretical framework for meta-populations of mutualists and exploiters.
99405,"The ecological habit of Sergentomyia koloshanensis was investigated in Wenxian of Gansu Province and Nanping of Sichuan Province. This sandfly could be found from the last ten-day period of May to the first ten-day period of October, with a peak in the middle ten-day period of August. Its adult season covered as long as 4 and half months. It was exophilic with a vertical distribution reaching as high as 1640 m. At daytime, it rested in the caves and at the basal parts of boulder along the riverside, and it was difficult to find it in the residential areas; at night it moved about near the resting places, without human blood preference. By analyzing the available data of the description of sandfly species, it was found that Sergentomyia koloshanensis distributed mainly in the subtropical zone in China, with much less distribution in warm-temperate and marginal tropical areas.",2018-07-20,Zhongguo ji sheng chong xue yu ji sheng chong bing za zhi = Chinese journal of parasitology & parasitic diseases,17639709.0,[Description of the ecological habits of Sergentomyia koloshanensis].
89855,"Eukaryotic mitochondria are mostly uniparentally (maternally) inherited, although mtDNA heteroplasmy has been reported in all major lineages. Heteroplasmy, the presence of more than one mitochondrial genome in an individual, can arise from recombination, point mutations, or by occasional transmission of the paternal mtDNA (=paternal leakage). Here, we report the first evidence of mtDNA paternal leakage in brown algae. In Denmark, where Fucus serratus L. and Fucus evanescens C. Agardh have hybridized for years, we found eight introgressed individuals that possessed the very distinct haplotypes of each parental species. The finding of heteroplasmy in individuals resulting from several generations of backcrosses suggests that paternal leakage occurred in earlier generations and has persisted through several meiotic bottlenecks. ",2018-07-20,Journal of phycology,27034038.0,PATERNAL LEAKAGE OF MITOCHONDRIAL DNA IN A FUCUS (PHAEOPHYCEAE) HYBRID ZONE(1).
83449,"Most hamadryas baboons rely on Acacia species for subsistence in their semidesert habitats. Unlike other hamadryas sites, palm forests at Filoha in Awash National Park, Ethiopia, provide the baboons with a preferred food resource close to a commonly used sleeping site. The baboons are expected to feed on doum palm trees when fruit is available, and this resource use should play a role in ranging patterns. This paper describes the feeding ecology, food availability and ranging patterns of a band of wild hamadryas baboons at Filoha from March 2005 to February 2006. Data on feeding and ranging behavior derive from band scans during all-day follows of baboons, and data on food availability derive from monthly phenological monitoring of frequently consumed food species. The baboons fed predominantly on palms when fruit was available, and preferred the flowers of Acacia senegal to its leaves. There was no relationship between daily path length and the proportion of palm fruit in the baboons' diet, but changes in the availability of fruit across the Filoha region appear to mirror the baboons' shifting use of its home range. The large band sizes at Filoha may obscure the effects doum palm fruit might have on ranging patterns.",2018-07-20,Folia primatologica; international journal of primatology,20714160.0,"Feeding ecology, food availability and ranging patterns of wild hamadryas baboons at Filoha."
33726,"Several outbreaks of human West Nile virus (WNV) infections were reported in Tunisia during the last two decades. Serological studies on humans as well as on equine showed intensive circulation of WNV in Tunisia. However, no virus screening of mosquitoes for WNV has been performed in Tunisia. In the present study, we collected mosquito samples from Central Tunisia to be examined for the presence of flaviviruses. A total of 102 Culex pipiens mosquitoes were collected in September 2014 from Central Tunisia. Mosquitoes were pooled according to the collection site, date and sex with a maximum of 5 specimens per pool and tested for the presence of flaviviruses by conventional reverse transcription heminested PCR and by a specific West Nile virus real time reverse transcription PCR. Of a total of 21 pools tested, 7 were positive for WNV and no other flavivirus could be evidenced in mosquito pools. In addition, WNV was isolated on Vero cells. Phylogenetic analysis showed that recent Tunisian WNV strains belong to lineage 1 WNV and are closely related to the Tunisian strain 1997 (PAH 001). This is the first detection and isolation of WNV from mosquitoes in Tunisia. Some areas of Tunisia are at high risk for human WNV infections. WNV is likely to cause future sporadic and foreseeable outbreaks. Therefore, it is of major epidemiological importance to set up an entomological surveillance as an early alert system. Timely detection of WNV should prompt vector control to prevent future outbreaks. In addition, education of people to protect themselves from mosquito bites is of major epidemiological importance as preventive measure against WNV infection. ",2018-07-20,Acta tropica,27038557.0,"West Nile virus in Tunisia, 2014: First isolation from mosquitoes."
26153,"Brassica juncea is mainly cultivated in the arid and semi-arid regions of India where its production is significantly affected by soil salinity. Adequate knowledge of the mechanisms underlying the salt tolerance at sub-cellular levels must aid in developing the salt-tolerant plants. A proper functioning of chloroplasts under salinity conditions is highly desirable to maintain crop productivity. The adaptive molecular mechanisms offered by plants at the chloroplast level to cope with salinity stress must be a prime target in developing the salt-tolerant plants. In the present study, we have analyzed differential expression of chloroplast proteins in two Brassica juncea genotypes, Pusa Agrani (salt-sensitive) and CS-54 (salt-tolerant), under the effect of sodium chloride. The chloroplast proteins were isolated and resolved using 2DE, which facilitated identification and quantification of 12 proteins that differed in expression in the salt-tolerant and salt-sensitive genotypes. The identified proteins were related to a variety of chloroplast-associated molecular processes, including oxygen-evolving process, PS I and PS II functioning, Calvin cycle and redox homeostasis. Expression analysis of genes encoding differentially expressed proteins through real time PCR supported our findings with proteomic analysis. The study indicates that modulating the expression of chloroplast proteins associated with stabilization of photosystems and oxidative defence plays imperative roles in adaptation to salt stress.",2018-07-20,Protoplasma,26638208.0,Salt-stress-responsive chloroplast proteins in Brassica juncea genotypes with contrasting salt tolerance and their quantitative PCR analysis.
71338,"Bacteria display considerable variation in their overall base compositions, which range from 13% to over 75% G+C. This variation in genomic base compositions has long been considered to be a strictly neutral character, due solely to differences in the mutational process; however, recent sequence comparisons indicate that mutational input alone cannot produce the observed base compositions, implying a role for natural selection. Because bacterial genomes have high gene content, forces that operate on the base composition of individual genes could help shape the overall genomic base composition. To explore this possibility, we tested whether genes that encode the same protein but vary only in their base compositions at synonymous sites have effects on bacterial fitness. Escherichia coli strains harboring G+C-rich versions of genes display higher growth rates, indicating that despite a pervasive mutational bias toward A+T, a selective force, independent of adaptive codon use, is driving genes toward higher G+C contents.",2018-07-20,Proceedings of the National Academy of Sciences of the United States of America,22908296.0,A selective force favoring increased G+C content in bacterial genes.
113696,"A long-term free air ozone fumigation experiment was conducted to study changes in physiological ozone responses during tree ontogeny and exposure time in ozone sensitive and tolerant clones of European white birch (Betula pendula Roth), originated from south and central Finland. The trees were grown in soil in natural microclimatic conditions under ambient ozone (control) and 1.4-1.7 x ambient (elevated) ozone from May 1996 to October 2001, and were measured for stem and foliage growth, net photosynthesis, stomatal conductance, stomatal density, visible injuries, foliar starch content and bud formation. After 6 years of exposure, the magnitude of ozone-induced growth reductions in the sensitive clone was 12-48% (significant difference), levels similar or greater than those reported earlier for 2- and 3-year-old saplings undergoing shorter exposures. In the tolerant clone, growth of these larger trees was reduced by 1-38% (significant difference in stem volume), although the saplings had previously been unaffected. In both clones, ozone stress led to significantly reduced leaf-level net photosynthesis but significantly increased stomatal conductance rates during the late summer, resulting in a lower carbon gain for bud formation and the onset of visible foliar injuries. Increasing ozone sensitivity with duration of exposure was explained by a change in growth form (relatively reduced foliage mass), a lower photosynthesis to stomatal conductance ratio during the late summer, and deleterious carry-over effects arising from the reduced number of over-wintering buds.",2018-07-20,"Plant, cell & environment",12803615.0,Responses of selected birch (Betula pendula Roth) clones to ozone change over time.
97562,"A method was developed for the rearing of coconut mite, Aceria guerreronis Keifer (Acari: Eriophyidae), and its predatory mite Neoseiulus baraki (Athias-Henriot) (Acari: Phytoseiidae) on embryo culture seedlings of coconut (Cocos nucifera) in the laboratory. Seedlings in the ages of <2, 2-4 and 4-6 months were infested with 75 field-collected coconut mites and the population growth was determined up to six weeks after introduction. The populations of coconut mites increased exponentially up to five weeks after introduction and declined thereafter on seedlings of all ages with significant differences among the three groups of seedlings occurring over time. At week 5, a significantly higher mean number (+/-SE) of coconut mites (20,098 +/- 3,465) was bred on 4-6-month-old seedlings than on smaller seedlings, and on the largest seedlings the numbers were highest at all time intervals, except at week 2. Neoseiulus baraki was reared on embryo culture seedlings of the three age groups infested with coconut mites, by introduction of five female deutonymphs and one male, three weeks after introducing coconut mites. Predator numbers progressed significantly over time, but the size of seedlings did not significantly influence the numbers. On all groups of seedlings, the mean number of N. baraki increased up to two weeks after introduction on to seedlings and then declined. Many coconut mites were successfully reared in the laboratory for a longer period by this method and it could also be used as an alternative method to rear N. baraki. Development of this method may contribute to the progress of studies on the biology and ecology of coconut mite and its interactions with natural enemies.",2018-07-20,Experimental & applied acarology,18058025.0,Rearing of coconut mite Aceria guerreronis and the predatory mite Neoseiulus baraki in the laboratory.
116473,"To characterize the coding-sequence divergence of closely related genomes, we compared DNA sequence divergence between sequences from a Brassica rapa ssp. pekinensis EST library isolated from flower buds and genomic sequences from Arabidopsis thaliana. The specific objectives were (i) to determine the distribution of and relationship between K(a) and K(s), (ii) to identify genes with the lowest and highest K(a): K(s) values, and (iii) to evaluate how codon usage has diverged between two closely related species. We found that the distribution of K(a): K(s) was unimodal, and that substitution rates were more variable at nonsynonymous than synonymous sites, and detected no evidence that K(a) and K(s) were positively correlated. Several genes had K(a): K(s) values equal to or near zero, as expected for genes that have evolved under strong selective constraint. In contrast, there were no genes with K(a): K(s) >1 and thus we found no strong evidence that any of the 218 sequences we analyzed have evolved in response to positive selection. We detected a stronger codon bias but a lower frequency of GC at synonymous sites in A. thaliana than B. rapa. Moreover, there has been a shift in the profile of most commonly used synonymous codons since these two species diverged from one another. This shift in codon usage may have been caused by stronger selection acting on codon usage or by a shift in the direction of mutational bias in the B. rapa phylogenetic lineage.",2018-07-20,Journal of molecular evolution,12029356.0,Coding sequence divergence between two closely related plant species: Arabidopsis thaliana and Brassica rapa ssp. pekinensis.
116744,"A promising producer of extracellular amylases, Aspergillus flavipes, was selected from 245 strains of marine fungi. Depending on the conditions of growth, this strain produced diverse amylolytic complexes. When grown on medium containing peptone and yeast extract (pH 7.0), A. flavipes synthesized three forms of amylase, differing in pH optimum (5.5, 6.0, and 7.5). A single form of the enzyme was synthesized either in the absence of peptone from the medium or at the initial pH value of the medium, equal to 8.6. The activity of the isolated amylase forms decreased in the presence of proteolytic enzymes. New, highly stable forms of amylase (with pH optima of 5.5 and 7.5 and maximum activity at 60-80 degrees C) were synthesized in the presence of diisopropyl fluorophosphate, an inhibitor of proteases.",2018-07-20,Prikladnaia biokhimiia i mikrobiologiia,11962212.0,[Amylases of the fungus Aspergillus flavipes associated with Fucus evanescens].
81798,"The similarity in the genetic regulation of arthropod and vertebrate appendage formation has been interpreted as the product of a plesiomorphic gene network that was primitively involved in bilaterian appendage development and co-opted to build appendages (in modern phyla) that are not historically related as structures. Data from lophotrochozoans are needed to clarify the pervasiveness of plesiomorphic appendage-forming mechanisms. We assayed the expression of three arthropod and vertebrate limb gene orthologs, Distal-less (Dll), dachshund (dac), and optomotor blind (omb), in direct-developing juveniles of the polychaete Neanthes arenaceodentata. Parapodial Dll expression marks pre-morphogenetic notopodia and neuropodia, becoming restricted to the bases of notopodial cirri and to ventral portions of neuropodia. In outgrowing cephalic appendages, Dll activity is primarily restricted to proximal domains. Dll expression is also prominent in the brain. dac expression occurs in the brain, nerve cord ganglia, a pair of pharyngeal ganglia, presumed interneurons linking a pair of segmental nerves, and in newly differentiating mesoderm. Domains of omb expression include the brain, nerve cord ganglia, one pair of anterior cirri, presumed precursors of dorsal musculature, and the same pharyngeal ganglia and presumed interneurons that express dac. Contrary to their roles in outgrowing arthropod and vertebrate appendages, Dll, dac, and omb lack comparable expression in Neanthes appendages, implying independent evolution of annelid appendage development. We infer that parapodia and arthropodia are not structurally or mechanistically homologous (but their primordia might be), that Dll's ancestral bilaterian function was in sensory and central nervous system differentiation, and that locomotory appendages possibly evolved from sensory outgrowths.",2018-07-20,Development genes and evolution,21116826.0,"Expression of Distal-less, dachshund, and optomotor blind in Neanthes arenaceodentata (Annelida, Nereididae) does not support homology of appendage-forming mechanisms across the Bilateria."
8030,"Innate immunity provides first line of defense against viral infections. The interactions between hosts and influenza A virus and the response of host innate immunity to viral infection are critical determinants for the pathogenicity or virulence of influenza A viruses. This study was designed to investigate global changes of gene expression and detailed responses of innate immune systems in human and avian hosts during the course of infection with various subtypes of influenza A viruses, using collected and self-generated transcriptome sequencing data from human bronchial epithelial (HBE), human tracheobronchial epithelial (HTBE), and A549 cells infected with influenza A virus subtypes, namely H1N1, H3N2, H5N1 HALo mutant, and H7N9, and from ileum and lung of chicken and quail infected with H5N1, or H5N2.",2018-07-20,BMC medical genomics,29322931.0,Differential responses of innate immunity triggered by different subtypes of influenza a viruses in human and avian hosts.
77344,"The aim of this study is to investigate the role of the cell-cycle phase in cells exposed to radiation and chemicals in relation to the cellular response. The analysis was focused on the G2 cell-cycle phase, exploring the impact of p53 inhibition in human lymphocytes irradiated with X-rays in the presence or absence of pifithrin-α (PFT-α), a p53-specific inhibitor. Lymphocytes, 44h after stimulation to proliferate, were X-irradiated with 0.5Gy both in the presence or the absence of PFT-α and post-treated with a pulse of 5-bromodeoxyuridine (BrdUrd) to distinguish cells in the S- or G2-phase at the moment of irradiation. At early sampling times after X-ray exposure the following parameters were analysed: cellular proliferation, apoptosis, chromosomal aberrations and p53 expression. The results show an enhancement of apoptotic cells in G2 at early sampling times after irradiation and no differences in terms of chromosomal aberration induction both in cells treated with X-rays alone and in cells treated with X-rays plus PFT-α. Expression of p53 was not detectable at all recovery times. The results suggest a p53-independent apoptotic pathway acting at early times after X-ray exposure in G2 lymphocytes. Furthermore, the same yield of X-ray-induced chromatid breaks was observed both in the presence or absence of PFT-α implying that in G2 X-irradiated lymphocytes this inhibitor of the p53 protein does not affect DNA repair.",2018-07-20,Mutation research,21889606.0,"Study on X-ray-induced apoptosis and chromosomal damage in G2 human lymphocytes in the presence of pifithrin-α, an inhibitor of p53."
115586,"Tylophora indica (Burm.f) Merr. (ASCLEPIDACEAE) is an important Indian medicinal plant. It is called ""ASTHMA KODI"" OR ""NANJARUPPAN"" IN Tamil in the Siddha system of medicine. Tamil medical literature reveal that it is an ideal plant medicine for respiratory problems and is also a cardiac tonic. For medicinal purposes it is collected only from the wild. It has not yet been brought under cultivation. Its taxonomy, morphology, ecology and medicinal uses were studied. Since, tissue-culture is a costly technology and requiring a high-tech laboratory a low-cost mass- multiplication technique has been invented through water-culture experiments, in order to make its saplings available to the interested herbal farmers in a larger scale. The results are reported in this paper, which will be of immense help and use to the herbal farmers.",2018-07-20,Ancient science of life,22557081.0,MASS MULTIPLICATION OF THE INDIAN MEDICINAL PLANT Tylophora Indica (Burm.f.) Merr.
91274,"Developmental instability (DI), as measured by fluctuating asymmetry (FA), may reflect fitness and facilitate the expression of morphological variation. Insights in the underlying mechanisms and magnitude of DI during early development would increase our understanding of its role in evolutionary biology. We studied associations between FA and congenital abnormalities of different origins and functional systems in deceased human fetuses. Major congenital abnormalities corresponded to severe, often-lethal developmental disorders disrupting normal development from early organogenesis onward, but only moderately increased FA. Lower FA with age also supported the hypothesis that more severe abnormalities, leading to an earlier death, increased DI. Although FA related significantly to measures of fitness or health, we anticipated stronger associations because fetal health problems were detrimental. Furthermore, elevated FA occurred in only 4 of 17 disorders (left-right patterning, limb defects, and problems of bronchopulmonary and urogenital system). Fetuses experiencing major abnormalities other than these four types did not show increased FA. This suggests that the functional importance of symmetry in limbs has resulted in strong selection for symmetry and reduced its sensitivity to stress. Finally, the observed patterns suggest that specific developmental pathways have a stronger effect on DI than others do.",2018-07-20,Evolution; international journal of organic evolution,19245674.0,Fluctuating asymmetry does not consistently reflect severe developmental disorders in human fetuses.
82482,"The severity of human infection with pathogenic Escherichia coli depends on two major virulence determinants (eae and stx) that, respectively, produce intimin and Shiga toxin. In cattle, both may enhance colonization, but whether this increases fitness by enhancing cattle-to-cattle transmission in the field is unknown. In E. coli O157, the almost uniform presence of the virulence determinants in cattle isolates prevents comparative analysis. The availability to this study of extensive non-O157 E. coli data, with much greater diversity in carriage of virulence determinants, provides the opportunity to gain insight into their potential impact on transmission. Dynamic models were used to simulate expected prevalence distributions for serogroups O26 and O103. Transmission parameters were estimated by fitting model outputs to prevalence data from Scottish cattle using a Bayesian Markov chain Monte Carlo (MCMC) approach. Despite similar prevalence distributions for O26 and O103, their transmission dynamics were distinct. Serogroup O26 strains appear well adapted to the cattle host. The dynamics are characterized by a basic reproduction ratio (R(0)) of >1 (allowing sustained cattle-to-cattle transmission), a relatively low transmission rate from environmental reservoirs, and substantial association with eae on transmission. The presence of stx(2) was associated with reduced transmission. In contrast, serogroup O103 appears better adapted to the noncattle environment, characterized by an R(0) value of <1 for plausible test sensitivities, a significantly higher transmission rate from noncattle sources than serogroup O26, and an absence of fitness benefits associated with the carriage of eae. Thus, the association of eae with enhanced transmission depends on the E. coli serogroup. Our results suggest that the capacity of E. coli strains to derive fitness benefits from virulence determinants influences the prevalence in the cattle population and the ecology and epidemiology of the host organism.",2018-07-20,Applied and environmental microbiology,20952647.0,Associations between the presence of virulence determinants and the epidemiology and ecology of zoonotic Escherichia coli.
