"","Search","Title","Abstract","UT","SE_index","p","Relevance"
"714","tropconif","Conifer seedling response to northern temperate forest gaps","Studies of gap dynamics have contributed significantly to our understanding of the role of small-scale disturbance in forest ecosystems, but have been little used by foresters for predicting tree responses to partial cutting. Fifth year growth and survival of five commonly planted tree species were contrasted in canopy gaps (single-tree to 5000 m(2)), in the forest understory and in the open conditions of a clear-cut. There were strong and consistent trends in growth response among the tree species as gap size increased. Growth of all the species increased rapidly from small single-tree gaps to about 1000 m(2) gaps, but thereafter, showed little change up to 5000 m(2). Tree size and current growth rates for all species were highest in full open conditions. Performance of lodgepole pine (Pinus contorta), the most light-demanding species, exceeded that of all other species in large gaps (1001-5000 m(2)) and clearcuts. In large and medium gaps (301-1000 m(2)), the largest trees of all species were found in the middle gap position and there was little difference between the sunny north and shady south positions, except for lodgepole pine which clearly grew poorly in the south position. Total size and growth rates of all species were nearly identical in small gaps (20-300 m(2)) and again in the forest understory. The light advantage expected off the north end of high latitude gaps was not a benefit for tree growth, suggesting that below-ground effects of canopy edge trees have an important influence on seedling growth in these forests. Differences in mortality among the tree species were evident, with the most light demanding species having the greatest early mortality in shaded areas of medium gaps, in small gaps and in the forest understory. Careful matching of tree species to gap size and gap position can minimize early mortality and maximize growth rates. Opening sizes need not be very large (0.1-0.2 ha or larger) in order for most tree species to achieve growth rates similar to those found in the open conditions of clearcuts. (C) 2000 Elsevier Science B.V. All rights reserved.","WOS:000085205000021",7,0.665517752,0
"812","tropconif","Site and neighborhood effects on growth of tree saplings in subtropical plantations (China)","Reforestation and afforestation often takes place in the form of monocultures. These have increasingly come under criticism due to their greater susceptibility to adverse environmental conditions and pathogens and because of the negative long-term impacts they have on soil fertility. Moreover, reservations have frequently been expressed as to whether monoculture is the only way to maximize biomass productivity. Subtropical forests in China are not only rich in tree species but are also diverse in terms of topography. However, historical clear-cutting and the high demand for wood have meant that considerable areas of these forests have been degraded or lost entirely. In recent years, great efforts have been made in subtropical China to restore and afforest vast areas. Nonetheless, conifer monoculture plantations are still prevalent owing to the lack of data on the relationship between diversity and ecosystem functioning and the limited knowledge of the growth performance of native broad-leaved tree species in plantations in this region. In this study, we investigated the growth response of individual tree saplings in a large-scale forest biodiversity and ecosystem functioning (BEF) experiment established in a highly heterogeneous environment in subtropical China (BEF-China). The experiment was established during the period November 2008 to April 2009 and incorporates a species pool of 24 tree species across 261 plots (0.067 ha each) and a broad richness gradient with 1-24 species per plot. Annual growth rates of tree height, stem diameter and crown width for 6723 saplings of 24 species in the third year after establishment were used as response variables. We analyzed the effects of initial size, local abiotic site conditions and local neighborhood on growth performance using mixed effects models. Initial size, local topographic (aspect, slope, curvature, elevation) and edaphic variables (total nitrogen, C/N ratio) as well as local neighborhood variables (competition index, Shannon index) were included as fixed effects. Random effects were plot and species identity. The results showed that growth performance of tree saplings was markedly species-specific and strongly affected by initial size and local site conditions. In this early stage of the experiment, local Shannon diversity did not yet explain a significant amount of variation in sapling growth. However, the significant effect of the increasing size of neighboring trees indicated that tree-tree interactions had already occurred. A greater investment in height growth at the expense of diameter growth suggested that light intercept is the priority for tree sapling growth. This study stresses the importance of better understanding the effects of local site conditions on initial growth in mixed-species plantations. (C) 2014 Elsevier B.V. All rights reserved.","WOS:000340852800013",8,0.653830305,0
"910","tropconif","Butterfly Community Composition Across a Successional Gradient in a Human-disturbed Afro-tropical Rain Forest","Knowledge of the recovery of insect communities after forest disturbance in tropical Africa is very limited. Here, fruit-feeding butterflies in a tropical rain forest at Kibale National Park, Uganda, were used as a model system to uncover how, and how fast, insect communities recover after forest disturbance. We trapped butterflies monthly along a successional gradient for one year. Traps were placed in intact primary forest compartments, heavily logged forest compartments with and without arboricide treatment approximately 43years ago, and in conifer-clearcut compartments, ranging from 9 to 19years of age. The species richness, total abundance, diversity, dominance, and similarity of the community composition of butterflies in the eight compartments were compared with uni- and multivariate statistics. A total of 16,728 individuals representing 88 species were trapped during the study. Butterfly species richness, abundance, and diversity did not show an increasing trend along the successional gradient but species richness and abundance peaked at intermediate stages. There was monthly variation in species richness, abundance, diversity and composition. Butterfly community structure differed significantly among the eight successional stages and only a marginal directional change along the successional gradient emerged. The greatest number of indicator species and intact forest interior specialists were found in one of the primary forests. Our results show that forest disturbance has a long-term impact on the recovery of butterfly species composition, emphasizing the value of intact primary forests for butterfly conservation.","WOS:000332089400011",9,0.936484408,1
"1010","tropconif","Native forest management in subtropical South America: long-term effects of logging and multiple-use on forest structure and diversity","If logging and forest multiple-use are to be compatible with biodiversity conservation, then forest structure, composition and diversity must be expected to recover from the disturbance and eventually return to their former levels. Here we evaluate the long-term effects of selective logging and forest multiple-use on Southern Brazilian subtropical Araucaria mixed conifer-hardwood forest resilience at the landscape-scale. Long-term effects of different management regimes were compared between control undisturbed forests and forest stands subjected to early (55 years before this study) and recent (13 years) selective logging followed by undisturbed postharvest periods, and forest fragments subjected to selective logging followed by unregulated multiple-use by private landowners. Forest structure (tree density, basal area and height, and regeneration density) in early-logged areas was indistinguishable from control areas. Fragmentation and chronic disturbance, however, degraded forest fragments and kept them at early successional stages, with higher tree density, reduced basal area and scarce or absent regeneration. Mixed forests showed compositional resilience in the angiosperm component but not in the conifer component. Chronic disturbance kept forest fragments floristically away from mature and undisturbed secondary forests. Species richness in control and recently-logged plots did not differ significantly and was higher than richness in early-logged plots. Species richness was much reduced in degraded forest fragments. Density of the conifer Araucaria angustifolia, characteristic of the mature forest, was reduced in the fragments and in logged stands. We discuss how native forest management practices can be implemented to contribute positively to the conservation of the Araucaria mixed forest biodiversity.","WOS:000305228400004",10,0.932809366,1
"1116","tropconif","Effects of forestry practices on vegetation structure and bird community of Kibale National Park, Uganda","I examined the lingering effects of past timber management practices on the vegetation structure and bird community of Kibale National Park, Uganda. I compared four forest treatments: unlogged native forest (UL), two that were selectively logged Lit low (LL) and high (HL) intensities in the 1960s, and a conifer plantation (PL). Forest-dependent birds were best represented at UL. LL was similar to UL in both vegetation structure and bird community cornposition, although some forest-dependent bird species were missing from the former. HL had significantly less canopy closure and lower tree density than other plots as a result of the combination of extensive secondary damage and natural disturbance patterns that prevented the reclosure of the forest canopy. Thirty-one percent of the forest-dependent bird species observed during the study were not detected Lit HL. At PL, bird species richness and bird abundance were about a third of those observed in other plots. There were significant correlations between heterogeneity of tree distribution (horizontal heterogeneity) and abundance and species richness of birds across plots. Abundance and species richness of all, forest-dependent, and forest generalist birds were highest in plots with intermediate measures of horizontal heterogeneity, which were mostly unlogged or lightly logged. If reduced-impact logging practices are not implemented during selective logging operations in tropical forests, consequent long-term changes in vegetation structure may result ill significant declines in the populations of some forest-dependent species, as was observed in Kibale National Park. (C) 2002 Fisevier Science Ltd. All rights reserved.","WOS:000176854200010",11,0.93619981,1
"1211","tropconif","Changes in spider diversity through the growth cycle of pine plantations in the semi-deciduous Atlantic forest: The role of prey availability and abiotic conditions","The replacement of native forests by tree plantations affects the diversity of biological communities, particularly in highly diverse tropical and subtropical ecosystems such as the semi-deciduous Atlantic forest. Previous studies in this ecosystem have focused on vertebrates, while only a few studies have been performed on the relationship between spiders and pine plantations. We aimed to estimate changes in spider richness and species composition over the course of a pine plantation forestry cycle of 15 years. We expected that the increase in environmental similarity (vegetation, prey availability) between native forest and tree plantations through the plantation growth cycle would promote its use by native spider species. We used six collection methods to characterize the spider assemblages and their potential prey in five replicates of native forest and pine plantations of three different ages representing the forest cycle (1-2, 5-6, 10-11 years old). Additionally, we described vegetation structure and recorded ground temperature and humidity during the sampling period. Analyses were carried out combining spiders from all sampling methods and independently on each vertical stratum. As expected, spider richness increased and the dissimilarity in relation to the native forest spider community decreased through the growth cycle of the pine plantation, associated with an increase in potential prey abundance and richness (but not vegetation structure). The response of spiders on each stratum showed interesting trends; opposite to the general pattern, in young plantations the ground strata exhibited a rich and distinctive spider assemblage while herbaceous strata showed similar diversity (richness and species composition) in all three plantation ages. Our results showed a rapid increase in spider richness in the first 6-7 years after plantation and a subsequent stabilization. Also, the proportion of native species in plantations increased from 6% in the first years to 34% and then remained constant until cutting age (11-12 years). Differences in species composition were mainly due to both differences in richness and species composition in young plantations, while in middle-aged and mature plantations it was mainly due to species replacement. The increase in prey abundance (and probably the increase in vegetation complexity and the decrease of extreme microclimatic conditions) through the plantation cycle increase the suitability for native forest species. However, a deeper understanding of the ecological and physiological requirements of spiders is necessary to improve the ability of tree plantations for native diversity.","WOS:000437967900050",12,0.825134896,1
"1311","tropconif","Changes of dominant ground beetles in black pine forests with fire severity and successional age","This study analyzes the effect of fire on the composition and abundance of ground beetles in Pinus nigra forests. We used pitfall traps to sample beetles in burned P.nigra forests in Catalonia (Spain). Since fire dramatically alters forest structure and composition and beetles follow vegetation changes, we expected drastic changes in beetle composition and abundance immediately after fire. Because P.nigra forests do not recover after fire, we also expected beetles in burned and unburned areas to differ along a chronosequence. Beetle abundance per plot increased in canopy-fire-burned areas, but per plot species richness, diversity, and dominance were not affected by fire. Species composition varied depending on fire intensity. Some species were associated with canopy fire and low vegetation cover. Other species were associated with shrub cover and time since fire. Finally, some species were not dependent on fire or vegetation cover. Beetle abundance in burned areas was independent of time since fire. This lack of medium-term convergence between burned and unburned P.nigra forest agrees with our second hypothesis. Given the increase in fire frequency and size in submediterranean areas and the observed slow recovery of beetle species, a decline ill beetle diversity at a regional scale is expected.","WOS:000261940600004",13,0.839891097,0
"1410","tropconif","Effect of forest management on temperate ant communities","Human management of ecosystems can have direct or indirect effects on species communities. How species communities are affected by management is a key question in ecology and nature conservation. As keystone taxon, changes in ant communities can have sustained consequences for entire ecosystems. In forests, management has been shown to have an overall negative effect on ant communities in tropical and a positive effect in boreal forests. However, in temperate forests, it is unclear what components of forest management affect ant communities and how. This study explores the direct and indirect effects of forest management on the taxonomic and functional diversity of ant communities in 150 temperate forest stands in three regions in Germany. Using a multi-model inference approach and structural equation models, we analyzed the effects of 18 variables, including variables of forest management, forest structure, arthropod diversity, and biomass, as well as abiotic factors, on ant species richness, abundance, and functional trait diversity (Rao's Q) based on morphological (FDM) and life-history traits (FDLH). In total, we found 28 ant species occurring on 120 plots. Main direct effects of forest management on ant abundance and species richness were caused by tree species selection, measured as dominant tree species. The main positive indirect effect was mediated by a reduced canopy cover with an increasing proportion of oak and pine, resulting in a higher temperature amplitude. Due to the low number of species in two regions, we analyzed functional diversity for the most ant species diverse region only. FDLH was affected positively by tree harvesting and negatively by structural complexity. FDM showed no response to forest management, potentially due to the low morphological diversity of temperate forest ants. Our results show that forest management practices in temperate forests strongly impact ant community structure. This can be beneficial for ants if management reduces the canopy cover, either by tree harvesting or by changing the tree species composition toward shade-intolerant tree species. To promote ant diversity as key taxon for maintaining ecosystem processes in forest ecosystems, we suggest to integrate forest stands with more open and warmer conditions in future management strategics.","WOS:000439997600019",14,0.902671294,1
"158","tropconif","Characterization of Unexplored Deadwood Mycobiome in Highly Diverse Subtropical Forests Using Culture-independent Molecular Technique","The deadwood mycobiome, also known as wood-inhabiting fungi (WIF), are among the key players in wood decomposition, having a large impact on nutrient cycling in forest soils. However, our knowledge of WIF richness and distribution patterns in different forest biomes is limited. Here, we used pyrotag sequencing of the fungal internal transcribed spacer (ITS2) region to characterize the deadwood mycobiome of two tree species with greatly different wood characteristics (Schima superba and Pinus massoniana) in a Chinese subtropical forest ecosystem. Specifically, we tested (i) the effects of tree species and wood quality properties on WIF OTU richness and community composition; (ii) the role of biotic and abiotic factors in shaping the WIF communities; and (iii) the relationship between WIF OTU richness, community composition and decomposition rates. Due to different wood chemical properties, we hypothesized that the WIF communities derived from the two tree species would be correlated differently with biotic and abiotic factors. Our results show that deadwood in subtropical forests harbors diverse fungal communities comprising six ecological functional groups. We found interesting colonization patterns for this subtropical biome, where Resinicium spp. were highly detected in both broadleaved and coniferous deadwood. In addition, the members of Xylariales were frequently found in Schima. The two deadwood species differed significantly in WIF OTU richness (Pinus > Schima) and community composition (P < 0.001). Variations in WIF community composition of both tree species were significantly explained by wood pH and ecological factors (biotic: deadwood species, basal area and abiotic: soil pH), but the WIF communities derived from each tree species correlated differently with abiotic factors. Interestingly, we found that deadwood decomposition rate significantly correlated with WIF communities and negatively correlated with WIF OTU richness. We conclude that the pattern of WIF OTU richness and community composition are controlled by multiple interacting biotic and abiotic factors. Overall, our study provides an in-depth picture of the deadwood mycobiome in this subtropical forest. Furthermore, by comparing our results to results from temperate and boreal forests we contribute to a better understanding of patterns of WIF communities across different biomes and geographic locations.","WOS:000399525200001",15,0.629455618,0
"1612","tropconif","Geographic locality and host identity shape fungal endophyte communities in cupressaceous trees","Understanding how fungal endophyte communities differ in abundance, diversity, taxonomic composition, and host affinity over the geographic ranges of their hosts is key to understanding the ecology and evolutionary context of endophyte-plant associations. We examined endophytes associated with healthy photosynthetic tissues of three closely related tree species in the Cupressaceae (Coniferales): two native species within their natural ranges [Juniperus virginiana in a mesic semideciduous forest, North Carolina (NC); Cupressus arizonica, under xeric conditions, Arizona (AZ)], and a non-native species planted in each site (Platycladus orientalis). Endophytes were recovered from 229 of 960 tissue segments and represented at least 35 species of Ascomycota. Isolation frequency was more than threefold greater for plants in NC than in AZ, and was 2.5 (AZ) to four (NC) times greater for non-native Platycladus than for Cupressus or Juniperus. Analyses of ITS rDNA for 109 representative isolates showed that endophyte diversity was more than twofold greater in NC than in AZ, and that endophytes recovered in AZ were more likely to be host-generalists relative to those in NC. Different endophyte genera dominated the assemblages of each host species/locality combination, but in both localities, Platycladus harboured less diverse and more cosmopolitan endophytes than did either native host. Parsimony and Bayesian analyses for four classes of Ascomycota (Dothideomycetes, Sordariomycetes, Pezizomycetes, Eurotiomycetes) based on LSU rDNA data (ca 1.2 kb) showed that well-supported clades of endophytes frequently contained representatives of a single locality or host species, underscoring the importance of both geography and host identity in shaping a given plant's endophyte community. Together, our data show that not only do the abundance, diversity, and taxonomic composition of endophyte communities differ as a function of host identity and locality, but that host affinities of those communities are variable as well. (C) 2007 The British Mycological Society. Published by Elsevier Ltd. All rights reserved.","WOS:000254963200003",16,0.44274806,0
"1710","tropconif","The saproxylic beetle assemblage-associated with different host trees in Southwest China","Dead wood is a habitat for many insects and other small animals, some of which may be rare or endangered and in need of effective protection. In this paper, saproxylic beetle assemblages associated with different host trees in the subtropical forests in southwestern China were investigated. A total of 277 species (1439 specimens) in 36 beetle families were collected from 117 dead wood samples, of which 101 samples were identified and respectively belonged to 12 tree genera. The number of saproxylic beetle species varied greatly among logs of different tree genera, with the highest diversity on logs of Juglans. Generally, broad-leaved trees had a higher richness and abundance of saproxylic species than coniferous trees. Cluster analysis revealed that assemblages from broad-leaved tree genera were generally similar (except for Betula) and assemblages from coniferous trees formed another distinct cluster. The subsequent indicator analysis proposed that there are different characteristic species for different cluster groups of host tree genera. In our study, log diameter has no positive influence on beetle species density. Conversely, comparisons of individual-based rarefaction curves suggested that beetle species richness was highest in the small diameter class both in coniferous and broad-leaved tree genera. With increased wood decay, proportion of habitat specialists (saproxylic beetles living on one tree genus) decreased, whereas proportion of habitat generalists (living on more than three tree genera) increased. The beetle species density was found to be higher in early stages, and decreased in later stages as well. A negative influence of altitude on saproxylic beetle species richness and abundance was detected. It was indicated that different tree genera and altitudes possibly display cross effects in modulating the altitudinal distribution and host preference of the beetles.","WOS:000256312700008",17,0.740605054,0
"1810","tropconif","Pervasive, long-lasting impact of historical logging on composition, diversity and above ground carbon stocks in Afrotemperate forest","Understanding the rate and extent of forest recovery from major disturbance events enable forest managers to establish conservation priorities and allocate limited resources for their management. We examined the extent to which Afrotemperate forest has recovered from widespread, stand-levelling logging that followed the European settlement of south eastern South Africa approximately 150 years ago. We used plot-based tree census data to compare ecological characteristics (diversity, composition, structure) of primary, secondary and degraded Afrotemperate forests. Forests impacted by colonial logging events show no evidence of converging on the composition and above ground standing stock of old-growth forests. Primary forest canopies were dominated by two conifer species (Podocarpaceae) and a suite of long-lived pioneer angiosperms dominated the canopies of secondary forests. Old-growth canopy trees (>= 20 cm dbh) were taller (similar to 26 m vs similar to 16 m) and had broader girths (similar to 94 cm vs similar to 54 cm) compared with those in secondary forest. Canopy tree size differences translated to considerable (2 to 3-fold) differences in above ground carbon: we estimated that primary forest stores >240 Mg C ha(-1) compared with the range of 80.7-114.3 Mg C ha(-1) estimated for the two secondary forests and 84.3 Mg C ha(-1) for the degraded forest. Measures of rarefied species richness and diversity (Shannon exponential) were markedly lower for primary forest canopy trees, consistent with the proposition that the composition of Afrotemperate forests converges on podocarp dominance at the old-growth stage. In contrast, diversity measures for small (2.5-10.0 cm dbh) and medium (10.1-19.9 cm dbh) trees were noticeably higher in secondary and degraded forests indicating the considerable conservation value of these formerly disturbed forests. (C) 2013 Elsevier B.V. All rights reserved.","WOS:000330601000092",18,0.886823851,1
"1911","tropconif","The community structures of the coniferous and deciduous dead wood-dwelling arthropods in Korea","We examined the structure of the arthropod community among deciduous and coniferous dead woods along the process of wood decay. We collected dead wood-dwelling arthropods from April 2010 to October 2011 by using a vacuum aspirator and an electric chain saw in three areas (Mt. Woonak, Mt. Wolchul, Mt. Jingang) in Korea. We identified them to species levels and classified them into functional groups. We collected 8792 arthropods (5 classes, 20 orders, 58 families, and 93 species). The species richness and abundance of arthropods increased with the progress of decay in dead woods. The evenness index seemed to be shown at a lower value at late decay stage than at early- and mid-decay stages. The diversity index (H) in conifers was lower than that in deciduous dead woods at the early decay stage but this situation was reversed at the late decay stage. Arthropod communities of functional groups, except the xylophagous insects, did not differ in the variables, but the proportion of xylophagous insects increased as the decay stages progressed. The abundance of arthropods and xylophagous was statistically significantly different. The patterns generated by non-metric multidimensional scaling in the overall arthropod community composition revealed that the species composition between study areas were significantly different. We confirmed that dead woods play very important roles as arthropods' habitats. Thus, we suggest that the role of dead woods should be emphasized in the management of forest ecosystems.","WOS:000325094900005",19,0.642772947,0
"2110","tropconif","Effects of management on understory diversity in the forest ecosystems of Northern Spain","Pine plantations are an alternative to marginal agriculture in many countries, and are often presented as an option that improves biodiversity. However, these plantations can have adverse environmental effects if improperly managed. To evaluate the effect of forest management practices on biodiversity, the diversity, species richness, dominance and frequency of understory woody plant species in different forests of the Basque Country (northern Spain) were compared. Plantations of exotic conifers (Pinus radiata [D.] Don) of different ages were compared with deciduous forests of Quercus robur L. and Fagus sylvatica L. The effects of different types and intensities of management were taken into account. The differences observed were mainly conditioned by the intensity of forestry management, although the response varied according to forest type and age. In unmanaged pine plantations, the diversity and species richness of the understory increased rapidly after planting (while dominance decreased), remained stable in the intermediate age range, and reached a maximum in plantations more than 25 years of age. Management practices resulted in decreased understory diversity and species richness, as well as greater dominance. This was more pronounced in younger than in older stands. Moderate management, however, favored a greater diversity of the understory in deciduous forests. The species composition of the plantations and deciduous forests were different, the latter having a wider range of characteristic species. Knowledge of how forestry practices influence biodiversity (in terms of diversity, richness, dominance, and species composition) may allow predictions to be made about the diversity achievable with different management systems.","WOS:000227236800005",21,0.882087892,1
"30","tropconif","Diversity of the Bialowieza Forest avifauna in space and time","The Bialowieza Forest (BF) is an extensive and relatively little changed forest complex on the Polish-Belarussian border. Data on the structure and diversity of its breeding avifauna have mostly been collected in primeval old-growth stands, preserved within the Bialowieza National Park (BNP). Mapping censuses repeated in space (plots, replicated in riverine, oak-lime-hornbeam and coniferous stands) and time (permanent plots, 28 years) reveal that the breeding bird assemblages are rich in species (29-52/season in a 25 to 33-ha plot), but of moderate overall density (40-120 pairs/10 ha). The latter is due to low, lower than in man-transformed areas, densities of the majority of particular species. Despite marked changes in vegetation structure, the composition of the breeding bird assemblage does not vary much across different primeval forest types, with a single breeding bird community inhabiting all of them, including treefall gaps. High richness of the BF avifauna stems from the Forest's geographical locality, as well as from a high level of the primeval avifauna retention. Over 95% of the 135-140 pristine species still breed there. Especially species-rich groups are birds of prey, owls, woodpeckers and Sylvinae warblers. Bird communities in the BNP and primeval tropical rain forests share many features, suggesting that natural differences between temperate and tropical forests were less pronounced in the past. The combination of high species richness with low densities of individual species is probably a feature of all pristine forests, independent of climatic zone. The BF avifauna must once have been typical of the ancient European forests and it has become so exceptional chiefly because it has preserved most of its pristine features. The BF thus constitutes an indispensable reference site for future studies of woodland bird biology. To ensure its survival should become a priority. Commercial logging, taking place over 80% of the Polish BF part, severely changes the Forest's structure and strongly affects the birds, especially species which depend on dead wood (Dendrocopos leucotos, Picoides tridactylus) and on old-growth stands. The small area protected as the BNP becomes an increasingly isolated ""island"", in which preservation of the primeval forest features seems to be impossible. In order to retain them, it is necessary to protect the whole BF area.","WOS:000221124000001",30,0.857116692,0
"541","tropconif","Forest vegetation responses to climate and environmental change: A case study from Changbai Mountain, NE China","The distribution of plant species has always been altered by changing climatic conditions. Nonetheless, the potential for species' range shift responses has recently become severely limited, as exceptionally fast temperature changes coincide with a high degree of anthropogenic habitat fragmentation. This study provides rare insights into the effects current temperature increases have on pristine temperate forest ecosystems, using the forests of Changbai Mountain, NE China, as a case study. On the northern slopes of the mountain at elevations between 750 and 2100 m, the composition of trees, shrubs and herbaceous species was recorded on 60 plots in 1963 and 2006/07. Multiple linear regression (MLR) and canonical correspondence analysis (CCA) were used to establish the response of plant diversity and plant distribution patterns to environmental conditions. Climatic factors proved important in explaining the spatio-temporal trends within the vegetation. The composition of dominant trees remained mostly unchanged over the last 43 years, reflecting a very slow response of the forest canopy to environmental change. The composition of young trees, shrubs and herb species showed varied changes in the different forest types. A homogeneous species composition in the cohort of regenerating trees indicates an increased future uniformity in the mixed broadleaved and coniferous forest. The understory vegetation of high elevation birch forests was invaded by floristic elements of the lower-elevation coniferous forests. Both these trends pose potential threats to forests plant diversity. Future research investigating climate change responses in forest canopy composition needs to be based on even longer timescales, while investigations in the near future need to pay particular attention to the changes in the distribution of rare and threatened herbaceous species. (C) 2011 Elsevier B.V. All rights reserved.","WOS:000297602200011",54,0.809579569,0
"60","tropconif","Vascular diversity patterns of forest ecosystem before and after a 43-year interval under changing climate conditions in the Changbaishan Nature Reserve, northeastern China","The Changbaishan Nature Reserve (CNR) is the largest protected temperate forest in the world. It was established in 1960 to protect the virgin Korean pine (Pinus koraiensis) mixed hardwood forest, a typical temperate forest of northeast China. Studies of vascular diversity patterns on the north slope of the CNR mountainside forest (800-1700 m a.s.l.) were conducted in 1963 and in 2006. The aim of this comparison was to assess the long-term effects of the protected status on plant biodiversity during the intervening 43 years. The research was carried out in three forest types: mixed coniferous and broad-leaved forest (MCBF), mixed coniferous forest (MCF), and sub-alpine coniferous forest (SCF), characterized by different dominant species. The alpha diversity indicted by species richness and the Shannon-Wiener index were found to differ for the same elevations and forest types after the 43-year interval, while the beta diversity indicated by the Cody index depicted the altitudinal patterns of plant species gain and loss. The floral compositional pattern and the diversity of vascular species were generally similar along altitudinal gradients before and after the 43-year interval, but some substantial changes were evident with the altitude gradient. In the tree layer, the dominant species in 2006 were similar to those of 1963, though diversity declined with altitude. The indices in the three forest types did not differ significantly between 1963 and 2006, and these values even increased in the MCBF and MCF. However, originally dominant species, such as Pinus koraiensis, tended to decline, the proportion of broad-leaved trees increased, and the species turnover in the succession layers showed a trend to shift to higher altitudes. The diversity pattern of the understory fluctuated along the altitudinal gradient due to micro-environmental variations. A comparison of the alpha diversity indices among the three forest types reveals that the diversity of the shrub and herb layer decreased, and some rare and medicinal species disappeared. Meteorological records show that climate has changed significantly in this 43-year intervening period, and information collected from another field survey found that the most severe human disturbances to the CNR forests stemmed from the exploitation of Ginseng roots and Korean pine nuts.","WOS:000263175800010",60,0.887638879,0
"701","tropconif","Plantation forests and biodiversity: oxymoron or opportunity?","Losses of natural and semi-natural forests, mostly to agriculture, are a significant concern for biodiversity. Against this trend, the area of intensively managed plantation forests increases, and there is much debate about the implications for biodiversity. We provide a comprehensive review of the function of plantation forests as habitat compared with other land cover, examine the effects on biodiversity at the landscape scale, and synthesise context-specific effects of plantation forestry on biodiversity. Natural forests are usually more suitable as habitat for a wider range of native forest species than plantation forests but there is abundant evidence that plantation forests can provide valuable habitat, even for some threatened and endangered species, and may contribute to the conservation of biodiversity by various mechanisms. In landscapes where forest is the natural land cover, plantation forests may represent a low-contrast matrix, and afforestation of agricultural land can assist conservation by providing complementary forest habitat, buffering edge effects, and increasing connectivity. In contrast, conversion of natural forests and afforestation of natural non-forest land is detrimental. However, regional deforestation pressure for agricultural development may render plantation forestry a 'lesser evil' if forest managers protect indigenous vegetation remnants. We provide numerous context-specific examples and case studies to assist impact assessments of plantation forestry, and we offer a range of management recommendations. This paper also serves as an introduction and background paper to this special issue on the effects of plantation forests on biodiversity.","WOS:000255998100001",70,0.910494773,0
"872","tropconif","Edge influence on vegetation at natural and anthropogenic edges of boreal forests in Canada and Fennoscandia","Although anthropogenic edges are an important consequence of timber harvesting, edges due to natural disturbances or landscape heterogeneity are also common. Forest edges have been well studied in temperate and tropical forests, but less so in less productive, disturbance-adapted boreal forests. We synthesized data on forest vegetation at edges of boreal forests and compared edge influence among edge types (fire, cut, lake/wetland; old vs. young), forest types (broadleaf vs. coniferous) and geographic regions. Our objectives were to quantify vegetation responses at edges of all types and to compare the strength and extent of edge influence among different types of edges and forests. Research was conducted using the same general sampling design in Alberta, Ontario and Quebec in Canada, and in Sweden and Finland. We conducted a meta-analysis for a variety of response variables including forest structure, deadwood abundance, regeneration, understorey abundance and diversity, and non-vascular plant cover. We also determined the magnitude and distance of edge influence (DEI) using randomization tests. Some edge responses (lower tree basal area, tree canopy and bryophyte cover; more logs; higher regeneration) were significant overall across studies. Edge influence on ground vegetation in boreal forests was generally weak, not very extensive (DEI usually <20m) and decreased with time. We found more extensive edge influence at natural edges, at younger edges and in broadleaf forests. The comparison among regions revealed weaker edge influence in Fennoscandian forests.Synthesis. Edges created by forest harvesting do not appear to have as strong, extensive or persistent influence on vegetation in boreal as in tropical or temperate forested ecosystems. We attribute this apparent resistance to shorter canopy heights, inherent heterogeneity in boreal forests and their adaptation to frequent natural disturbance. Nevertheless, notable differences between forest structure responses to natural (fire) and anthropogenic (cut) edges raise concerns about biodiversity implications of extensive creation of anthropogenic edges. By highlighting universal responses to edge influence in boreal forests that are significant irrespective of edge or forest type, and those which vary by edge type, we provide a context for the conservation of boreal forests.","WOS:000353640500003",87,0.822623503,1
"1551","tropconif","Forest landscape pattern in the KwaZulu-Natal midlands, South Africa: 50 years of change or stasis?","Understanding patterns and processes of habitat change is essential for managing and conserving forest fragments in anthropogenically altered landscapes. Digitized aerial photographs from 1944 and 1996 were examined for changes to the indigenous forest landscape in the Karkloof-Balgowan archipelago in KwaZulu-Natal, South Africa. Attributes relating to proximate land-use, patch shape, isolation and position in the landscape were used to determine putative causes of forest change. The total change in forest area was -5.7% (forest covered 6739 ha in 1996). This is contrasted with previous reports for the period 1880-1940 that estimated change in total forest area of up to -80%. Attrition was the predominant process of forest transformation between 1944 and 1996. Despite little overall change in forest area, 786 mostly small (<0.5 ha) forest patches were lost from the landscape, leaving 1277 forest patches in 1996. An increase in patch isolation, but no change in patch cohesion accompanied the changes in forest area. Ignoring patches that were eliminated, 514 patches decreased in area. This was partly a function of patch size, but the conversion of natural grassland to commercial plantation forestry in the matrix also influenced forest decline. Their small size and irregular shape caused forest patches in the region to be vulnerable to edge effects. Core area declined in a negative exponential way with increasing edge width and the total area of edge habitat exceeded that of core habitat at an edge width of only 50 m. Nevertheless, total core area decreased by only 2%, (65 ha) between 1944 and 1996 because most of the eliminated patches were small and contained no core area. The large Karkloof forest (1649 ha) is a conservation priority for forest interior species, but the ecological role and biodiversity value of small forest patches should not be overlooked.","WOS:000226516800002",155,0.898351059,0
