"","EID","X__1","Unnamed: 0","Authors","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Document Type","Source","p","Relevance_std","Relevance_ranked","X__2","Timespan_std","Timespan_ranked","Scopus_index","Present_in_training_docs"
"11","2-s2.0-0025685707",326,326,"Soewito, Schalk P.H.","16217166500;55980684000;","Spatial and seasonal patterns in fish larvae distribution in the Banda Sea (Indonesia)",1990,"Netherlands Journal of Sea Research","10.1016/0077-7579(90)90081-Q","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025685707&doi=10.1016%2f0077-7579%2890%2990081-Q&partnerID=40&md5=d403f8a1912cfbb059cd449f34536a2a","A study of horizontal and vertical distribution, abundance, biomass, and taxonomic composition (down to family level) of the fish larvae in the eastern Banda Sea was based on samples obtained with a Rectangular Midwater Trawl 1+8 in the upper 300 to 500 m during August 1984 (southeast monsoon) and February/March 1985 (northwest monsoon). No significant seasonal differences in abundance and average weight of the total population were found. At night on average two-thirds of the fish larvae occurred in the upper 100 m of the water column. During the day the larvae exhibited diel vertical migration, down to depths of 400 to 500 m, and there was evidence of net avoidance. In total 78 families were identified. Among the 61 families found in the southeast-monsoon samples, the Myctophidae and Gonostomatidae were the most abundant. In the northwest-monsoon samples larvae of 66 families were found of which Acanthuridae, Myctophidae and Gonostomatidae were the most abundant. In the southeast monsoon about 60% of the larvae were from oceanic taxa, against only 30% in the northwest monsoon. Classificatory analysis based on presence or absence and abundance of the families demonstrated major discontinuities in faunal composition for both seasons, possibly related to intrusion of water and fauna from outside the area studied. © 1990.","Article","Scopus",0.638519106356976,NA,NA,NA,NA,NA,327,NA
"12","2-s2.0-0026340446",380,380,"Passarella K.C., Hopkins T.L.","6504709148;7102149198;","Species composition and food habits of the micronektonic cephalopod assemblage in the eastern Gulf of Mexico",1991,"Bulletin of Marine Science",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026340446&partnerID=40&md5=afa07322a0e25fda68bbf4c7df90366c","Cephalopods are a common but not abundant element of the micronekton of the eastern Gulf of Mexico, an area hydrographically and biologically similar to low latitude oligotrophic oceans throughout the world. Forty seven species were identified from Tucker trawl collections in the vicinity of 27°N, 86°W, with seven new records for the Gulf. All species have been recorded from the Atlantic and 69% are pan-oceanic at low latitudes. The Teuthoidea were the largest fraction of the catch, particularly species of the families Enoploteuthidae and Cranchiidae. All but three species occurred in the epipelagic zone at night and diel vertical migration is suggested for many of the population. Closing trawl data indicate that most of the cephalopod population occurs shallower than 200 m at night and centers at 100 to 400 m during the day. Populations of several of the abundant, smaller species were greatest in July but this could not be linked, on the basis of size measurements, to recruitment of juveniles to the population. Diet analysis indicates that micronektonic cephalopods are crustacean feeders as juveniles, but rely more on fish as they mature (&gt;4 cm mantle length). Some cannibalism is apparent. Cranchiids contained relatively little food which might result from a relatively inactive life strategy. The latter is suggested by rather flaccid musculature in comparison to other teuthoids. The copepod genus Pleuromamma is highly selected for by a number of species, perhaps a function of the strong bioluminescent signal produced by members of this genus. Cluster analysis revealed several feeding guilds among the abundant species, though intracluster diets usually exhibited strong overlap. Given the relatively low abundance levels of cephalopods (50-70·103km-2; 0-1,000 m), trophic competition may stem primarily from more abundant (&gt;10×) micronektonic groups such as midwater fishes and shrimps than from other cephalopods.","Article","Scopus",0.714708055879029,NA,NA,NA,NA,NA,381,NA
"13","2-s2.0-0026498563",210,210,"Boehlert G.W., Watson W., Sun L.C.","6603863834;35794769100;7403958164;","Horizontal and vertical distributions of larval fishes around an isolated oceanic island in the tropical Pacific",1992,"Deep Sea Research Part A, Oceanographic Research Papers","10.1016/0198-0149(92)90082-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026498563&doi=10.1016%2f0198-0149%2892%2990082-5&partnerID=40&md5=74bff7dd21f027ec2c0a5647f2a365e5","Ichthyoplankton and oceanographic sampling was conducted in November 1984 in waters surrounding Johnston Atoll (16°44′N, 169°32′W), a small, isolated atoll in the central Pacific Ocean. The typical flow pattern in this region is westward; the nearest island is in the Hawaiian Archipelago, 760 km away. Most collections were dominated by oceanic taxa. In the 0-50 m stratum, larval densities were relatively uniform horizontally, but densities down-current of the island tended to be higher, and fish eggs were concentrated there. In the 50-100 m stratum, larval abundance on the down-current side of the island was markedly higher than either up-current or farther down-current. Oceanic taxa did not display this pattern, while marked areas of very high abundance characterized the island-related taxa, the most abundant including the gobiid Eviota epiphanes and the apogonid Pseudamiops sp. Estimates of geostrophic flow indicate that the region down-current of the atoll was one of return flow associated with apparent mesoscale eddies or meanders north and west of the island. This region may serve as a down-current retention area for the pelagic larvae of island-related taxa and may facilitate recruitment back to the source populations. © 1992.","Article","Scopus",0.702250134460107,NA,NA,NA,NA,NA,211,NA
"14","2-s2.0-0027047605",373,373,"Walsh S.J.","55574204204;","Factors influencing distribution of juvenile yellowtail flounder (Limanda ferruginea) on the grand bank of Newfoundland",1992,"Netherlands Journal of Sea Research","10.1016/0077-7579(92)90019-B","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027047605&doi=10.1016%2f0077-7579%2892%2990019-B&partnerID=40&md5=827360d4f709618fe8a67b1751c517a5","On the Grand Bank, off the coast of Newfoundland, yellowtail flounder is at its northern limit in abundance. The population is relatively sedentary and has formed the basis of a traditional trawler fishery since the middle 1960s. However, very little is known about this species' early life history stages and ecology. Beginning in 1985, bottom trawl surveys have been conducted annually to determine distribution and abundance of juvenile yellowtail flounder on the Grand Bank. It was found that both juveniles and adults maintained their shallow water depth distribution despite wide fluctuations in temperature. Based on the analyses of the distribution of age-1 group and older juveniles (up to 4 years) and incorporating historical information on egg and larval surveys, physical oceanography and substrate type in the region it was found that all early life history stages were retained in the same geographic area, on and adjacent to the Southeast Shoal on the southern Grand Bank. It is suggested that passive retention of eggs and larvae is related to a weak current regime on the southern Grand Bank. Age-1 group and older juveniles were consistently found on a sandy substrate in the same area, indicating that sediment size is an important factor influencing distribution. These observed patterns of distribution of eggs, larvae, and juveniles points to the Southeast Shoal area as being an oceanic nursery site for Grand Bank yellowtail flounder. But unlike the well-published North Sea coastal nurseries, this oceanic nursery also contains newly settled juveniles, older juveniles, and adults. © 1992.","Article","Scopus",0.650713671582459,NA,NA,NA,NA,NA,374,NA
"15","2-s2.0-0028042891",386,386,"Huntsman G.","6603320379;","Endangered marine finfish: Neglected resources or beasts of fiction?",1994,"Fisheries","10.1577/1548-8446(1994)019<0008:EMFNRO>2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028042891&doi=10.1577%2f1548-8446%281994%29019%3c0008%3aEMFNRO%3e2.0.CO%3b2&partnerID=40&md5=4819b38be64abc7987ae73bcc4e0f7e0","As of this writing, of 1,321 taxa listed on the U.S. federal listing of threatened or endangered organisms, only six have marine or estuarine phases in their life history. None of the six are wholly oceanic. Indecision as to the applicability of the Endangered Species Act (ESA) to wholly oceanic species stems from at least two sources: (1) lack of consensus on population criteria designating special status, and (2) societal and scientific doubt as to whether wholly oceanic species can become endangered. A cursory examination of marine fishes of U.S. territorial waters by regional specialists suggests that at least 39 species are severely depleted and deserve closer examination of their population status to determine eligibility for protection under the ESA. Several regional groupings of the candidate species suggest ecosystem-wide impacts. Where fishing is suspected to be causing large-scale disruptions of fish abundance and fish community relationships, establishment of marine reserves might be a prudent management policy. © Taylor & Francis Group, LLC.","Article","Scopus",0.604602624846957,NA,NA,NA,NA,NA,387,NA
"16","2-s2.0-0028160380",305,305,"CASTONGUAY M., HODSON P.V., MORIARTY C., DRINKWATER K.F., JESSOP B.M.","7003615244;24428871500;7003505143;7004512185;7004230901;","Is there a role of ocean environment in American and European eel decline?",1994,"Fisheries Oceanography","10.1111/j.1365-2419.1994.tb00097.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028160380&doi=10.1111%2fj.1365-2419.1994.tb00097.x&partnerID=40&md5=a78b5b2da93f78a1c8b2cd61491c6394","American eel Anguilla rostrata recruitment has declined dramatically, in parallel with that of European eel (Anguilla anguilla). Since both species spawn in the Sargasso Sea and migrate as larvae to continental waters, the coincidence in recruitment failure implies an Atlantic‐wide cause, due perhaps to ocean climate. There is indirect evidence that the Gulf Stream has weakened in the 1980s. A slower Gulf Stream could interfere with larval transport and generate observed patterns of declining abundance of American eel only in northern North America and relatively uniform declines of European eel throughout Europe. While specific causes are still unclear, these data indicate a threat to both species and to their commercial fisheries. Copyright © 1994, Wiley Blackwell. All rights reserved","Article","Scopus",0.615421880047427,NA,NA,NA,NA,NA,306,NA
"17","2-s2.0-0028554928",347,347,"Leis J.M.","7102286072;","Coral Sea atoll lagoons: closed nurseries for the larvae of a few coral reef fishes",1994,"Bulletin of Marine Science",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028554928&partnerID=40&md5=ed3d773efaea635014101940fe328456","Lagoons of two W Coral Sea atolls (Osprey and Holmes Reefs) were sampled. Concentrations of oceanic larvae in the lagoons were 13-14% of concentrations in the ocean, but oceanic taxa constituted <1% of the larvae captured in the lagoons. Concentrations and abundances of shorefish larvae were 4-10 times higher in the lagoon than in the ocean, but larvae of more shorefish taxa were found in the ocean. In the lagoons catches were heavily dominated by larvae of apogonids, clupeids, gobiids, pomacentrids and schindleriids. Taxonomic composition in the lagoons varied little. Only 33 taxa (of 15 families) complete or probably complete their pelagic larval period within these atoll lagoons. Many reef fishes (from 31 families) were found not to complete their pelagic phase in the lagoons. Thus, only a few fish taxa are capable of completing their life cycles in atoll lagoons, but larvae of most of those that do are abundant. Although these taxa have closed lagoonal populations over ecological time scales, the wide distribution of the taxa and the ephemeral nature of atoll lagoons make it unlikely they have closed populations over evolutionary time scales. -from Author","Article","Scopus",0.518298433359368,NA,NA,NA,NA,NA,348,NA
"18","2-s2.0-0029669625",234,234,"Ainley D.G., Spear L.B., Allen S.G.","7003309400;7005414880;7403050232;","Variation in the diet of Cassin's auklet reveals spatial, seasonal, and decadal occurrence patterns of euphausiids off California, USA",1996,"Marine Ecology Progress Series","10.3354/meps137001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029669625&doi=10.3354%2fmeps137001&partnerID=40&md5=f66035c8d9e8ff5ab02242daf5bc9f95","We investigated spatial and temporal variation in the diet of a planktivore, the Cassin's auklet Ptychoramphus aleuticus, in the Gulf of the Farallones, California, USA, where its population has decreased ca 50% in size coincident with the general decline of zooplankton in the California Current. Stomach samples were collected and compared among birds foraging at sea during the nonupwelling, post-spring transition (to upwelling), and upwelling periods each year from 1985 to 1988. Upwelling-period samples also were compared with samples regurgitated to chicks on the Farallon Islands during that period; such samples had been collected during 1971 and 1977- 1991. During the non-upwelling period, auklets fed on the small, energetically interior, oceanic euphausiid Euphausia pacifica, but following the spring transition, the auklets switched to small, juvenile fish (mostly Sebastes spp.) until these had grown too large for capture. Thereafter, the auklets switched to the larger and energetically more valuable euphausiid Thysanoessa spinifera, which had become available upon the onset of upwelling. This general pattern was repeated each year, although some between-year variability among ancillary prey was evident. Auklet foraging locality, however, varied only slightly throughout the year; auklets were most dispersed during El Nino. It was apparent that the availability of T. spinifera was linked to upwelling, the decrease in the prevalence of T. spinifera in the diet fed to chicks from 1971 to 1991 is consisted with decreased intensity of upwelling in the region, as is the reduction in numbers of auklets in the region over the same period. Our results indicate the value of studies of easily accessible marine predators, which can temporally and spatially integrate patterns in the prevalence of prey species, thereby increasing our understanding of the important processes that structure food webs.","Article","Scopus",0.640478351822908,NA,NA,NA,NA,NA,235,NA
"19","2-s2.0-0030160839",377,377,"Dower J.F., Mackas D.L.","7003503502;7003558347;","'Seamount effects' in the zooplankton community near Cobb Seamount",1996,"Deep-Sea Research Part I: Oceanographic Research Papers","10.1016/0967-0637(96)00040-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030160839&doi=10.1016%2f0967-0637%2896%2900040-4&partnerID=40&md5=75c7482eaf44c58b39d45d66d4619122","Oceanic seamounts often support large nektonic stocks. Since the mid-1950s it has been believed that this high productivity results, in part, from biological response to the physical interaction between oceanic currents and the abrupt topographic profiles represented by most seamounts. The 'classic theory' for the production/maintenance of seamount nektonic stocks suggests that (i) the combination of localized upwelling and the trapping/concentrating action of closed anticyclonic vortices (i.e. Taylor cones) enhance local primary production, (ii) thereby promoting local secondary productivity that, (iii) supports local nektonic populations. Here we test one element of this theory: whether proximity to a shallow seamount is associated with changes in zooplankton abundance and species composition. Zooplankton samples were collected near Cobb Seamount, a shallow (< 100 m) northeast Pacific seamount 50-km west of Vancouver Island. Both upwelling and closed recirculations occur at Cobb Seamount, but the latter is confined to depths > 100 m and is not an effective retention mechanism. Total zooplankton abundance did not vary significantly on- versus off-seamount. However, using a variety of nonparametric multivariate techniques we demonstrate that a 'seamount effect' on zooplankton-community composition is detectable up to 30 km from the seamount summit. This effect is superimposed on (and locally much stronger than) the expected slow decline in resemblance as between-sample geographic distance increases. Possible mechanisms by which this effect operates include: differential growth or reproduction, differential mortality and behavioral or migratory effects. The on off seamount differences are accounted for largely by the increased relative abundances of two fast-growing opportunists, doliolids (Dolioletta sp.) and larvaceans (Oikopleura sp.), near Cobb Seamount. Predation pressure from seamount fish and active avoidance of the seamount by zooplankton may also play a role in generating the seamount effect. The absence of an effective trapping mechanism and the fact that total zooplankton abundance does not increase near the seamount lead us to conclude that the bottom-up model of localized energy transfer proposed under the 'classic hypothesis' is incorrect for Cobb Seamount: nektonic stocks at Cobb Seamount (and, possibly, other shallow seamounts) are more likely supported by flow-through (i.e. advected) rather than local production.","Article","Scopus",0.434204174094761,NA,NA,NA,NA,NA,378,NA
"20","2-s2.0-0030302469",38,38,"Sutton T.T., Hopkins T.L.","7102027540;7102149198;","Species composition, abundance, and vertical distribution of the stomiid (Pisces: Stomiiformes) fish assemblage of the Gulf of Mexico",1996,"Bulletin of Marine Science",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030302469&partnerID=40&md5=a466b6140c5afd44c93f9bf76f459a83","Species composition, abundance, and vertical distribution of the stomiid fish assemblage were investigated in the eastern Gulf of Mexico, a low- latitude, oligotrophic oceanic ecosystem. Seventy-two described species, representing 18 genera, and one undescribed species were identified from 1155 trawl samples. With an additional 10 species reported elsewhere, the stomiid species number now known equals 83, making the Stomiidae the most diverse fish family in the Gulf of Mexico. The assemblage was dominated by three species, Photostomias guernei, Chauliodus sloani and Stomias affinis. These species, as well as four other common species, exhibited an asynchronous diel vertical migration pattern (450-900 m during day; 20-300, 550-900 m at night). The percentage of the populations of the three dominant species migrating daily ranged from 50-70%. Two other patterns occurred in less abundant species: synchronous migration (400-700 m during the day, 0-200 m at night); and, possible migration from the bathypelagial (&gt;1000 m during day; 50-300 m at night). Minimum abundance and biomass estimates for the entire assemblage were 1.86 x 105 individuals and 35.3 kg DW·km-2 in the upper 1000 m. Stomiids comprised approximately 10% of the micronekton standing stock in the eastern Gulf. Extrapolating eastern Gulf data to the world warm- water mesopelagial, abundance results suggest that stomiids are the dominant mesopelagic upper-trophic level predatory fishes, and as such may serve as key trophic mediators in the transfer of energy in these ecosystems.","Article","Scopus",0.699541133060636,NA,NA,NA,NA,NA,39,NA
"21","2-s2.0-0030303360",418,418,"Walsh S.J.","55574205136;","Life history and ecology of long rough dab Hippoglossoides platessoides (F) in the Barents Sea",1996,"Journal of Sea Research",NA,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030303360&partnerID=40&md5=4146fa9442ca1874af30e5979d37c31b","Long rough dab in the Barents Sea are numerically fifth in abundance to the most common groundfish species, polar cod. Because it is not a commercial species detailed information on the life history and ecology is lacking, and physical processes that influence the dynamics of this species are not well understood. Analyses of ichthyoplankton and bottom trawl surveys in the Barents Sea together with hydrographic information on water mass circulation and historical observations of spawning, bottom sediment classification and distribution of prey items provide the first comprehensive look at the life history and ecology of this species. Long rough dab are distributed from the coastal waters off western and northern Svalbard, south along the continental shelf edge to the northwest coast of Norway and eastward into the Barants Sea to Goose Bank. The greatest concentrations are located within the Barants See. Both juvenile and adult long rough dab overlap considerably in their distribution and are most abundant along the shelves and slopes of various banks close to the Polar Front, in particular the slopes of Spitsbergen Bank. Analyses of icthyoplankton and demersal survey data together with historical data and hydrography of water masses in the area suggest that spawning of long rough dab takes place mainly in the western and central Barents Sea and along the northwest coast of Norway, corroborating Milinsky's hypothesis of an east to west spawning migration. A spawning migration in the direction opposite to larval drift would permit long rough dab to maintain its position within the region, a strategy common to many other demersal and pelagic fish in the Barents Sea. The distributional pattern of newly-settled and age-1 juvenile long rough dab is closely linked to the physical oceanographic processes of water masses, in particular the North Atlantic water mass, and the drift of early life-history stages in the system of currents along coastal areas and the Polar Front. The association of large aggregations of juveniles with sediments of a particular structure and a high biomass of benthos may be more than coincidental and would indicate that other physical factors may influence both settlement in the oceanic nursery areas and the overall pattern of distribution of the population.","Article","Scopus",0.636148301608982,NA,NA,NA,NA,NA,419,NA
