,EID,X__1,Unnamed: 0,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Relevance_std_mod,Timespan_std_mod,Relevance_ranked_mod,Timespan_ranked_mod,Scopus_index,Present_in_training_docs
25,2-s2.0-21044447960,7,7,"Žydelis R., Ruškyte D.",8883127500;8521318400;,Winter foraging of long-tailed ducks (Clangula hyemalis) exploiting different benthic communities in the Baltic Sea,2005,Wilson Bulletin,10.1676/04-045,https://www.scopus.com/inward/record.uri?eid=2-s2.0-21044447960&doi=10.1676%2f04-045&partnerID=40&md5=df838d846ef52fd5446fef3c64dee57f,"We studied the feeding ecology of Long-tailed Ducks (Clangula hyemalis) in two different marine benthic habitats in the Baltic Sea to determine whether there were differences in diet choice, foraging selectivity, body condition, and bird abundance. Our results corroborate earlier suggestions that Long-tailed Ducks exhibit ecological plasticity in selecting winter habitat and food. The majority of Long-tailed Ducks occurred in hard-bottom habitats where they relied on the bivalve Mytilus edulis; however, some of the population wintered in less productive, soft-bottom habitats where they employed a prey-selective foraging strategy, in which they fed on less abundant, but energy rich, crustaceans. Both strategies were apparently viable, as dissected birds in both habitats were in good body condition and had substantial fat reserves.",Article,Scopus,0.545829496,0,NA,NA,5,NA,0,5,,,8,NA
6,2-s2.0-0031433327,72,72,Towns D.R.,6603727004;,Restoration of New Zealand islands: Redressing the effects of introduced species,1997,Pacific Conservation Biology,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031433327&partnerID=40&md5=9ae3a29216683f0f23e392ee6df5232c,"Introduced species of mammals have now been removed from many islands around New Zealand, thus providing singular opportunities for ecological restoration. If island restoration is to be attempted, the way island biota originate and the precise effects of introduced organisms must be identified. Plants introduced to the New Zealand archipelago may have transitory effects, but others may modify forest structure and disrupt succession. Goats have been the most destructive introduced herbivore on islands. Among introduced predators, cats have extirpated colonies of seabirds, and rats (depending on species) affect invertebrates, lizards, and birds. Ecological theories and concepts that may help with island restoration projects include: the keystone species concept, in which the effects of one species on others is disproportionate relative to its abundance; the ""intermediate predator"" hypothesis, where removal of the top introduced predator may lead to rebound effects of intermediate predators; and ecological chain reactions, where local extinction of some species can cause complicated multiple effects. Problems with restoration of islands may be encountered because of meagre data on the previous effects of pests (such as predators), use of non-seral species in revegetation projects, proliferations of indigenous or introduced species that have unforeseen community effects, and inexplicable difficulties with some translocations. A restoration case study in the continental Mercury Islands and on Cuvier Island showed success with removal of introduced mammals and demonstrates the various effects of introduced browsers, grazers, and predators. A contrasting case study is provided by oceanic Mangere Island in the Chatham Islands where 22 species of avifauna have been lost, seven as permanent extinctions. Restoration targets for some New Zealand islands can be clarified by palaeoecological studies of Maori (Polynesian) middens and natural deposits. Understanding the role of disturbance in island systems may also help clarify restoration targets. When exotic keystone species are introduced, physical disturbance may be overridden by biotic disturbance. This replacement in turn has implications for trophic structure. With high levels of biotic disturbance, continental islands may be changed from relatively species-rich bottom-up food webs to species-poor top-down trophic cascades. These possibilities can be tested with an experimental approach to restoration, although such experiments may be hard to interpret because of difficulties with replicates and controls. Ecological restoration en New Zealand islands has potential to replace damaged or lost communities, expand the ranges of relict populations, reduce the selective influence of exotic (keystone) species on indigenous species, help in understanding how the systems are formed, provide opportunities for educational and scientific investigation, and act as a testing ground for new technologies against pests.",Article,Scopus,0.54576499,NA,NA,NA,NA,NA,,,,,73,NA
58,2-s2.0-84955492850,55,55,"Manugian S., Elliott M.L., Bradley R., Howar J., Karnovsky N., Saenz B., Studwell A., Warzybok P., Nur N., Jahncke J.",57076767900;55821939400;7401460042;23489215500;6505936472;15822979600;57076743000;16033456200;6701664965;6603064278;,Spatial Distribution and Temporal Patterns of Cassin's Auklet Foraging and Their Euphausiid Prey in a Variable Ocean Environment,2015,PLoS ONE,10.1371/journal.pone.0144232,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955492850&doi=10.1371%2fjournal.pone.0144232&partnerID=40&md5=110bc0e5c2623e94be14cfd08580b343,"Krill (Euphausiids) play a vital ecosystem role in many of the world's most productive marine regions, providing an important trophic linkage. We introduce a robust modeling approach to link Cassin's auklet (Ptychoramphus aleuticus) abundance and distribution to large-scale and local oceanic and atmospheric conditions and relate these patterns to similarly modeled distributions of an important prey resource, krill. We carried out at-sea strip transect bird surveys and hydroacoustic assessments of euphausiids (2004-2013). Data informed separate, spatially-explicit predictive models of Cassin's auklet abundance (zero-inflated negative binomial regression) and krill biomass (two-part model) based on these surveys. We established the type of prey responsible for acoustic backscatter by conducting net tows of the upper 50 m during surveys. We determined the types of prey fed to Cassin's auklet chicks by collecting diet samples from provisioning adults. Using time-depth-recorders, we found Cassin's auklets utilized consistent areas in the upper water column, less than 30 m, where krill could be found (99.5% of dives were less than 30 m). Birds primarily preyed upon two species of euphausiids, Euphausia pacifica and Thysanoessa spinifera, which were available in the upper water column. Cassin's auklet abundance was best predicted by both large scale and localized oceanic processes (upwelling) while krill biomass was best predicted by local factors (temperature, salinity, and fluorescence) and both large scale and localized oceanic processes (upwelling). Models predicted varying krill and bird distribution by month and year. Our work informs the use of Cassin's auklet as a valuable indicator or krill abundance and distribution and strengthens our understanding of the link between Cassin's auklet and its primary prey. We expect future increases in frequency and magnitude of anomalous ocean conditions will result in decreased availability of krill leading to declines in the Farallon Islands population of Cassin's auklets. © 2015 Manugianet al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Article,Scopus,0.522697033,NA,NA,NA,NA,NA,,,,,56,NA
67,2-s2.0-85031113662,71,71,"Alfredsson M., Olafsson E., Eydal M., Unnsteinsdottir E.R., Hansford K., Wint W., Alexander N., Medlock J.M.",57196032025;55863269400;8687868100;26030656100;55249553200;6506346137;16743877100;12789082600;,Surveillance of Ixodes ricinus ticks (Acari: Ixodidae) in Iceland,2017,Parasites and Vectors,10.1186/s13071-017-2375-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031113662&doi=10.1186%2fs13071-017-2375-2&partnerID=40&md5=36a72b99308ae009f1baffa2c8e20d20,"Background: Ixodes ricinus is a three-host tick, a principal vector of Borrelia burgdorferi (s.l.) and one of the main vectors of tick-borne encephalitis (TBE) virus. Iceland is located in the North Atlantic Ocean with subpolar oceanic climate. During the past 3-4 decades, average temperature has increased, supporting more favourable conditions for ticks. Reports of I. ricinus have increased in recent years. If these ticks were able to establish in a changing climate, Iceland may face new threats posed by tick-borne diseases. Methods: Active field surveillance by tick flagging was conducted at 111 sites around Iceland from August 2015 to September 2016. Longworth mammal traps were used to trap Apodemus sylvaticus in southwestern and southern Iceland. Surveillance on tick importation by migratory birds was conducted in southeastern Iceland, using bird nets and a Heligoland trap. Vulpes lagopus carcasses from all regions of the country were inspected for ticks. In addition, existing and new passive surveillance data from two institutes have been merged and are presented. Continental probability of presence models were produced. Boosted Regression Trees spatial modelling methods and its predictions were assessed against reported presence. Results: By field sampling 26 questing I. ricinus ticks (7 males, 3 females and 16 nymphs) were collected from vegetation from three locations in southern and southeastern Iceland. Four ticks were found on migratory birds at their arrival in May 2016. A total of 52 A. sylvaticus were live-trapped but no ticks were found nor on 315 V. lagopus carcasses. Passive surveillance data collected since 1976, reports further 214 I. ricinus ticks from 202 records, with an increase of submissions in recent years. The continental probability of presence model correctly predicts approximately 75% of the recorded presences, but fails to predict a fairly specific category of recorded presence in areas where the records are probably opportunistic and not likely to lead to establishment. Conclusions: To the best of our knowledge, this study represents the first finding of questing I. ricinus ticks in Iceland. The species could possibly be established locally in Iceland in low abundance, although no questing larvae have yet been detected to confirm established populations. Submitted tick records have increased recently, which may reflect an increase in exposure, or in interest in ticks. Furthermore, the amount of records on dogs, cats and humans indicate that ticks were acquired locally, presenting a local biting risk. Tick findings on migratory birds highlight a possible route of importation. Obtaining questing larvae is now a priority to confirm that I. ricinus populations are established in Iceland. Further surveys on wild mammals (e.g. Rangifer tarandus), livestock and migratory birds are recommended to better understand their role as potential hosts for I. ricinus. © 2017 The Author(s).",Article,Scopus,0.515851262,NA,NA,NA,NA,NA,,,,,72,NA
47,2-s2.0-84856941914,21,21,"Mikkelson G.M., McGill B.J., Beaulieu S., Beukema P.L.",6506631687;6603919643;54975025800;54974520200;,Multiple links between species diversity and temporal stability in bird communities across North America,2011,Evolutionary Ecology Research,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856941914&partnerID=40&md5=7e83ff190aeb1061b5be774c3a16a9b3,"Background: In experimental systems, the temporal stability of entire ecological communities usually increases with the number of species (called 'species richness'). In contrast, ecology has not discovered the pattern of stability with the complement of richness, which is evenness of species abundances. The job has been more difficult because many measures of species diversity combine richness with evenness. Questions: Does the correlation of richness with stability occur in natural systems? What is the relationship of evenness to stability? Does diversity increase or decrease the stability of individual species populations? What mechanisms explain the relationships, if any, between diversity and stability? Data: The 1966-2009 results of 1676 North American Breeding Bird (BBS) survey routes across the USA and Canada. Altogether, 617 bird species were registered with an average of 105 species observed per route. Climate variables were taken from the US National Oceanic and Atmospheric Administration, and Climate Services Canada databases. Analytical methods: Disentangle richness from evenness and study their separate effects on stability. Perform statistical analysis of biological variables developed from the BBS data. Control for biological and climatic influences. Results: Both the number of bird species and the evenness of their distributions positively affect the stability of entire bird communities. But richness and evenness do so through a contrasting set of mechanisms. Also, richness and evenness both positively affect the stability of individual populations. The link between evenness and mean population stability can be partly, but not completely, explained in terms of a previously established relationship between the mean and variance of abundance known as Taylor's Law. © 2011.",Article,Scopus,0.513535748,1,NA,NA,15,NA,1,15,,,22,NA
33,2-s2.0-55949113319,22,22,"Delgado J.D., Arévalo J.R., Fernández-Palacios J.M.",25653791700;7005869749;6603739965;,"Bird communities in two oceanic island forests fragmented by roads on Tenerife, Canary Islands",2008,Ostrich,10.2989/OSTRICH.2008.79.2.14.588,https://www.scopus.com/inward/record.uri?eid=2-s2.0-55949113319&doi=10.2989%2fOSTRICH.2008.79.2.14.588&partnerID=40&md5=9057cbd960fdcc4ac8b01ccc8e4f6134,"Although most studies on road effects on birds have been conducted on continental grounds, road fragmentation on oceanic islands is often heavier. We assessed variation in bird communities near (≤25 m) and far (>100 m) from forest roads dividing laurel and pine forests on Tenerife, Canary Islands. Line transects were used as the census technique. We compared community structure and species responses between both forests, and among forest interior and edges of paved and unpaved roads. We analysed richness and diversity of species in these different situations, and tested for significance in bird community descriptors and species abundance responses to road proximity. The bird community of the laurel forest showed significantly higher average population density, richness, diversity and evenness than that of the pine forest. None of the two forests showed significant differences in community descriptors between edge and interior, except for a higher evenness along unpaved roads in the laurel forest. However, the bird community showed more overall abundances, richness and diversity on unpaved than on asphalt road edges in laurel forest. Excepting two passerines (Turdus merula in laurel forest and Phylloscopus canariensis in pine forest), all species had similar abundances on road edges and forest interior regardless of forest type. Most species might be regarded as forest generalists. Changes detected between edge and interior on road-fragmented forests were, overall, small at the bird community level. Managers should consider the effects of road edge and road type on the more sensitive species in present and future road planning. Copyright © NISC Pty Ltd.",Article,Scopus,0.512590026,0,NA,NA,15,NA,0,15,,,23,NA
57,2-s2.0-84934298097,65,65,"Gunawan I., Hall R., Sapiie B.",57194283405;7404722084;6508057681;,"Triassic reservoir characteristics of the Bird's Head, New Guinea, Indonesia: New insight from provenance study",2014,"Society of Petroleum Engineers - International Petroleum Technology Conference 2014, IPTC 2014 - Innovation and Collaboration: Keys to Affordable Energy",NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934298097&partnerID=40&md5=97773b4885707e71c370aa71486c27c5,"The Bird's Head area of New Guinea is underlain by Australian continental crust and has relatively complete Palaeozoic to Recent stratigraphic record. One of the siliciclastic formations of the Bird's Head is the Tipuma Formation. Its age has been estimated as Triassic to Jurassic and is a potentially important hydrocarbon reservoir. New fieldwork was carried out, complemented by analysis of light and heavy minerals, U-Pb zircon geochronology, and quartz CL luminescence study. The Tipuma Formation was previously dated only by its stratigraphic position and was suggested to have been deposited in a continental passive margin. This study shows sandstones and conglomerates were sourced from acid volcanic, metamorphic, and recycled sedimentary rocks to the north, and from the North Australian Craton. Cathodoluminescence study on detrital quartz supports the importance of the important of volcanic quartz. The quartz provenance of sandstones from the Lower, Middle and Upper Members of the Tipuma Formation are dominated by low-T metamorphic and volcanic with little plutonic origin and there is some variation with stratigraphic position and in the Middle Member the abundance of volcanic quartz declines. The youngest zircon ages indicate it was deposited in the Triassic. Permo-Triassic (205-275 Ma), Neoproterozoic (c. 975 Ma), Early Mesoproterozoic (1.4-1.6 Ga), and Paleopro-terozoic (1.8-2.0 Ga) populations, with a few grains of Archaean age (2.8-3.2 Ga) characterized most Tipuma Formation sandstones. The Tipuma Formation was probably not deposited in a simple continental block setting and was influenced by volcanic activity in the Bird's Head during its deposition. The long-lived Palaeozoic volcanic activity interpreted to indicate subduction of the palaeo-Pacific oceanic plate under the Australian continent associated with an Andean-type active margin. The decline of the abundance of volcanic quartz, Permo-Triassic zircons, and increase in Carboniferous and Proterozoic zircons within the Middle Member indicate a reduced contribution of sediment from the arc and an increased contribution of sediment from northern Australia. Copyright © 2014, International Petroleum Technology Conference.",Conference Paper,Scopus,0.511500247,NA,NA,NA,NA,NA,,,,,66,NA
13,2-s2.0-0034601473,24,24,"Nicol S., Pauly T., Bindoff N.L., Wright S., Thiele D., Hosle G.W., Strutton P.G., Woehler E.",7103154776;7005251792;6701816656;7404006176;7102701118;6504364404;7004680257;55895022100;,Ocean circulation off east Antarctica affects ecosystem structure and sea-ice extent,2000,Nature,10.1038/35020053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034601473&doi=10.1038%2f35020053&partnerID=40&md5=519a671ac473b4e0de3599bd9c4c9dfb,"Sea ice and oceanic boundaries have a dominant effect in structuring Antarctic marine ecosystems. Satellite imagery and historical data have identified the southern boundary of the Antarctic Circumpolar Current as a site of enhanced biological productivity. Meso-scale surveys off the Antarctic peninsula have related the abundances of Antarctic krill (Euphausia superba) and salps (Salpa thompsoni) to inter-annual variations in sea-ice extent. Here we have examined the ecosystem structure and oceanography spanning 3,500 km of the east Antarctic coastline, linking the scales of local surveys and global observations. Between 80°and 150°E there is a threefold variation in the extent of annual sea-ice cover, enabling us to examine the regional effects of sea ice and ocean circulation on biological productivity. Phytoplankton, primary productivity, Antarctic krill, whales and seabirds were concentrated where winter sea-ice extent is maximal, whereas salps were located where the sea-ice extent is minimal. We found enhanced biological activity south of the southern boundary of the Antarctic Circumpolar Current rather than in association with it. We propose that along this coastline ocean circulation determines both the sea-ice conditions and the level of biological productivity at all trophic levels.",Article,Scopus,0.50788918,0,NA,NA,15,NA,0,15,,,25,NA
62,2-s2.0-84995450738,43,43,"Amélineau F., Bonnet D., Heitz O., Mortreux V., Harding A.M.A., Karnovsky N., Walkusz W., Fort J., Grémillet D.",55243476700;7103066339;57191967028;57191961049;9336930000;6505936472;56001192900;28267610200;54903897800;,Microplastic pollution in the Greenland Sea: Background levels and selective contamination of planktivorous diving seabirds,2016,Environmental Pollution,10.1016/j.envpol.2016.09.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995450738&doi=10.1016%2fj.envpol.2016.09.017&partnerID=40&md5=d79f1a29bf61e9eaf932441856922849,"Microplastics have been reported everywhere around the globe. With very limited human activities, the Arctic is distant from major sources of microplastics. However, microplastic ingestions have been found in several Arctic marine predators, confirming their presence in this region. Nonetheless, existing information for this area remains scarce, thus there is an urgent need to quantify the contamination of Arctic marine waters. In this context, we studied microplastic abundance and composition within the zooplankton community off East Greenland. For the same area, we concurrently evaluated microplastic contamination of little auks (Alle alle), an Arctic seabird feeding on zooplankton while diving between 0 and 50 m. The study took place off East Greenland in July 2005 and 2014, under strongly contrasted sea-ice conditions. Among all samples, 97.2% of the debris found were filaments. Despite the remoteness of our study area, microplastic abundances were comparable to those of other oceans, with 0.99 ± 0.62 m−3 in the presence of sea-ice (2005), and 2.38 ± 1.11 m−3 in the nearby absence of sea-ice (2014). Microplastic rise between 2005 and 2014 might be linked to an increase in plastic production worldwide or to lower sea-ice extents in 2014, as sea-ice can represent a sink for microplastic particles, which are subsequently released to the water column upon melting. Crucially, all birds had eaten plastic filaments, and they collected high levels of microplastics compared to background levels with 9.99 and 8.99 pieces per chick meal in 2005 and 2014, respectively. Importantly, we also demonstrated that little auks took more often light colored microplastics, rather than darker ones, strongly suggesting an active contamination with birds mistaking microplastics for their natural prey. Overall, our study stresses the great vulnerability of Arctic marine species to microplastic pollution in a warming Arctic, where sea-ice melting is expected to release vast volumes of trapped debris. © 2016 Elsevier Ltd",Article,Scopus,0.500629404,NA,NA,NA,NA,NA,,,,,44,NA
14,2-s2.0-0035027131,56,56,"Mehranvar L., Jackson D.A.",8737542200;7404288035;,History and taxonomy: Their roles in the core-satellite hypothesis,2001,Oecologia,10.1007/s004420000574,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035027131&doi=10.1007%2fs004420000574&partnerID=40&md5=bd97ac96e8456bb431238c311b341745,"Metapopulation models are important in explaining the distribution and abundance of species through time and space. These models combine population dynamics with stochastic variation in extinction and immigration parameters associated with local populations. One of the predictions of metapopulation models is a bimodal distribution of species frequency of occurrence, a pattern that led to the development of the core-satellite species hypothesis. The spatial scale and taxonomic classification of past core-satellite studies has often been undefined. In our study, we have integrated metapopulation dynamics with the roles that differential dispersal ability and history play in the shaping of communities. The differences in distribution patterns between landbridge islands and oceanic islands, and among various taxa (birds, mammals, herptiles, arthropods, fish, and plants) are analyzed. The majority of landbridge islands comprised locally and regionally abundant species (core species), whereas the majority of oceanic islands had a uniform distribution (or no end-peak in their distribution). The patterns of distribution among the taxonomic groups also showed differences. Birds (good dispersers) consistently showed bimodal- and core-distribution patterns. The bimodal prediction of species distribution is best exemplified in the landbridge islands and in birds, and least in oceanic islands and in organisms other than birds. These results illustrate the importance of testing models with various taxonomic groups and at different spatial scales and defining these scales before formally testing the predictions of the models.",Article,Scopus,0.498170926,NA,NA,NA,NA,NA,,,,,57,NA
2,2-s2.0-0025591952,25,25,"HUNT G.L., JR.",7202673826;,The pelagic distribution of marine birds in a heterogeneous environment,1990,Polar Research,10.1111/j.1751-8369.1990.tb00374.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025591952&doi=10.1111%2fj.1751-8369.1990.tb00374.x&partnerID=40&md5=bb77ee447e2831d74f9f3b0207124a2b,"In this paper I review recent, small‐scale, process‐oriented studies of the pelagic distribution of marine birds. I examine the roles played by a variety of hydrographic features, including steep flow gradients (fronts) and water column stratification, in determining the abundance or availability of avian prey. The ice edge/marginal ice zone is a frontal area of particular interest in polar regions. In most oceanic systems we have examples of avian use of a feature, hut only poor information on the importance of the feature for supporting the population as a whole. I review recent studies of the spatial and numerical concordance of marine birds and their prey, and find that these studies have yielded mixed results, with correlations stronger for piscivorous birds, particularly murres foraging on capelin, than for planktivores. Review of investigations of multispecies interactions during foraging shows that flock foraging has both beneficial and negative aspects. Interspecific facilitation of foraging occurs in numerous interactions involving both other species of birds and marine mammals. However, co‐occurrence of predators may occur because both seek the same prey, and caution must be used in assessing mutualistic interactions between predatory species. Copyright © 1990, Wiley Blackwell. All rights reserved",Article,Scopus,0.47014141,0,NA,NA,15,NA,0,15,,,26,NA
55,2-s2.0-84930341581,67,67,"Lebarbenchon C., Jaeger A., Feare C., Bastien M., Dietrich M., Larose C., Lagadec E., Rocamora G., Shah N., Pascalis H., Boulinier T., Le Corre M., Stallknecht D.E., Dellagi K.",55916803500;26221803600;6701610077;55916282600;36243278800;56192626400;37072590600;8099888900;7401824266;6508265083;7004284067;7003495178;7007126331;7005168819;,Influenza A Virus on Oceanic Islands: Host and Viral Diversity in Seabirds in the Western Indian Ocean,2015,PLoS Pathogens,10.1371/journal.ppat.1004925,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930341581&doi=10.1371%2fjournal.ppat.1004925&partnerID=40&md5=d3d2d9f8c05d1af433bd223869815295,"Ducks and seabirds are natural hosts for influenza A viruses (IAV). On oceanic islands, the ecology of IAV could be affected by the relative diversity, abundance and density of seabirds and ducks. Seabirds are the most abundant and widespread avifauna in the Western Indian Ocean and, in this region, oceanic islands represent major breeding sites for a large diversity of potential IAV host species. Based on serological assays, we assessed the host range of IAV and the virus subtype diversity in terns of the islands of the Western Indian Ocean. We further investigated the spatial variation in virus transmission patterns between islands and identified the origin of circulating viruses using a molecular approach. Our findings indicate that terns represent a major host for IAV on oceanic islands, not only for seabird-related virus subtypes such as H16, but also for those commonly isolated in wild and domestic ducks (H3, H6, H9, H12 subtypes). We also identified strong species-associated variation in virus exposure that may be associated to differences in the ecology and behaviour of terns. We discuss the role of tern migrations in the spread of viruses to and between oceanic islands, in particular for the H2 and H9 IAV subtypes. © 2015 Lebarbenchon et al.",Article,Scopus,0.436722685,NA,NA,NA,NA,NA,,,,,68,NA
48,2-s2.0-84864245897,14,14,"González-Castro A., Yang S., Nogales M., Carlo T.A.",26030410300;55321110600;7003555503;6602591097;,What determines the temporal changes of species degree and strength in an oceanic island plant-disperser network?,2012,PLoS ONE,10.1371/journal.pone.0041385,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864245897&doi=10.1371%2fjournal.pone.0041385&partnerID=40&md5=2c60e126587b62d0f1d07f8072712084,"Network models of frugivory and seed dispersal are usually static. To date, most studies on mutualistic networks assert that interaction properties such as species' degree (k) and strength (s) are strongly influenced by species abundances. We evaluated how species' degree and strength change as a function of temporal variation not only in species abundance, but also in species persistence (i.e., phenology length). In a two-year study, we collected community-wide data on seed dispersal by birds and examined the seasonal dynamics of the above-mentioned interaction properties. Our analyses revealed that species abundance is an important predictor for plant strength within a given sub-network. However, our analyses also reveal that species' degree can often be best explained by the length of fruiting phenology (for plants degree) or by the number of fruiting species (for dispersers degree), which are factors that can be decoupled from the relative abundance of the species participating in the network. Moreover, our results suggest that generalist dispersers (when total study period is considered) act as temporal generalists, with degree constrained by the number of plant species displaying fruits in each span. Along with species identity, our findings underscore the need for a temporal perspective, given that seasonality is an inherent property of many mutualistic networks. © 2012 González-Castro et al.",Article,Scopus,0.381473884,0,NA,NA,10,NA,0,10,,,15,NA
31,2-s2.0-48449095346,32,32,"Kutty S.N., Philip R.",24484555000;56229378500;,Marine yeasts - A review,2008,Yeast,10.1002/yea.1599,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48449095346&doi=10.1002%2fyea.1599&partnerID=40&md5=193d45e348623832cb299cd0a7f5f14e,"Yeasts are ubiquitous in their distribution and populations mainly depend on the type and concentration of organic materials. The distribution of species, as well as their numbers and metabolic characteristics were found to be governed by existing environmental conditions. Marine yeasts were first discovered from the Atlantic Ocean and following this discovery, yeasts were isolated from different sources, viz. seawater, marine deposits, seaweeds, fish, marine mammals and sea birds. Nearshore environments are usually inhabited by tens to thousands of cells per litre of water, whereas low organic surface to deep-sea oceanic regions contain 10 or fewer cells/litre. Aerobic forms are found more in clean waters and fermentative forms in polluted waters. Yeasts are more abundant in silty muds than in sandy sediments. The isolation frequency of yeasts fell as the depth of the sampling site is increased. Major genera isolated in this study were Candida, Cryptococcus, Debaryomyces and Rhodotorula. For biomass estimation ergosterol method was used. Classification and identification of yeasts were performed using different criteria, i.e. morphology, sexual reproduction and physiological/biochemical characteristics. Fatty acid profiling or molecular sequencing of the IGS and ITS regions and 28S gene rDNA ensured accurate identification. Copyright © 2008 John Wiley & Sons, Ltd.",Review,Scopus,0.300625909,NA,NA,NA,NA,NA,,,,,33,NA
59,2-s2.0-84955613145,69,69,"Stefan L.M., Gómez-Díaz E., Elguero E., Proctor H.C., McCoy K.D., González-Solís J.",55795359900;23090595100;6602313500;7004335078;7102262173;55498661900;,"Niche Partitioning of Feather Mites within a Seabird Host, Calonectris borealis",2015,PLoS ONE,10.1371/journal.pone.0144728,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955613145&doi=10.1371%2fjournal.pone.0144728&partnerID=40&md5=ae720c9b2067671029a084142fabdc24,"According to classic niche theory, species can coexist in heterogeneous environments by reducing interspecific competition via niche partitioning, e.g. trophic or spatial partitioning. However, support for the role of competition on niche partitioning remains controversial. Here, we tested for spatial and trophic partitioning in feather mites, a diverse and abundant group of arthropods. We focused on the two dominant mite species, Microspalax brevipes and Zachvatkinia ovata, inhabiting flight feathers of the Cory's shearwater, Calonectris borealis. We performed mite counts across and within primary and tail feathers on free-living shearwaters breeding on an oceanic island (Gran Canaria, Canary Islands). We then investigated trophic relationships between the two mite species and the host using stable isotope analyses of carbon and nitrogen on mite tissues and potential host food sources. The distribution of the two mite species showed clear spatial segregation among feathers; M. brevipes showed high preference for the central wing primary feathers, whereas Z. ovata was restricted to the two outermost primaries. Morphological differences between M. brevipes and Z. ovata support an adaptive basis for the spatial segregation of the two mite species. However, the two mites overlap in some central primaries and statistical modeling showed that Z. ovata tends to outcompete M. brevipes. Isotopic analyses indicated similar isotopic values for the two mite species and a strong correlation in carbon signatures between mites inhabiting the same individual host suggesting that diet is mainly based on shared hostassociated resources. Among the four candidate tissues examined (blood, feather remains, skin remains and preen gland oil), we conclude that the diet is most likely dominated by preen gland oil, while the contribution of exogenous material to mite diets is less marked. Our results indicate that ongoing competition for space and resources plays a central role in structuring feather mite communities. They also illustrate that symbiotic infracommunities are excellent model systems to study trophic ecology, and can improve our understanding of mechanisms of niche differentiation and species coexistence. © 2015 Stefan et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",Article,Scopus,0.27633411,NA,NA,NA,NA,NA,,,,,70,NA
