,EID,X__1,Authors,Author(s) ID,Title,Year,Source title,DOI,Link,Abstract,Document Type,Access Type,Source,p,Relevance_std,Relevance_ranked,X__2,Timespan_std,Timespan_ranked,Scopus_index,Present_in_training_docs
20,2-s2.0-30444452803,59,"Spurr E.B., Wright G.R.G., Radford C.D., Brown L.E., Maitland M.J., Taylor G.E.",7003815307;7402848513;11240007800;8895672700;11239458500;55454322200;,"Residues of brodifacoum and other anticoagulant pesticides in target and non‐target species, Nelson Lakes National Park, New Zealand",2005,New Zealand Journal of Zoology,10.1080/03014223.2005.9518416,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30444452803&doi=10.1080%2f03014223.2005.9518416&partnerID=40&md5=c688193833b358aa3ba9e53cba4dc547,"Cereal‐based bait containing 20 ppm brodifacoum was used in bait stations continuously from December 1997 to August 2000 in the Rotoiti Nature Recovery Project area, for controlling brushtail possum (Trichosurus vulpecula), ship rat (Rattus rattus), and house mouse (Mus musculus) populations. Concurrently (and before and after), baits containing brodifacoum, bromadiolone, flocoumafen, coumatetralyl, or warfarin were also used in St Arnaud village and on farms immediately adjacent to the project area. Brodifacoum residues were detected in the livers of 234 mammals from eight species, and two birds from two species captured alive, and a further seven birds from five species found dead in the project area (cause of death unknown). The highest concentration of brodifacoum residues in mammalian livers was recorded during the period brodifacoum was used in the project area. However, residues were present in the livers of some individuals at least 24 months after brodifacoum use in the project area stopped. These residues may have persisted in animals surviving brodifacoum use in the project area, and/or been transported into the area by animals moving to and from the adjacent village and farms, where brodifacoum use continued. Residues of flocoumafen, coumatetralyl, or warfarin, used only in the village and on farms, were also detected in the livers of animals captured up to at least 8 km from the nearest source. The results concur with other studies cautioning against indiscriminate or prolonged use of persistent anticoagulants for vertebrate pest control. However, the risks from such pesticides must be balanced against the demonstrable benefits of reducing pest abundance. © The Royal Society of New Zealand 2005.",Article,Open Access,Scopus,0.57699586,NA,NA,NA,NA,NA,60,NA
36,2-s2.0-33751303435,60,Short J.,7202306197;,Mammal decline in southern Western Australia - Perspectives from Shortridge's collections of mammals in 1904-07,2004,Australian Zoologist,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751303435&partnerID=40&md5=4071f77861ef63f3895d34794a9d3b3b,"Guy Shortridge made extensive collections of mammals in southern Western Australia in the years 1904 to 1907, less than 80 years after first European settlement of the area. This paper reviews Shortridge's unpublished letters and the published papers that resulted from his collections in a reexamination of the temporal and spatial patterns of decline of these mammals. Shortridge collected a monotreme, 25 species of marsupial, 10 species of bat, 8 species of rodent, as well as rabbits and dingoes (a total of 46 species). He collected in five broad regions: mesic woodland sites in what is now the western wheatbelt; mesic coastal scrub sites around Albany; mesic forest habitat in the far south-west corner at Margaret River, Busselton, and Bunbury; semi-arid pastoral sites at Carnarvon and Gascoyne Junction; and semi-arid mining sites at Southern Cross, Kalgoorlie and Laverton. Shortridge was struck particularly by the rich fauna of the mesic woodland and the lack of species in the semi-arid interior (he obtained 20 terrestrial native species at the former and only 3-5 species at the latter). However, since that time, several of the species Shortridge collected at the mesic woodland sites have become extinct on mainland Australia (Bettongia lesueur, Lagostrophus fasciatus, and Perameles bougainville) or are now extinct (Onchogalea lunata) and the region shows one of the highest losses of mammals within Australia. Shortridge's collections emphasise that the loss of mammals in Western Australia has been a two-step process, with an initial loss of mammals in the semi-arid interior, followed by a subsequent loss from mesic woodland and coastal sites. His collections preceded the arrival of foxes Vulpes vulpes to the State and largely preceded the spread of rabbits Oryctolagus cuniculus. Shortridge speculated that disease, predation by feral cats Felis catus, competition from house mice Mus musculus, and bushfires were major factors in overall decline, and the impact of closer settlement was important in localised declines. These, and other factors commonly cited as reasons for mammal decline (grazing and land clearing), are evaluated. The factors suggested by Shortridge for overall decline are potentially interlinked: feral cats or house mice may spread disease, feral cats may be more effective as predators in the presence of abundant house mice populations and at sites where vegetation refuges are reduced by fire, and both may reach highest densities around farms and settlements. The pattern of loss to 1907 can be explained by the spread of feral cats only if their impact on native mammals is high in semi-arid pastoral and mining areas, low in mesic areas, and low in arid areas where European impact was minimal. Possible mechanisms for such a variable impact of feral cats include: i) greater density of vegetation at mesic sites providing refuge for prey species; ii) protection conferred to prey species by poison plants Gastrolobium in the understorey of mesic woodland leading to secondary poisoning of predators; and iii) Aboriginal hunting of feral cats being effective in limiting the density and impact of cats in remote areas beyond the frontier of European colonisation.",Review,NA,Scopus,0.677563218,NA,NA,NA,NA,NA,61,NA
16,2-s2.0-23944496397,61,"Morris K., Sims C., Himbeck K., Christensen P., Sercombe N., Ward B., Noakes N.",7202939036;7102638415;8696953000;7202250392;8696953300;14122727400;8696953500;,"Project Eden - Fauna recovery on Peron Peninsula, Shark Bay: Western Shield review - February 2003",2004,Conservation Science Western Australia,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-23944496397&partnerID=40&md5=534bf6c4d02f13e3ebbfee994f8dfea1,"The Shark Bay area was one of the more mammal rich parts of Western Australia before European settlement. Over the last 200 years, 60% of the native mammals have become locally extinct in this area. Project Eden commenced on Peron Peninsula, Shark Bay in 1994. Its objectives were to a) control or eradicate the introduced fauna, b) reconstruct the native fauna of the peninsula, and c) to promote nature - based tourism based on the unique Shark Bay fauna. Control of sheep, goats and foxes has been successful. Feral cat control has been difficult in the presence of large numbers of rabbits and other prey, however significant advances in the development of an effective feral cat control method have been made. A better understanding of the factors influencing the uptake of baits by feral cats has also been achieved. A captive breeding centre was established to provide animals for translocation. This ensured that wild populations of species restricted to islands or small parts of the mainland were not detrimentally impacted by the removal of large numbers of founders for translocation. Between 1996 and 2002, nearly 70 malleefowl and 150 mammals were bred/reared in captivity and 155 have been released. Malleefowl and bilbies have been successfully reintroduced to Peron Peninsula. Mala and banded hare-wallabies did not persist due primarily to cat predation. Woylies were reintroduced from other wild populations and are persisting in low numbers. Extant small vertebrate population abundances appear to respond more to rainfall events, rather than cat predation, while larger extant vertebrates have increased since sheep, goat, fox and feral cat control has been implemented. While feral cat control has been demonstrated for short periods, additional work is required to reduce their numbers further, and for longer periods before additional native species can be translocated. In addition to the re-establishment of native fauna and the enhancement of the remnant native fauna, Project Eden has provided many benefits relating to the management of pest species and native fauna in the arid zone. In light of the findings to date, it is proposed that the objectives of this project be revised and that certain actions are necessary to ensure future success. These include a refinement of feral cat control methods, the development and use of models to predict optimum bait uptake times, a review of species suitable for translocation, and the adequacy of existing staff numbers and captive breeding facilities.",Review,NA,Scopus,0.692646594,NA,NA,NA,NA,NA,62,NA
15,2-s2.0-23944438979,62,"Algar D., Burrows N.D.",6505797006;7007123935;,Feral cat control research: Western Shield review - February 2003,2004,Conservation Science Western Australia,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-23944438979&partnerID=40&md5=aa39b37be2d3430e0604e209dfcf93ca,"Background The feral cat (Felis catus) is recognised as a significant threat to fauna conservation in Western Australia, particularly in arid and semi and regions of the State. Not only do feral cats prey on native fauna and have the potential to spread diseases, but they have proven to be an obstacle to fauna reintroduction programs. Western Shield fox baiting strategies have been ineffective against feral cats largely because the standard fox/dog baits are not attractive to feral cats. Until the commencement of the research described in this review paper, there was no broad area control technique available for feral cats. Feral cat control research objectives and broad strategies The principal objective of the feral cat control research program, commenced by scientists of the Western Australian Department of Conservation and Land Management (CALM) in December 1993, is to design and develop an operationally feasible bait, and baiting regimes to provide effective and cost-efficient broadscale control of feral cats. Essentially, three strategies are being employed to achieve this. First, a comprehensive and carefully designed series of both cafeteria pen trials with stray cats and subsequent field trials with feral cats were conducted in an endeavour to develop a bait medium that was attractive to feral cats. The medium also had to have operational utility including a capacity to carry a toxin, be relatively simple and inexpensive to manufacture, be easily and safely handled and transported and applicable to aerial deployment over large areas. Initially, a number of bait media, representing a broad range in physical form and type, were examined for acceptability by cats. A variety of flavour enhancers was then added to the most preferred bait medium to assess whether acceptability could be further improved. Second, field-based research and operational trials focussed on field testing and further development of effective broadscale aerial baiting strategies for feral cats. This initially involved examination of bait uptake in relation to the time of year (season) to enable baiting programs to be conducted when bait uptake is at its peak and therefore maximise efficiency. A key factor affecting bait uptake is the availability of live prey, the nature and abundance of which varies geographically and temporally. While a number of trials have been undertaken in a range of ecosystems, current and future investigations aim to examine the effects of season, baiting intensity (number of baits laid km-2) and baiting frequency (interval between baiting operations) needed to optimise sustained control. These baiting research and development programs are ahead of schedules outlined in the Western Shield Proposal and the Western Shield Strategic Plan 1999-2004. Finally, in addition to optimising the various parameters of baiting strategies, it will be essential that a comprehensive risk assessment of the potential impact of feral cat baiting programs on populations of non-target species be undertaken, and where necessary, methods devised to reduce this risk. This risk assessment is in part required to gain National Registration Authority registration of the new bait as well as assuring the protection of native fauna. While reliable techniques have been developed to assess the relative abundance of feral cats, it is also necessary to further develop techniques to efficiently and reliably census feral cat populations. This, together with an effective baiting strategy, will enable experimental determination of the level of feral cat control necessary to protect either extant fauna or reintroduced fauna across the State's semi-arid and arid bioregions. Achievements Investigations thus far have culminated in the development and patenting of a novel feral cat bait that is proving highly effective in experimental and operational baiting programs in arid and semi-arid regions of WA, as described in detail in this review. For example, the most recent large scale aerial baiting trial implemented under dry winter conditions in the Gibson Desert resulted in about a 95% reduction in the relative abundance of feral cats. The feral cat bait, which is also effective against foxes, has been used successfully in the eradication of feral cats from two islands off the Western Australian coast. Research into the relationships between season, live prey abundance and bait uptake are well advanced in a number of bioregions. Results to hand show temporal (seasonal) variability in live prey abundance and bait consumption. In areas that experience a Mediterranean-type climate and particularly where rabbits are abundant, the optimum baiting period occurs in the drier autumn/early winter months when young, predator-vulnerable prey are not present but before the onset of winter rains. As predator-vulnerable young prey become more abundant, which is a function of long-term weather conditions (season/rainfall), bait uptake is likely to decline. In the arid zone, where rainfall is unreliable, the time and intensity of rainfall events and season determines the overall abundance of prey. Research in the interior arid zone has suggested that the optimum time to conduct baiting programs and maximise their effectiveness is under cool dry conditions in winter. At this time, the abundance and activity of all prey types, in particular small mammals, reptiles and birds, is at its lowest and bait degradation due to ants and to hot, dry weather, is significantly reduced. The current series of trials is designed to investigate baiting efficacy at differing bait distribution rates (number of baits per unit area) to provide a cost-efficient control strategy. To-date, this series has demonstrated that a baiting density half that used in island eradications is equally efficacious in the control of feral cats in the arid interior. A highly effective toxic baiting of feral cats on the Gibson Desert Nature Reserve and Peron Peninsula this year has supported this evidence. The high level of bio-marking and good control of feral cats during these exercises suggests that further reductions in bait distribution may not reduce baiting efficacy. Difficulties There have been no extraordinary difficulties with a research project of this complexity and magnitude. Scientists commenced the project with little or no available background scientific information. There were commercial-in-confidence issues in accessing literature on cat food and the ramifications of patenting various aspects of the research. Other difficulties are associated with the temporal and spatial practical aspects of working on feral cats at an operational or large scale, and in remote areas. However, the main difficulty in such a project, and one which is universal to most research, that is gaining sufficient funding to enable the research to be carried out to a high standard and be completed within an acceptable time frame. To a large extent, this problem has been overcome with sponsorship being provided over a five-year period. The only other significant difficulty has arisen during the course of the collaborative research into the felid-specific toxin where development of the encapsulation system for the toxicant is taking a longer period of time than originally anticipated. Potential economies The step-wise approach to developing an optimal broadscale, aerial feral cat control strategy is being pursued to provide for effective and cost-efficient wildlife recovery. The focus is on optimising feral cat predation control through aerial baiting and providing a comprehensive evaluation of any impact on non-target species populations. The program is structured to enable analysis of the cost-benefit of various baiting regimes on both feral cats and non-target species and provide information essential to gaining registration of the feral cat bait. The development of a readily manufactured sausage-type bait will result in considerable savings in production, handling and delivery of the bait. The cost of feral cat baits is currently about 30° per bait at today's level of production. One third of this cost is for materials, and the remainder is associated with labour and production equipment. The future costs of baits will depend on economies of scale (level of production), degree of automation and the cost and depreciation rate of the manufacturing equipment, but it is anticipated that costs can be reduced when manufacture extends to an operational scale. Potential improvements Future research will focus on refinements to the bait medium, the development of a felid specific toxin, refinements to bait production and handling and designing bioregionally appropriate baiting regimes with respect to season, intensity and frequency of baiting. Further research on non-target issues is a high priority.",Review,NA,Scopus,0.498024229,NA,NA,NA,NA,NA,63,NA
50,2-s2.0-4344674757,63,"Gales N., McCauley R.D., Lanyon J., Holley D.",7004223286;7102283644;6603321545;7004832689;,"Change in abundance of dugongs in Shark Bay, Ningaloo and Exmouth Gulf, Western Australia: Evidence for large-scale migration",2004,Wildlife Research,10.1071/WR02073,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4344674757&doi=10.1071%2fWR02073&partnerID=40&md5=e5e9b9871f36dcb10aa074a3e16e813e,"The third in a series of five-yearly aerial surveys for dugongs in Shark Bay, Ningaloo Reef and Exmouth Gulf was conducted in July 1999. The first two surveys provided evidence of an apparently stable population of dugongs, with ∼1000 animals in each of Exmouth Gulf and Ningaloo Reef, and 10000 in Shark Bay. We report estimates of less than 200 for each of Exmouth Gulf and Ningaloo Reef and ∼14000 for Shark Bay. This is an apparent overall increase in the dugong population over this whole region, but with a distributional shift of animals to the south. The most plausible hypothesis to account for a large component of this apparent population shift is that animals in Exmouth Gulf and Ningaloo Reef moved to Shark Bay, most likely after Tropical Cyclone Vance impacted available dugong forage in the northern habitat. Bias associated with survey estimate methodology, and normal changes in population demographics may also have contributed to the change. The movement of large numbers of dugongs over the scale we suggest has important management implications. First, such habitat-driven shifts in regional abundance will need to be incorporated in assessing the effectiveness of marine protected areas that aim to protect dugongs and their habitat. Second, in circumstances where aerial surveys are used to estimate relative trends in abundance of dugongs, animal movements of the type we propose could lead to errors in interpretation.",Review,NA,Scopus,0.775613346,NA,1,NA,NA,10,64,NA
51,2-s2.0-4344689239,64,"Innes J., Nugent G., Prime K., Spurr E.B.",7102004870;7005243869;36973218000;7003815307;,"Responses of kukupa (Hemiphaga novaeseelandiae) and other birds to mammal pest control at Motatau, Northland",2004,New Zealand Journal of Ecology,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4344689239&partnerID=40&md5=97b138dee0a5862b2c9ce71da12e6b3c,"The kukupa or New Zealand pigeon (Hemiphaga novaeseelandiae)is gradually declining on the New Zealand mainland, due mostly to predation by introduced pest mammals including ship rats (Rattus rattus) and brushtail possums (Trichosurus vulpecula). We report on a co-operative project between Maori landowners, the Department of Conservation, and Manaaki Whenua-Landcare Research researchers to restore a Northland kukupa population and to examine kukupa nesting success in relation to pest abundance. Ship rats and possums were targeted by trapping and poisoning throughout Motatau Forest (350 ha) from 1997 to 1999; only possums were targeted in 2000. All 13 kukupa nests located before pest control started in late 1997 failed at the egg stage, but all seven nests located in 1998-99 successfully fledged young when trapping and tracking indices of possums and ship rats were less than 4%. After pest control, counts of kukupa and some other bird species increased at Motatau compared with counts in a nearby non-treatment block, suggesting numbers of adult kukupa can be increased in small forest areas by intensive pest control. This increase is due at least partly to increased nest success. Evidence from time-lapse video cameras, sign remaining at nests, and nest success rates under different pest control regimes suggest both ship rats and possums are important predators at kukupa nests. © New Zealand Ecological Society.",Article,NA,Scopus,0.736122311,NA,?,Human intervention to reduce pest population. Main result is fledging success of kukupa. Not clear if abundance data is present.,NA,15,65,NA
13,2-s2.0-2142829624,65,"Challies C.N., Burleigh R.R.",6507267345;55297710500;,"Abundance and breeding distribution of the white-flippered penguin (Eudyptula minor albosignata) on Banks Peninsula, New Zealand",2004,Notornis,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142829624&partnerID=40&md5=a6e94c05fb35c316e70b8e8c928dcd46,"A survey of the white-flippered penguin (Eudyptula minor albosignata) nesting colonies on Banks Peninsula, New Zealand was made during the 2000/01 and 2001/02 breeding seasons. Sixty-eight colonies were found of which 51 contained 5-20 nests, 12 21-50 nests, and 5 >50 nests. Altogether there were 2112 nests which equates to a population of c. 5870 birds. Adding the estimated 1650 nests on Motunau Island gave a total population for the subspecies of c. 10,460 birds. The colonies were distributed right around the peninsula with their occurrence increasing from west to east. Most were situated either on the peripheral coast (47%) or inside bays within 1 km of their entrance (38%). All but three of the colonies were on debris slopes below coastal bluffs with the nests concentrated mainly in rock piles. One colony was on an islet, and the other two were on farmland around the heads of bays. Thirty-four of the colonies were considered accessible to introduced mammalian predators, and 14 contained evidence predators had been present. If predator numbers remain high it seems inevitable that many of the surviving penguin colonies will be lost and others reduced in size. © The Ornithological Society of New Zealand, Inc. 2004.",Article,NA,Scopus,0.844955978,NA,1,NA,NA,5,66,NA
6,2-s2.0-1542350738,66,"Edwards G.P., Pople A.R., Saalfeld K., Caley P.",7402317518;6701736203;57189329040;6701821101;,Introduced mammals in Australian rangelands: Future threats and the role of monitoring programmes in management strategies,2004,Austral Ecology,10.1111/j.1442-9993.2004.01361.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542350738&doi=10.1111%2fj.1442-9993.2004.01361.x&partnerID=40&md5=21fc9e85e98cbb3bce0dcc67fdfa9265,"In the present paper, we have provided an initial assessment of the current and future threats to biodiversity posed by introduced mammals (predators and herbivores) inhabiting the Australian rangelands, exploring trends in populations and options for management. Notably, rabbits have declined in recent years in the wake of rabbit haemorrhagic disease, populations of feral camels have increased dramatically and foxes appear to have moved northwards, thereby threatening native fauna within an expanded range. Following on, we developed a framework for monitoring the impacts of introduced mammals in the Australian rangelands. In doing so, we considered the key issues that needed to be considered in designing a monitoring programme for this purpose and critically evaluated the role of monitoring in pest animal management. Finally we have provided a brief inventory of current best-practice methods of estimating the abundance of introduced mammal populations in the Australian rangelands with some comments on new approaches and their potential applications.",Conference Paper,NA,Scopus,0.646098045,NA,NA,NA,NA,NA,67,NA
47,2-s2.0-3943106208,67,"Slooten E., Dawson S.M., Rayment W.J.",6603949910;7202901010;10839465100;,"Aerial surveys for coastal dolphins: Abundance of Hector's dolphins off the South Island west coast, New Zealand",2004,Marine Mammal Science,10.1111/j.1748-7692.2004.tb01173.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3943106208&doi=10.1111%2fj.1748-7692.2004.tb01173.x&partnerID=40&md5=6dc3e55756b4ab8e8ed01217fb1ca8e0,"Line-transect surveys of abundance depend critically on the estimation of detection probability, which includes corrections for availability and visibility. In this aerial line-transect survey for Hector's dolphin (Cephalorhynchus hectori) we recorded dive times from a helicopter to estimate the proportion of time that dolphins could be seen at or near the water surface and were therefore ""available"" to be counted. The proportion of available sightings that were counted on transect lines was estimated by comparing sightings by two independent teams of two observers in the fixed-wing plane. The survey covered the area between Farewell Spit and Milford Sound, off the west coast of the South Island of New Zealand. Survey effort was stratified according to existing distribution data. A total of 142 separate sightings was made on 1,355 km of trackline. Average availability for fifty Hector's dolphin groups observed from the helicopter (161 dive/surface cycles) was 46.3% (CV = 4.2%). Data from the two independent observer teams indicated that 96.2% (CV = 2.3%) of the dolphin groups that were at the surface and on the trackline were seen. The abundance estimate for the South Island west coast, corrected for visibility and availability, was 5,388 Hector's dolphins (CV = 20.6%). The total population estimate for South Island Hector's dolphins is 7,270 (CV = 16.2%).",Review,NA,Scopus,0.800361688,NA,0,NA,NA,5,68,NA
4,2-s2.0-0842344538,68,"Kliskey A.D., Byrom A.E.",35617863300;6603385393;,Development of a GIS-based methodology for quantifying predation risk in a spatial context,2004,Transactions in GIS,10.1111/j.1467-9671.2004.00165.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0842344538&doi=10.1111%2fj.1467-9671.2004.00165.x&partnerID=40&md5=b5989042b2442ef56a68d08a0c1f2bf8,"We used GIS-based techniques and inductive-spatial modelling to analyse spatial interactions between predator and prey populations, a unique example of an extension to an existing ecological approach. The approach identifies spatial predictors of predation and is demonstrated for braided riverbed habitat in the Mackenzie Basin, New Zealand. This habitat is highly modified and is the focus of intensive management because of the presence of introduced mammalian predators and their native prey (primarily nests of ground-nesting native birds that are extremely vulnerable to predators). Native prey are currently in decline due to predation; GIS techniques therefore have the potential to augment conventional ecological techniques and management practices. Predation risk to nests of ground-nesting birds was interpolated across an area using inverse distance weighting. A linear regression model for spatio-temporal predictors of nest predation was determined using a predation risk surface and three separate surfaces representing predator abundance, prey abundance, and habitat structure. These measures can enhance the non-spatial results from conventional ecological inquiry and help solve pest management problems affecting the natural environment.",Article,NA,Scopus,0.561016642,NA,NA,NA,NA,NA,69,NA
9,2-s2.0-1642465045,69,"Walter M.J., Hone J.",7402841716;7007153771;,A comparison of 3 aerial survey techniques to estimate wild horse abundance in the Australian Alps,2003,Wildlife Society Bulletin,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642465045&partnerID=40&md5=5fac63b0fdd456d202baa53c8a40021b,"Estimates of the size or density of wildlife populations are essential for effective management. Aerial surveys often are the only practical way of obtaining these estimates for large mammals ranging over a large area. Different aerial survey techniques are available. This paper reports on a study that estimated abundance and population density of wild horses (Equus caballus) in the Australian Alps using helicopter aerial surveys. Three frequently used techniques were compared simultaneously: strip counts, mark-recapture, and line transect. Using data on horse groups over a strip width of 200 m, estimates of horse abundance from mark-recapture analyses were higher (N̂ = 3,045 modified Petersen and N̂ = 3,298 Huggins estimators, respectively) than from strip counts (N̂ = 1,814 and N̂ = 2,242 for observers 1 and 2, respectively). Use of line-transect analysis yielded the highest estimates of abundance (N̂ = 5,200-5,830, population density D̂ = 1.86-2.09 km -2). The coefficient of variation (CV) of estimates varied from 22% for strip counts (0-50 m) to 28% for mark-recapture analysis (0-50 m) and 31-32% for line-transect analysis (0-200 m). Mark-recapture estimates of horse abundance from the modified Petersen estimator were substantially lower when the strip width was 200 m (N̂ = 2,061) compared with a strip width of 50 m (N̂ = 4,345). These results suggested that in aerial surveys using strip or mark-recapture analyses, the effect of wide strip width should be examined; otherwise estimates may be strongly negatively biased. Observer 1 estimated mean group size of 4.91±0.61 SE horses and observer 2 estimated mean group size as 3.79±0.57 SE horses. Mean group size observed from the ground was 5.65±0.51 SE. We recommend that aerial surveys be implemented periodically using line-transect methodology to monitor trends in wild horse abundance in the Australian Alps.",Review,NA,Scopus,0.761629259,NA,0,NA,NA,10,70,NA
3,2-s2.0-0842264090,70,Letnic M.,6602442349;,"The effects of experimental patch burning and rainfall on small mammals in the Simpson Desert, Queensland",2003,Wildlife Research,10.1071/WR02093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0842264090&doi=10.1071%2fWR02093&partnerID=40&md5=6e626e5775e431b29fcf760cb6a8c480,"Patch-burning is frequently advocated as a management tool to enhance the biodiversity and pasture values of spinifex (Triodia) grasslands. In the northern Simpson Desert, Queensland, pastoralists use fire to reduce the likelihood of broad-scale wildfires and improve pastures for cattle. I conducted a before-after-control-impact experiment to investigate the response of small mammals to the short-term (<1 year) effects of patch-burning between August 1999 and June 2001. The experiment was replicated at three locations subject to differing rainfalls, with two 1-ha study grids remaining unburnt as controls, and two being burnt at each location. The areas burnt ranged from 1 to 3 ha. Dasycercus cristicauda and Pseudomys desertor responded negatively to the fire treatment. Notomys alexis responded positively to the fire treatment in the final trapping session but only at one location. Factors indicative of temporal and spatial variation in rainfall, time and site had a greater effect on the abundance of small mammals than the fire treatment. Heavy rainfalls in 2000 increased seed production and prompted increases in the populations of rodent species and Dasycercus cristicauda. The greatest numbers of captures were made at the sites that received the highest rainfalls. Patch-burning regimes are likely to increase the resilience of 'fire-sensitive' species dependent on dense spinifex by reducing the extent of wildfires.",Article,NA,Scopus,0.550102766,NA,NA,NA,NA,NA,71,NA
10,2-s2.0-1642579286,71,"Banks S.C., Hoyle S.D., Horsup A., Sunnucks P., Taylor A.C.",7201624595;6701556226;6603153216;7004680459;35560354500;,"Demographic monitoring of an entire species (the northern hairy-nosed wombat, Lasiorhinus krefftii) by genetic analysis of non-invasively collected material",2003,Animal Conservation,10.1017/S1367943003003135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642579286&doi=10.1017%2fS1367943003003135&partnerID=40&md5=a17b05ca6f4fd119a7dbbafc8b6a3f3c,"Successful management of endangered species may be greatly facilitated by the ability to monitor population trends. The Australian northern hairy-nosed wombat (Lasiorhinus krefftii) is one of the world's most endangered mammals, but precise abundance estimation by trapping surveys has proven exceedingly difficult. A mark-recapture study was conducted in the sole remaining L. krefftii population, based on microsatellite identification of individuals and their gender from DNA in remotely collected single hairs. Population size was estimated to be 113 (95% confidence interval of 96 to 150). This suggests an increase in population size over the previous estimate of 65 (95% CI 42-186) in 1993, although the estimates did not differ significantly. There was a significant male bias in the sex ratio (2.25 males: 1 female), in agreement with recent trapping surveys. The non-invasive approach used here is vital for estimating population size and trends, and hence it is the most important recent advance in the conservation management of the northern hairy-nosed wombat. © 2003 The Zoological Society of London.",Article,NA,Scopus,0.819005402,NA,1,Comparing current estimate to previous/historical work,NA,5,72,NA
2,2-s2.0-0035572932,72,"Cooper D.W., Herbert C.A.",7404355459;8542669300;,"Genetics, biotechnology and population management of over-abundant mammalian wildlife in Australasia",2001,"Reproduction, Fertility and Development",NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035572932&partnerID=40&md5=f5645fdd7f04a5f9645fe87329d25980,"Wildlife management involves regulation of population numbers of wild vertebrate species. In some cases there are too many animals and in others there are too few. Genetic issues arise in both instances. The historical and genetic evidence for the number of mammals that were in the founder populations of successful colonizing species in Australia and New Zealand is reviewed here. Small numbers have often given rise to large populations, despite the concomitant loss of genetic variability. Restriction of the number of over-abundant and pest species by either physical or chemical methods frequently constitutes very strong artificial selection, which leads to rapid genetic change; an example of major importance in the two countries is sodium monofluoroacetate (compound 1080). Pathogenic agents, surgical sterilization, hormonal contraceptives and translocation have all been used with varying degrees of success. The strengths and weaknesses of these techniques are assessed. A method that has received much attention is immunocontraception. We argue that this attempt to use the animals' own immune system to modulate reproduction is incompatible with the basic biological function of protection against infectious disease. Immune function genes are highly variable in vertebrates, and so often genetic change in the population subjected to immunocontraception is likely to be even more rapid than is the case with lethal agents. Selection for failure to respond to the immunocontraceptive will occur, and will change immune function in general. Poor scientific description of ecosystem complexity makes it difficult to predict the consequences of immunocontraception on wildlife populations.",Article,NA,Scopus,0.489286958,NA,NA,NA,NA,NA,73,NA
1,2-s2.0-0006997847,73,Gurr L.,56961088900;,COMMUNAL ROOSTING BEHAVIOUR OF THE AUSTRALASIAN HARRIER CIRCUS APPROXIMANS IN NEW ZEALAND,1968,Ibis,10.1111/j.1474-919X.1968.tb00041.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0006997847&doi=10.1111%2fj.1474-919X.1968.tb00041.x&partnerID=40&md5=f09ad4aeafe8658a31b04fb7c00b42c1,"The Australasian Harrier Circus upproximans habitually roosts communally in New Zealand but not in Australia. As many as 100 birds can occupy a roost in a small area of swamp. They start to assemble about one hour before dark and communal aerial displays in the vicinity of the roost are an integral part of the roosting behaviour. Roosts may be occupied all the year round, non‐breeding birds continuing to roost communally throughout the summer. In New Zealand the habit is neither connected with migration nor is it an anti‐predator device. It is considered that the abundance of food caused by the spread of introduced mammals and the large increase of habitat created by European settlement has built the harrier population up to such a size that the number required to elicit the response of communal roosting occurs at all times of year in most districts. Numbers within individual roosts fluctuate throughout the year and it is suggested that communal displays before roosting may provide the necessary feed‐back for the initiation of population adjustments. Copyright © 1968, Wiley Blackwell. All rights reserved",Article,NA,Scopus,0.607085393,NA,NA,NA,NA,NA,74,NA
